sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:unitid,ADD_INFO:unit,ADD_INFO:ucum_code,ADD_INFO:low_normal_value,ADD_INFO:high_normal_value,ADD_INFO:expected_min_value,ADD_INFO:expected_max_value,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
16239,peak inspiratory airway pressure,64,,64,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,Zephyros Ppeak,Zephyros Ppeak,RESP-Zephyros Patiëntgegevens,175,cmH2O,cm[H2O],,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1689547268504,3016078,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1689547267397,
12083,HFO Paw,3,,3,,,,HFO-Paw,Paw,RESP-HFO,175,cmH2O,cm[H2O],,,,,0.34,APPROVED,INEXACT,Patrick Thoral,1691275086725,42527086,Mean airway pressure,Measurement,MAPS_TO,,Patrick Thoral,1691275084002,
18820,IC NAS Item 13 rating,542,,542,,,,IC NAS Item 13 score,IC NAS Item 13 score,NAS score,0,None,,,,,,0.42,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
13495,Ventricular Drain2 Off,1901,,1901,,,,Ventrikeldrain2 Uit,Ventr.drain2/Uit,VB-Ventrikeldrain,6,ml,mL,,,,,0.40,APPROVED,EQUAL,Patrick Thoral,1686488762651,3018767,Fluid output cerebral ventricle drain,Measurement,MAPS_TO,,Patrick Thoral,1686488747192,
8859,BIPAP T1,431,,475,,,,BIPAP T1,BIPAP T1,Deleted - Niet gebruiken,3,sec,s,,,,,0.48,APPROVED,EQUAL,Patrick Thoral,1691178691275,36303705,High pressure hold time setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1691178690488,
12084,HFO Amplitude,3,,3,,,,HFO-Amplitude,Amplitude,RESP-HFO,175,cmH2O,cm[H2O],,,,,0.56,APPROVED,INEXACT,Patrick Thoral,1691275116209,42527137,Airway pressure delta setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1691275113822,
16818,GRIP - AVGInsulin4Hours,91082,,91082,,,,GRIP - AVGInsuline4Hours,GRIP - AVGInsuline4Hours,Glucose-Management,46,ml/uur,mL/h,,,,,0.17,APPROVED,UNMATCHED,Patrick Thoral,1686479022129,0,Unmapped,,MAPS_TO,,,0,
12085,HFO-Paw Lower Limit,3,,3,,,,HFO-Paw Ondergrens,Paw ondergrens,RESP-HFO,175,cmH2O,cm[H2O],,,,,0.34,APPROVED,EQUAL,Patrick Thoral,1691275249091,3021748,Pressure minimum setting Ventilator alarm,Measurement,MAPS_TO,,Patrick Thoral,1691275248260,
8860,BIPAP Low Time,430,,475,,,,BIPAP Laag Tijd,BIPAP Laag t,Deleted - Niet gebruiken,3,sec,s,,,,,0.45,APPROVED,EQUAL,Patrick Thoral,1691178708655,36306099,Low pressure hold time setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1691178707841,
19271,Physio Mobility Elbow supination pron left 2,1992,,1992,,,,Fysio Mobiliteit Elleboog supinatie pron links 2,Fysio Mobiliteit Elleboog supinatie pron links 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,90,,,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
8861,NO,56,,56,,,,NO,NO,ZZ-OUD-Resp-Evita Machinegegevens,0,None,,,,,,0.32,APPROVED,EQUAL,Patrick Thoral,1686608691771,21490806,Nitric oxide [VFr/PPres] Airway adaptor,Measurement,MAPS_TO,,Patrick Thoral,1686608680150,
19330,Physio Mobility Shoulder ab adduction left 2,1993,,1993,,,,Fysio Mobiliteit Schouder ab adductie links 2,Fysio Mobiliteit Schouder ab adductie links 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,160,,,0.62,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
13496,Ventricular drain2 Stand,15,,15,,,,Ventrikeldrain2 Stand,Ventr.drain2/Stand,VB-Ventrikeldrain,6,ml,mL,,,,,0.41,APPROVED,UNMATCHED,Patrick Thoral,1686488532467,0,Unmapped,,MAPS_TO,cumulative output,,0,
16819,GRIP - CurrentIntake,88849,,88849,,,,GRIP - CurrentIntake,GRIP - CurrentIntake,Glucose-Management,46,ml/uur,mL/h,,,,,0.53,APPROVED,UNMATCHED,Patrick Thoral,1686479050011,0,Unmapped,,MAPS_TO,,,0,
12086,HFO-Paw Upper Limit,3,,3,,,,HFO-Paw Bovengrens,Paw bovengrens,RESP-HFO,175,cmH2O,cm[H2O],,,,,0.34,APPROVED,EQUAL,Patrick Thoral,1691275235937,3006802,Pressure maximum setting Ventilator alarm,Measurement,MAPS_TO,,Patrick Thoral,1691275225382,
16820,GRIP - Old Intake,88851,,88851,,,,GRIP - OldIntake,GRIP - OldIntake,Glucose-Management,46,ml/uur,mL/h,,,,,0.51,APPROVED,UNMATCHED,Patrick Thoral,1686479043598,0,Unmapped,,MAPS_TO,,,0,
13940,intracranial pressure(2),826,,826,,,,Intracraniële druk(2),ICP(2),NEURO-Drukken,173,mmHg,mm[Hg],,,,,0.58,APPROVED,EQUAL,Patrick Thoral,1691275486892,21490653,Intracranial pressure (ICP),Measurement,MAPS_TO,,Patrick Thoral,1691275484859,
18821,IC NAS Item 14 rating,5949,,5949,,,,IC NAS Item 14 score,IC NAS Item 14 score,NAS score,0,None,,,,,,0.42,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
19272,Physio Mobility Elbow supination pron left 3,1989,,1989,,,,Fysio Mobiliteit Elleboog supinatie pron links 3,Fysio Mobiliteit Elleboog supinatie pron links 3,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,90,,,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
13945,EVD-cm above Monroe(2),2050,,2050,,,,EVD-cm boven Monroe(2),EVD-cm boven Monroe(2),NEURO-Algemeen,50,cm,cm,,,,,0.28,APPROVED,UNMATCHED,Patrick Thoral,1691275608316,4047285,Chevda,Observation,MAPS_TO,,<auto>,1686356336762,
12087,abdominal circumference,926,,926,SNOMED CT,396552003,Abdominal circumference,Buikomvang,Buikomvang,DIVERSEN,50,cm,cm,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1689549369586,4245376,Abdominal circumference,Measurement,MAPS_TO,,<auto>,1686356336795,
18822,IC NAS Item 15 rating,354,,354,,,,IC NAS Item 15 score,IC NAS Item 15 score,NAS score,0,None,,,,,,0.44,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
13950,EVV_TotalScore,12090,,12090,,,,EVV_TotaalScore,EVV_TotaalScore,EVV,191,Geen,,,,,,0.25,APPROVED,UNREVIEWED,Patrick Thoral,1691182252506,0,Unmapped,,MAPS_TO,,,0,
16821,GRIP - RelativeGlucoseAfterFilter,88845,,88845,,,,GRIP - RelativeGlucoseAfterFilter,GRIP - RelativeGlucoseAfterFilter,Glucose-Management,0,None,,,,,,0.33,APPROVED,UNMATCHED,Patrick Thoral,1686479055015,0,Unmapped,,MAPS_TO,,,0,
8862,positive end expiratory pressure setting/continuous positive airway pressure,77267,,85923,LOINC,35410-0,Continuous positive airway pressure Respiratory system,PEEP/CPAP,PEEP/CPAP,ZZ-OUD-Resp-Evita Machinegegevens,177,mbar,mbar,,,,,0.71,APPROVED,EQUAL,Patrick Thoral,1686592753536,3022875,Positive end expiratory pressure setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686592751794,
8865,ASB,62477,,74582,,,,ASB,ASB,ZZ-OUD-Resp-Evita Machinegegevens,177,mbar,mbar,,,,,0.65,APPROVED,EQUIVALENT,Patrick Thoral,1686481272589,3000461,Pressure support setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686481270935,
13952,bladder temperature,16029,,927689,LOINC,76278-1,Bladder temperature via Foley,Temp Blaas,Temp Blaas,HD-Temperatuur,59,°C,Cel,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686430037486,21490870,Bladder temperature via Foley,Measurement,MAPS_TO,,Patrick Thoral,1686430035877,
12088,HFO Inspiration Time,3,,3,,,,HFO-Inspiratietijd,HFO-inspiratietijd,RESP-HFO,191,Geen,,,,,,0.51,APPROVED,INEXACT,Patrick Thoral,1691275053003,21490725,Inspiratory time percent,Measurement,MAPS_TO,,Patrick Thoral,1691275047463,
16822,GRIP - Gluc4HoursAgo,88843,,88843,,,,GRIP - Gluc4HoursAgo,GRIP - Gluc4HoursAgo,Glucose-Management,97,mmol/l,mmol/L,,,,,0.23,APPROVED,UNMATCHED,Patrick Thoral,1686479058465,0,Unmapped,,MAPS_TO,,,0,
18823,IC NAS Item 16 rating,5442,,5442,,,,IC NAS Item 16 score,IC NAS Item 16 score,NAS score,0,None,,,,,,0.41,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
12090,HFO Frequency,3,,3,,,,HFO-Frequentie,HFO-Frequentie,RESP-HFO,294,Hz,Hz,,,,,0.67,APPROVED,INEXACT,Patrick Thoral,1691274190009,4126015,Frequency,Observation,MAPS_TO,HFOV does not have a separate processitem -> add to Procedure table,<auto>,1686356338096,
12090,HFO Frequency,3,,3,,,,HFO-Frequentie,HFO-Frequentie,RESP-HFO,294,Hz,Hz,,,,,0.67,APPROVED,INEXACT,Patrick Thoral,1691274190009,4074666,High frequency oscillatory ventilation,Procedure,MAPS_TO_TYPE,HFOV does not have a separate processitem -> add to Procedure table,Patrick Thoral,1691274106792,
12090,HFO Frequency,3,,3,,,,HFO-Frequentie,HFO-Frequentie,RESP-HFO,294,Hz,Hz,,,,,0.67,APPROVED,INEXACT,Patrick Thoral,1691274190009,4074666,High frequency oscillatory ventilation,Procedure,MAPS_TO,HFOV does not have a separate processitem -> add to Procedure table,Patrick Thoral,1691274135238,
19273,Physio Mobility Elbow supination pron right 1,1992,,1992,,,,Fysio Mobiliteit Elleboog supinatie pron rechts 1,Fysio Mobiliteit Elleboog supinatie pron rechts 1,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,90,,,0.62,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
8868,Temperature Humidifier,752,,752,,,,Temperatuur Bevochtiger,Bevochtiging tmp,ZZ-OUD-Resp-Evita Machinegegevens,59,°C,Cel,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686607697341,3003259,Temperature Humidifier,Measurement,MAPS_TO,,<auto>,1686356338348,
14047,PiCCO blood temperature,4523,,4733,,,,PiCCO Tb blood temperature,PiCCO Tb blood temperature,PiCCO-plus,59,°C,Cel,25,45,,,0.76,APPROVED,EQUAL,Patrick Thoral,1691184605341,21490586,Blood temperature,Measurement,MAPS_TO,,<auto>,1686356338598,
8869,O2 Volume,77406,,85386,,,,O2 Volume,O2 Volume,ZZ-OUD-Resp-PatientGeg.,0,None,,,,,,0.51,APPROVED,EQUAL,Patrick Thoral,1710111800846,3020716,Inhaled oxygen concentration,Measurement,MAPS_TO,,Patrick Thoral,1710111774147,
8869,O2 Volume,77406,,85386,,,,O2 Volume,O2 Volume,ZZ-OUD-Resp-PatientGeg.,0,None,,,,,,0.51,APPROVED,EQUAL,Patrick Thoral,1710111800846,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710111784527,
16823,GRIP - pumpdifferenceBeforeFilter,88841,,88841,,,,GRIP - pumpdifferenceBeforeFilter,GRIP - pumpdifferenceBeforeFilter,Glucose-Management,0,None,,,,,,0.36,APPROVED,UNMATCHED,Patrick Thoral,1686479062784,0,Unmapped,,MAPS_TO,,,0,
12091,CVVH-Moisture loss mode,83945,,83945,,,,CVVH-Vochtverlies stand,Vochtverlies stand,CVVH-Gegevens,6,ml,mL,,,,,0.28,APPROVED,EQUAL,Patrick Thoral,1686479360877,4089846,Ultrafiltrate fluid loss,Observation,MAPS_TO,,Patrick Thoral,1686479222780,
12091,CVVH-Moisture loss mode,83945,,83945,,,,CVVH-Vochtverlies stand,Vochtverlies stand,CVVH-Gegevens,6,ml,mL,,,,,0.28,APPROVED,EQUAL,Patrick Thoral,1686479360877,4112438,Total,Observation,MAPS_TO_TYPE,,Patrick Thoral,1686479318547,
14048,PiCCO weight,4544,,4819,,,,PiCCO Gewicht,PiCCO Gewicht,PiCCO-plus,12,kg,kg,,,,,0.57,APPROVED,UNREVIEWED,Patrick Thoral,1690319067991,0,Unmapped,,MAPS_TO,REMOVE,,0,
18824,IC NAS Item 17 rating,3885,,3885,,,,IC NAS Item 17 score,IC NAS Item 17 score,NAS score,0,None,,,,,,0.40,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
8870,VE,77908,,84333,,,,VE,VE,ZZ-OUD-Resp-PatientGeg.,26,l/min,L/min,,,,,0.39,APPROVED,EQUAL,Patrick Thoral,1686480051524,4144329,Expiratory minute volume,Measurement,MAPS_TO,,Patrick Thoral,1686480050204,
8871,VTe,78670,,86558,,,,VTe,V_Te,ZZ-OUD-Resp-PatientGeg.,8,l,L,,,,,0.55,APPROVED,EQUAL,Patrick Thoral,1686479638185,21490789,Tidal volume expired Respiratory system airway --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686479634996,
16824,GRIP - pumpdifferenceAfterFilter,88840,,88840,,,,GRIP - pumpdifferenceAfterFilter,GRIP - pumpdifferenceAfterFilter,Glucose-Management,0,None,,,,,,0.36,APPROVED,UNMATCHED,Patrick Thoral,1686479067107,0,Unmapped,,MAPS_TO,,,0,
14050,PiCCO body surface area,0,,3983,,,,PiCCO_BSA,PiCCO_BSA,PiCCO-plus,307,[0.0001] m2,1/1000.m2,,,,,0.76,APPROVED,UNMATCHED,Patrick Thoral,1710247318494,0,Unmapped,,MAPS_TO,REMOVE,,0,
19274,Physio Mobility Elbow supination pron right 2,1992,,1992,,,,Fysio Mobiliteit Elleboog supinatie pron rechts 2,Fysio Mobiliteit Elleboog supinatie pron rechts 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,90,,,0.62,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
12106,Risk factor Smoking Number of sig/day,17946,,17946,,,,Risicofactor Roken Aantal sig/dag,Sigaretten,Anamnese-Allergieen&Risicofactoren,224,/dag,/d,,,,,0.47,APPROVED,EQUAL,Patrick Thoral,1689540774086,40766929,How many cigarettes do you smoke per day now [PhenX],Observation,MAPS_TO,,Patrick Thoral,1689540772226,
18825,IC NAS Item 18 rating,1523,,1523,,,,IC NAS Item 18 score,IC NAS Item 18 score,NAS score,0,None,,,,,,0.42,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
8872,tidal volume measurement,13,,13,LOINC,76222-9,Tidal volume Ventilator --on ventilator,Tidal Volume Spirometer,Tidal Vol. Spiro,ZZ-OUD-Resp-PatientGeg.,6,ml,mL,,,,,0.78,APPROVED,EQUAL,Patrick Thoral,1686609418930,44782827,Expiratory tidal volume,Measurement,MAPS_TO,,Patrick Thoral,1686609417203,
14055,PiCCO heart rate,4330,,4559,,,,PiCCO HF Hartfrequentie,PiCCO HF Hartfrequentie,PiCCO-plus,15,/min,/min,,,,,0.58,APPROVED,INEXACT,Patrick Thoral,1691183819686,3027018,Heart rate,Measurement,MAPS_TO,,<auto>,1686356340518,
12107,Risk Factor Smoking Pack Years,13288,,13288,,,,Risiocofactor Roken Pack Years,Jaren van roken,Anamnese-Allergieen&Risicofactoren,225,/jaar,/a,,,,,0.67,APPROVED,EQUAL,Patrick Thoral,1689540539731,903650,Cigarettes pack-years smoked during life,Measurement,MAPS_TO,,Patrick Thoral,1689540538768,
18826,IC NAS Item 19 rating,41313,,41313,,,,IC NAS Item 19 score,IC NAS Item 19 score,NAS score,0,None,,,,,,0.40,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
16825,GRIP - InsulinAdviceBeforeRestrictions,88839,,88839,,,,GRIP - InsulinAdviceBeforeRestrictions,GRIP - InsulinAdviceBeforeRestrictions,Glucose-Management,0,None,,,,,,0.34,APPROVED,UNMATCHED,Patrick Thoral,1686479071617,0,Unmapped,,MAPS_TO,,,0,
8873,respiratory rate setting,77570,,85780,LOINC,19834-1,Breath rate setting Ventilator,Ademfrequentie Evita,AF Evita,ZZ-OUD-Resp-PatientGeg.,0,None,,,,,,0.78,APPROVED,EQUAL,Patrick Thoral,1710287418294,3007646,Breath rate spontaneous and mechanical --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686480156983,
8873,respiratory rate setting,77570,,85780,LOINC,19834-1,Breath rate setting Ventilator,Ademfrequentie Evita,AF Evita,ZZ-OUD-Resp-PatientGeg.,0,None,,,,,,0.78,APPROVED,EQUAL,Patrick Thoral,1710287418294,8541,per minute,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710287409822,
19275,Physio Mobility Elbow supination pron right 3,1992,,1992,,,,Fysio Mobiliteit Elleboog supinatie pron rechts 3,Fysio Mobiliteit Elleboog supinatie pron rechts 3,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,90,,,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
14056,PiCCO systolic arterial pressure,4412,,4646,,,,PiCCO APs,PiCCO APs,PiCCO-plus,173,mmHg,mm[Hg],,,,,0.78,APPROVED,INEXACT,Patrick Thoral,1691183629328,21490853,Invasive Systolic blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1691183627303,
18827,IC NAS Item 2 rating,72247,,72247,,,,IC NAS Item 2 score,IC NAS Item 2 score,NAS score,0,None,,,,,,0.48,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
12266,respiratory rate measurement,1280470,,15613362,LOINC,19840-8,Breath rate spontaneous and mechanical --on ventilator,Ademfreq.,Ademfreq.,RESP-Servo Patiëntgegevens,15,/min,/min,,,,,0.84,APPROVED,EQUAL,Patrick Thoral,1686397126758,3007646,Breath rate spontaneous and mechanical --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686397119417,
8874,respiratory rate monitor,857738,,25776086,LOINC,9279-1,Respiratory rate,Ademfrequentie Monitor,Ademfreq. (Monitor),RESP-Servo Patiëntgegevens,0,None,,,,,,0.96,APPROVED,EQUAL,Patrick Thoral,1710006449099,3024171,Respiratory rate,Measurement,MAPS_TO,,Patrick Thoral,1686357289444,
8874,respiratory rate monitor,857738,,25776086,LOINC,9279-1,Respiratory rate,Ademfrequentie Monitor,Ademfreq. (Monitor),RESP-Servo Patiëntgegevens,0,None,,,,,,0.96,APPROVED,EQUAL,Patrick Thoral,1710006449099,8541,per minute,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710006122694,
16826,GRIP - InsulinAdviceAfterRestrictions,88838,,88838,,,,GRIP - InsulinAdviceAfterRestrictions,GRIP - InsulinAdviceAfterRestrictions,Glucose-Management,0,None,,,,,,0.36,APPROVED,UNMATCHED,Patrick Thoral,1686479078451,0,Unmapped,,MAPS_TO,,,0,
14057,PiCCO diastolic arterial pressure,4396,,4628,,,,PiCCO APd,PiCCO APd,PiCCO-plus,173,mmHg,mm[Hg],,,,,0.79,APPROVED,INEXACT,Patrick Thoral,1691183592221,21490851,Invasive Diastolic blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1691183588813,
12267,CO2 minus prodX,0,,2,,,,CO2 min prodX,EtCO2 min prodX,Deleted - Niet gebruiken,0,None,,,,,,0.44,APPROVED,EQUAL,Patrick Thoral,1691177917074,21490580,Carbon dioxide production (VCO2) in Respiratory system,Measurement,MAPS_TO,,Patrick Thoral,1691177916356,
19276,Physio Mobility Ankle dorsal plantar left 1,1992,,1992,,,,Fysio Mobiliteit Enkel dorsaal plantair  links 1,Fysio Mobiliteit Enkel dorsaal plantair  links 1,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,30,,,0.48,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
8875,Mv Spontaneous,28296,,29897,,,,Mv Spontaan,Mv Spontaan,ZZ-OUD-Resp-PatientGeg.,26,l/min,L/min,,,,,0.74,APPROVED,EQUAL,Patrick Thoral,1686608903340,4108000,Spontaneous minute volume,Measurement,MAPS_TO,,Patrick Thoral,1686608901851,
16835,Target Lower pO2,64,,64,,,,Streef Onderwaarde pO2,Streef Onderwaarde pO2,RESP-Acceptatiewaarden,173,mmHg,mm[Hg],,,,,0.44,APPROVED,INEXACT,Patrick Thoral,1691264983498,602639,Target parameter,Observation,MAPS_TO,,Patrick Thoral,1691259636082,
16835,Target Lower pO2,64,,64,,,,Streef Onderwaarde pO2,Streef Onderwaarde pO2,RESP-Acceptatiewaarden,173,mmHg,mm[Hg],,,,,0.44,APPROVED,INEXACT,Patrick Thoral,1691264983498,3027801,Oxygen [Partial pressure] in Arterial blood,Measurement,MAPS_TO_TYPE,,Patrick Thoral,1691264977119,
18828,IC NAS Item 20 rating,1864,,1864,,,,IC NAS Item 20 score,IC NAS Item 20 score,NAS score,0,None,,,,,,0.47,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
14058,PiCCO mean arterial pressure,0,,3970,,,,PiCCO APm,PiCCO APm,PiCCO-plus,173,mmHg,mm[Hg],,,,,0.60,APPROVED,INEXACT,Patrick Thoral,1691183615513,21490852,Invasive Mean blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1691183614460,
12270,CO2 tidal production,1027583,,14591289,,,,CO2 tidal productie,VTCO2,RESP-Servo Patiëntgegevens,6,ml,mL,,,,,0.63,APPROVED,INEXACT,Patrick Thoral,1686399600593,21490580,Carbon dioxide production (VCO2) in Respiratory system,Measurement,MAPS_TO,Carbon dioxide tidal production (VTCO2 ),<auto>,1686356344553,
16837,Target Lower value pCO2,890,,890,,,,Streef Onderwaarde pCO2,Streef Onderwaarde pCO2,RESP-Acceptatiewaarden,173,mmHg,mm[Hg],,,,,0.38,APPROVED,INEXACT,Patrick Thoral,1691264219225,602639,Target parameter,Observation,MAPS_TO,,Patrick Thoral,1691259623494,
16837,Target Lower value pCO2,890,,890,,,,Streef Onderwaarde pCO2,Streef Onderwaarde pCO2,RESP-Acceptatiewaarden,173,mmHg,mm[Hg],,,,,0.38,APPROVED,INEXACT,Patrick Thoral,1691264219225,3027946,Carbon dioxide [Partial pressure] in Arterial blood,Measurement,MAPS_TO_TYPE,,Patrick Thoral,1691264215864,
18829,IC NAS Item 21 rating,34167,,34167,,,,IC NAS Item 21 score,IC NAS Item 21 score,NAS score,0,None,,,,,,0.45,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
8876,respiratory rate spontaneous,1,,1,LOINC,19839-0,Breath rate spontaneous --on ventilator,Frequentie Spontaan,Freq. Spontaan,ZZ-OUD-Resp-PatientGeg.,0,None,,,,,,0.93,APPROVED,EQUAL,Patrick Thoral,1710006478633,3026892,Breath rate spontaneous --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686609511925,
8876,respiratory rate spontaneous,1,,1,LOINC,19839-0,Breath rate spontaneous --on ventilator,Frequentie Spontaan,Freq. Spontaan,ZZ-OUD-Resp-PatientGeg.,0,None,,,,,,0.93,APPROVED,EQUAL,Patrick Thoral,1710006478633,8541,per minute,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710006477182,
14060,PiCCO mean cardiac output,620,,621,,,,PiCCO mean CO,PiCCO mean CO,PiCCO-plus,26,l/min,L/min,,,,,0.76,APPROVED,INEXACT,Patrick Thoral,1691183841309,3002309,Left ventricular Cardiac output by Indicator dilution,Measurement,MAPS_TO,,Patrick Thoral,1691183839967,
12273,expiratory minute volume,1279091,,15623732,LOINC,76008-2,Expired minute Volume during Mechanical ventilation,Exp. minuut volume,MVe,RESP-Servo Patiëntgegevens,26,l/min,L/min,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1689548670921,42527120,Expired minute Volume during Mechanical ventilation,Measurement,MAPS_TO,,Patrick Thoral,1689548670285,
16838,Target Upper value pCO2,1394,,1394,,,,Streef Bovenwaarde pCO2,Streef Bovenwaarde pCO2,RESP-Acceptatiewaarden,173,mmHg,mm[Hg],,,,,0.37,APPROVED,INEXACT,Patrick Thoral,1691261563405,602639,Target parameter,Observation,MAPS_TO,,Patrick Thoral,1691259482341,
16838,Target Upper value pCO2,1394,,1394,,,,Streef Bovenwaarde pCO2,Streef Bovenwaarde pCO2,RESP-Acceptatiewaarden,173,mmHg,mm[Hg],,,,,0.37,APPROVED,INEXACT,Patrick Thoral,1691261563405,3027946,Carbon dioxide [Partial pressure] in Arterial blood,Measurement,MAPS_TO_TYPE,,Patrick Thoral,1691261560050,
19277,Physio Mobility Ankle dorsal plantar left 2,1994,,1994,,,,Fysio Mobiliteit Enkel dorsaal plantair  links 2,Fysio Mobiliteit Enkel dorsaal plantair  links 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,30,,,0.48,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
18830,IC NAS Item 22 rating,838,,838,,,,IC NAS Item 22 score,IC NAS Item 22 score,NAS score,0,None,,,,,,0.43,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
16847,Aim Undervalue AF,137,,137,,,,Streef Onderwaarde AF,Streef Onderwaarde AF,RESP-Acceptatiewaarden,15,/min,/min,,,,,0.35,APPROVED,INEXACT,Patrick Thoral,1691264113532,602639,Target parameter,Observation,MAPS_TO,,Patrick Thoral,1691260041110,
16847,Aim Undervalue AF,137,,137,,,,Streef Onderwaarde AF,Streef Onderwaarde AF,RESP-Acceptatiewaarden,15,/min,/min,,,,,0.35,APPROVED,INEXACT,Patrick Thoral,1691264113532,3024171,Respiratory rate,Measurement,MAPS_TO_TYPE,,Patrick Thoral,1691264111853,
8877,peak inspiratory airway pressure,76567,,85106,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,Peak druk,Peak druk,ZZ-OUD-Resp-PatientGeg.,177,mbar,mbar,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1689547277589,3016078,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1689547276799,
14062,PiCCO pulse contour cardiac output,4161,,4422,,,,PiCCO PCCO,PiCCO PCCO,PiCCO-plus,26,l/min,L/min,,,,,0.69,APPROVED,INEXACT,Patrick Thoral,1691183947454,21492228,Left ventricular Cardiac output by Continuous,Measurement,MAPS_TO,,Patrick Thoral,1691183945650,
12275,expiratory tidal volume,1279056,,15621567,LOINC,20107-9,Tidal volume expired spontaneous+mechanical Respiratory system airway --on ventilator,Exp. tidal volume,VTe,RESP-Servo Patiëntgegevens,6,ml,mL,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1689546049859,3015016,Tidal volume expired spontaneous+mechanical Respiratory system airway --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1689546048884,
