sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:ordercategoryid,ADD_INFO:ordercategoryname,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
9446,Lab. dgs Standard 6.00am,64720,,Lab. dgs Standaard 6.00u,73,Opdr. Laboratorium afname,0.19,APPROVED,INEXACT,Patrick Thoral,1685921786630,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1685921780807,
9332,Wound care,18481,,Wondverzorging,101,Opdr. Huid,0.75,APPROVED,EQUAL,Patrick Thoral,1685923495056,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1685923494166,
9303,Consult ENT doctor,63,,Consult KNO-arts,89,Opdr. Overig,0.38,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9303,Consult ENT doctor,63,,Consult KNO-arts,89,Opdr. Overig,0.38,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004449,Otolaryngology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838587374,
9511,Give gastric drainage,81,,Maagzuigdrainage geven,84,Opdr. Gastro-Intestinaal,0.72,APPROVED,EQUAL,Patrick Thoral,1695764710054,4080799,Gastrointestinal decompression,Procedure,MAPS_TO,,Patrick Thoral,1695764709345,
9447,Blood Gas Dec. 6.00am,4509,,Bloedgas afn. 6.00u,73,Opdr. Laboratorium afname,0.22,APPROVED,EQUAL,Patrick Thoral,1695766217402,4138399,Arterial specimen collection for laboratory test,Procedure,MAPS_TO,,Patrick Thoral,1695766216586,
12900,Dec. wound care Other,358,,Dec. wondverzorging Anders,101,Opdr. Huid,0.46,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
9335,Ballooning (Bronchial toilet),1904,,Balloneren (Bronchiaal toilet),82,Opdr. Respiratie,0.40,APPROVED,EQUAL,Patrick Thoral,1695849992662,4336460,Bronchial suction,Procedure,MAPS_TO,,<auto>,1685919530797,
9512,Mobilize schedule,4670,,Mobiliseren schema,87,Opdr. Houding & Beweging,0.53,APPROVED,EQUAL,Patrick Thoral,1695768162672,4327195,Mobilization,Procedure,MAPS_TO,,<auto>,1685919525731,
20717,Skin nose check for decubitus at NIV,21,,Huid neus checken op decubitus bij NIV,82,Opdr. Respiratie,0.47,APPROVED,EQUAL,Patrick Thoral,1695851744791,4021321,Pressure injury assessment,Procedure,MAPS_TO,,Patrick Thoral,1695851743426,
12903,Dec. wound care Elbow Re,33,,Dec. wondverzorging Elleboog Re,101,Opdr. Huid,0.43,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
9449,Command\\Proc. Fuses,38539,,Opdr.\\Proc. Stoppen,111,1. Stoppen/Wijzigen,0.31,APPROVED,INEXACT,Patrick Thoral,1685922307149,44791828,Checking prescription,Procedure,MAPS_TO,,Patrick Thoral,1685922305805,
9304,Consult General Surgeon,56,,Consult Algemeen Chirurg,89,Opdr. Overig,0.38,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9304,Consult General Surgeon,56,,Consult Algemeen Chirurg,89,Opdr. Overig,0.38,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004447,General Surgery,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838392543,
9515,Giving nasal toilet,173,,Nasaal toilet geven,82,Opdr. Respiratie,0.55,APPROVED,EQUAL,Patrick Thoral,1695851289532,4184987,Nasotracheal aspiration,Procedure,MAPS_TO,,Patrick Thoral,1695851287836,
12904,Dec. wound care Single Li,10,,Dec. wondverzorging Enkel Li,101,Opdr. Huid,0.44,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
9450,Job\\Proc Resume,1483,,Opdr.\\Proc Hervatten,111,1. Stoppen/Wijzigen,0.16,APPROVED,EQUAL,Patrick Thoral,1695759103738,44791828,Checking prescription,Procedure,MAPS_TO,,Patrick Thoral,1695759102318,
9305,Consult Cardiosurgeon,3,,Consult Cardiochirurg,81,Opdr. Circulatie,0.31,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9305,Consult Cardiosurgeon,3,,Consult Cardiochirurg,81,Opdr. Circulatie,0.31,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004497,Cardiac Surgery,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838230056,
9516,Give nose goggles,80,,Neusbril geven,82,Opdr. Respiratie,0.60,APPROVED,EQUAL,Patrick Thoral,1695851589830,4155151,Oxygen administration by nasal cannula,Procedure,MAPS_TO,,Patrick Thoral,1695851588247,
9336,X-Assignment to be determined,24769,,X-Opdracht nader te bepalen,89,Opdr. Overig,0.44,APPROVED,EQUAL,Patrick Thoral,1685923369850,4322976,Procedure,Procedure,MAPS_TO,,Patrick Thoral,1685923368813,
20747,CAD with temperature sensor,15,,CAD met temperatuur-sensor,89,Opdr. Overig,0.57,APPROVED,EQUAL,Patrick Thoral,1695841248646,4257959,Temperature taking assessment,Procedure,MAPS_TO,,Patrick Thoral,1695841224788,
20747,CAD with temperature sensor,15,,CAD met temperatuur-sensor,89,Opdr. Overig,0.57,APPROVED,EQUAL,Patrick Thoral,1695841248646,4250000,Urethral catheterization,Procedure,MAPS_TO,,Patrick Thoral,1695841247170,
9517,Tape eyes,55,,Ogen afplakken,104,Opdr. Verzorging,0.56,APPROVED,EQUAL,Patrick Thoral,1695853088794,4083093,Taping of eyelid,Procedure,MAPS_TO,,<auto>,1685919519358,
12905,Dec. wound care Ankle Re,36,,Dec. wondverzorging Enkel Re,101,Opdr. Huid,0.44,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
21080,TED stockings off,144,,TED kousen uit,87,Opdr. Houding & Beweging,0.54,APPROVED,EQUAL,Patrick Thoral,1695841639074,40480228,Removal of antithromboembolic stockings,Procedure,MAPS_TO,,Patrick Thoral,1695841638104,
9451,Command\\Proc. Temporarily stop,2730,,Opdr.\\Proc. Tijdelijk stoppen,111,1. Stoppen/Wijzigen,0.30,APPROVED,EQUAL,Patrick Thoral,1695759087872,44791828,Checking prescription,Procedure,MAPS_TO,,Patrick Thoral,1695759080595,
9275,Change ventilation filter,16,,Filter beademing verwisselen,90,Opdr. Lijnen/Catheter/Drains,0.55,APPROVED,EQUAL,Patrick Thoral,1695843071841,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1695843071105,
9522,Removing stitches,613,,Hechtingen verwijderen,101,Opdr. Huid,0.55,APPROVED,EQUAL,Patrick Thoral,1695830898508,2721071,Removal of sutures; by a physician other than the physician who originally closed the wound,Procedure,MAPS_TO,,Patrick Thoral,1695830897976,
9337,Determine gastric retention,8826,,Maagretentie bepalen,84,Opdr. Gastro-Intestinaal,0.47,APPROVED,EQUAL,Patrick Thoral,1695764639879,4285434,Nasogastric tube aspiration,Procedure,MAPS_TO,,Patrick Thoral,1695764637823,
12906,Dec. wound care Hip Li,29,,Dec. wondverzorging Heup Li,101,Opdr. Huid,0.44,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
21105,ECMO Time OUT (check),11,,ECMO Time OUT (check),81,Opdr. Circulatie,0.32,APPROVED,EQUAL,Patrick Thoral,1695759213611,44791813,Checking procedure,Procedure,MAPS_TO,,Patrick Thoral,1695759212900,
9452,Job\\Proc. modify,66407,,Opdr.\\Proc. wijzigen,111,1. Stoppen/Wijzigen,0.31,APPROVED,INEXACT,Patrick Thoral,1685922302769,44791828,Checking prescription,Procedure,MAPS_TO,,Patrick Thoral,1685922300801,
9338,Oral care,3530,,Mondverzorging,104,Opdr. Verzorging,0.48,APPROVED,EQUAL,Patrick Thoral,1695768439876,4301571,Mouth care management,Procedure,MAPS_TO,,Patrick Thoral,1695768437200,
9339,Eye care,389,,Oogverzorging,104,Opdr. Verzorging,0.71,APPROVED,EQUAL,Patrick Thoral,1695853118837,4295189,Eye care assessment,Procedure,MAPS_TO,,<auto>,1685919515540,
9276,Replace breathing circuit tubing,3,,Slangen beademingscircuit vervangen,90,Opdr. Lijnen/Catheter/Drains,0.41,APPROVED,INEXACT,Patrick Thoral,1695766361033,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1695766359353,
9525,Cleaning fixation external,915,,Reinigen fixatuur externe,89,Opdr. Overig,0.83,APPROVED,EQUAL,Patrick Thoral,1695841381499,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695841380843,
21108,ECMO - aPTT control,10,,ECMO - aPTT controle,73,Opdr. Laboratorium afname,0.44,APPROVED,EQUAL,Patrick Thoral,1695766000474,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695765996344,
12439,Attention/Reminder,4286,,Attentie/Herinnering,89,Opdr. Overig,0.48,APPROVED,EQUAL,Patrick Thoral,1695768245307,4136762,Reminding about performing procedure,Procedure,MAPS_TO,,Patrick Thoral,1695768244433,
9394,Engage pain team,19,,Pijnteam inschakelen,89,Opdr. Overig,0.40,APPROVED,EQUAL,Patrick Thoral,1695847122812,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695847110862,
9394,Engage pain team,19,,Pijnteam inschakelen,89,Opdr. Overig,0.40,APPROVED,EQUAL,Patrick Thoral,1695847122812,38003836,Pain Anesthesiology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695847121043,
9340,Flush duodenal tube,1223,,Duodenumsonde doorspuiten,84,Opdr. Gastro-Intestinaal,0.58,APPROVED,EQUAL,Patrick Thoral,1695841523320,4314880,Nasoenteric tube irrigation,Procedure,MAPS_TO,,Patrick Thoral,1695841521856,
9526,Giving probe orally,39,,Sonde oraal geven,84,Opdr. Gastro-Intestinaal,0.53,APPROVED,EQUAL,Patrick Thoral,1695764755388,4128873,Insertion of orogastric tube,Procedure,MAPS_TO,,Patrick Thoral,1695764753371,
12473,Rinse nose,14533,,Neus spoelen,104,Opdr. Verzorging,0.65,APPROVED,EQUAL,Patrick Thoral,1685923822200,4290236,Irrigation of nasal passages,Procedure,MAPS_TO,,Patrick Thoral,1685923819439,
21111,Calibration PiCCO,502,,Kalibratie PiCCO,81,Opdr. Circulatie,0.41,APPROVED,EQUAL,Patrick Thoral,1695761999913,4039895,Measurement of cardiac output,Procedure,MAPS_TO,,Patrick Thoral,1695761998850,
9278,Changing the artificial nose sponge,73,,Sponsje kunstneus verschonen,90,Opdr. Lijnen/Catheter/Drains,0.42,APPROVED,EQUAL,Patrick Thoral,1695843841130,4295069,Tracheostomy care,Observation,MAPS_TO,,Patrick Thoral,1695843839514,
9306,Consult Neurosurgeon,49,,Consult Neurochirurg,83,Opdr. Neurologisch,0.38,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9306,Consult Neurosurgeon,49,,Consult Neurochirurg,83,Opdr. Neurologisch,0.38,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004459,Neurosurgery,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838418158,
9395,Enable nutrition team,59,,Voedingsteam inschakelen,84,Opdr. Gastro-Intestinaal,0.58,APPROVED,EQUAL,Patrick Thoral,1695764965511,4139219,Under care of hospital-based dietitian,Observation,MAPS_TO,,Patrick Thoral,1695764964005,
12474,Research generically,13539,,Research generiek,89,Opdr. Overig,0.51,APPROVED,INEXACT,Patrick Thoral,1685924084765,4322976,Procedure,Procedure,MAPS_TO,,Patrick Thoral,1685924079341,
21179,Change pacemaker battery,14,,Pacemaker batterij wisselen,81,Opdr. Circulatie,0.67,APPROVED,EQUAL,Patrick Thoral,1695762056645,4051472,Replacement of electronic heart device battery,Procedure,MAPS_TO,,<auto>,1685919528421,
9528,Supra Pubic Catheter Flushing,198,,Supra Pubische catheter spoelen,85,Opdr. Urologisch,0.61,APPROVED,EQUIVALENT,Patrick Thoral,1695852945026,2007983,Irrigation of other indwelling urinary catheter,Procedure,MAPS_TO,,Patrick Thoral,1695852852175,
9528,Supra Pubic Catheter Flushing,198,,Supra Pubische catheter spoelen,85,Opdr. Urologisch,0.61,APPROVED,EQUIVALENT,Patrick Thoral,1695852945026,4178787,Procedure involving suprapubic catheter,Procedure,MAPS_TO,,Patrick Thoral,1695852942748,
9396,Consult Psychologist,17,,Consult Psycholoog,86,Opdr. Psycho-sociaal,0.59,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9396,Consult Psychologist,17,,Consult Psycholoog,86,Opdr. Psycho-sociaal,0.59,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004488,Psychology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838476607,
12493,Clean inner cannula,15834,,Binnencanule schoonmaken,90,Opdr. Lijnen/Catheter/Drains,0.57,APPROVED,INEXACT,Patrick Thoral,1685923682448,4262010,Tracheostomy care management,Procedure,MAPS_TO,,Patrick Thoral,1685923679118,
9530,Give Uritip,26,,Uritip geven,85,Opdr. Urologisch,0.34,APPROVED,EQUAL,Patrick Thoral,1695852471190,4223103,Incontinence sheath,Device,MAPS_TO,,Patrick Thoral,1695852467038,
9279,Change the sponge for the speaking cannula,739,,Sponsje spreekcanule verschonen,90,Opdr. Lijnen/Catheter/Drains,0.45,APPROVED,EQUAL,Patrick Thoral,1695842989676,3655949,Placement of speaking valve on tracheostomy tube,Procedure,MAPS_TO,,Patrick Thoral,1695842988620,
9307,Consult Gastroenterologist,24,,Consult Gastro-enteroloog,84,Opdr. Gastro-Intestinaal,0.50,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695838611071,
9307,Consult Gastroenterologist,24,,Consult Gastro-enteroloog,84,Opdr. Gastro-Intestinaal,0.50,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004455,Gastroenterology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838630756,
21193,Control bleeding,66,,Controle nabloeden,81,Opdr. Circulatie,0.58,APPROVED,INEXACT,Patrick Thoral,1695758974079,4021177,Assessment of fluid loss from wound,Procedure,MAPS_TO,,Patrick Thoral,1695758966482,
12537,Rinse drain,3814,,Drain spoelen,90,Opdr. Lijnen/Catheter/Drains,0.64,APPROVED,EQUAL,Patrick Thoral,1695768375095,4194653,Irrigation,Procedure,MAPS_TO,,Patrick Thoral,1695768374333,
9397,Engage hospital hygienist,1,,Ziekenhuishygiënist(e) inschakelen,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695847033944,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695846924626,
9397,Engage hospital hygienist,1,,Ziekenhuishygiënist(e) inschakelen,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695847033944,38003738,Registered Infection Control Nurse,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695847030745,
9540,Measure cuff pressure at 8:00 am,23046,,Cuffdruk meten 8.00 uur,82,Opdr. Respiratie,0.37,APPROVED,EQUAL,Patrick Thoral,1685923410856,40489959,Assessment of airway device cuff pressure,Procedure,MAPS_TO,,<auto>,1685919510558,
9308,Consult Psychiatrist,84,,Consult Psychiater,86,Opdr. Psycho-sociaal,0.56,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9308,Consult Psychiatrist,84,,Consult Psychiater,86,Opdr. Psycho-sociaal,0.56,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004469,Psychiatry,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838464977,
9280,Tracheostomy care,14738,,Tracheacanule verzorgen,90,Opdr. Lijnen/Catheter/Drains,0.76,APPROVED,EQUAL,Patrick Thoral,1685923761270,4262010,Tracheostomy care management,Procedure,MAPS_TO,,Patrick Thoral,1685923760391,
12631,Decrease lithium levels,30,,Lithiumspiegel afnemen,73,Opdr. Laboratorium afname,0.42,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
9547,Decrease glucose,73418,,Glucose afnemen,73,Opdr. Laboratorium afname,0.53,APPROVED,EQUAL,Patrick Thoral,1685920972365,4301936,Blood glucose management,Procedure,MAPS_TO,,Patrick Thoral,1685920970173,
12686,New TPV,4047,,Nieuwe TPV,90,Opdr. Lijnen/Catheter/Drains,0.26,APPROVED,EQUAL,Patrick Thoral,1695845721805,4237474,Parenteral feeding management,Procedure,MAPS_TO,,Patrick Thoral,1695845721097,
9567,AP care,270,,AP verzorging,84,Opdr. Gastro-Intestinaal,0.41,APPROVED,EQUAL,Patrick Thoral,1695841472585,46271823,Management of stoma care,Procedure,MAPS_TO,,Patrick Thoral,1695841471821,
21228,"Change water bottle, gastric syringe, nebulizer",1580,,"Wisselen  waterfles,maaghevelspuit ,vernevelse",89,Opdr. Overig,0.39,APPROVED,EQUAL,Patrick Thoral,1695841271941,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1695841271126,
9309,Consult Pulmonologist,5,,Consult Longarts,82,Opdr. Respiratie,0.42,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9309,Consult Pulmonologist,5,,Consult Longarts,82,Opdr. Respiratie,0.42,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004472,Pulmonary Disease,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838485427,
9398,Switch on interpreter (deaf interpreter).,4,,Tolk (doventolk) inschakelen,89,Opdr. Overig,0.26,APPROVED,EQUAL,Patrick Thoral,1695849141134,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695849099626,
9398,Switch on interpreter (deaf interpreter).,4,,Tolk (doventolk) inschakelen,89,Opdr. Overig,0.26,APPROVED,EQUAL,Patrick Thoral,1695849141134,38003782,Interpreter,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695849139297,
9281,Stoma pad/bag change,1560,,Stoma plak/zak verschonen,90,Opdr. Lijnen/Catheter/Drains,0.50,APPROVED,EQUAL,Patrick Thoral,1695846121254,4076785,Changing stoma appliance pouch,Procedure,MAPS_TO,,<auto>,1685919527224,
12688,Remove pressure bandage,231,,Drukverband verwijderen,81,Opdr. Circulatie,0.84,APPROVED,EQUAL,Patrick Thoral,1695759116897,40480251,Removal of pressure bandage,Procedure,MAPS_TO,,<auto>,1685919519752,
9413,Reset CVVH,7795,,Resetten CVVH,105,Opdr. CVVH,0.50,APPROVED,UNMATCHED,Patrick Thoral,1695764068303,0,Unmapped,,MAPS_TO,,,0,
9282,Change Urimeter,1066,,Urimeter verschonen,90,Opdr. Lijnen/Catheter/Drains,0.48,APPROVED,EQUAL,Patrick Thoral,1695842998020,4232412,Change of urinary catheter bag,Procedure,MAPS_TO,,<auto>,1685919527804,
9310,Consult Traumatologist,40,,Consult Traumatoloog,87,Opdr. Houding & Beweging,0.36,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9310,Consult Traumatologist,40,,Consult Traumatoloog,87,Opdr. Houding & Beweging,0.36,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004016,Trauma Surgery,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838530727,
13053,72 hour Closed suction system change,835,,72 uurs Gesloten uitzuigsysteem verschonen,90,Opdr. Lijnen/Catheter/Drains,0.40,APPROVED,EQUAL,Patrick Thoral,1695842418802,45760039,Suction system tubing,Device,MAPS_TO,,Patrick Thoral,1695842418247,
12758,Venflon purge NaCL0.9%,25121,,"Venflon doorspuiten NaCL0,9%",90,Opdr. Lijnen/Catheter/Drains,0.17,APPROVED,INEXACT,Patrick Thoral,1685923347006,4074324,Flushing cannula,Procedure,MAPS_TO,,Patrick Thoral,1685923240507,
21240,Zero measurement mobilization,924,,Nulmeting mobilisatie,89,Opdr. Overig,0.66,APPROVED,EQUAL,Patrick Thoral,1695849390760,4068410,Remobilization,Procedure,MAPS_TO,,<auto>,1685919531304,
9423,Ventilation appointments,4631,,Beademingsafspraken,82,Opdr. Respiratie,0.49,APPROVED,EQUAL,Patrick Thoral,1695768197476,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1695768196591,
9285,Change catheter bag,20,,Catheterzak verwisselen,90,Opdr. Lijnen/Catheter/Drains,0.75,APPROVED,EQUAL,Patrick Thoral,1695842440544,4232412,Change of urinary catheter bag,Procedure,MAPS_TO,,<auto>,1685919528385,
13158,Thyroid function,483,,Schildklierfunctie,73,Opdr. Laboratorium afname,0.57,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
20071,Flush Flexiseal,4010,,Flexiseal spoelen,84,Opdr. Gastro-Intestinaal,0.35,APPROVED,EQUAL,Patrick Thoral,1695764278278,4068993,Irrigation of colon,Procedure,MAPS_TO,,Patrick Thoral,1695764277402,
13494,Chest X-ray 8.00 am,13554,,X-Thorax 8.00u,73,Opdr. Laboratorium afname,0.57,APPROVED,INEXACT,Patrick Thoral,1685923943002,4163872,Plain chest X-ray,Procedure,MAPS_TO,,<auto>,1685919518906,
9311,Consult Vascular Surgeon,3,,Consult Vaatchirurg,81,Opdr. Circulatie,0.50,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9311,Consult Vascular Surgeon,3,,Consult Vaatchirurg,81,Opdr. Circulatie,0.50,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004496,Vascular Surgery,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838541523,
12760,Complete VAP scoring form,13127,,VAP-scoreformulier invullen,89,Opdr. Overig,0.33,APPROVED,INEXACT,Patrick Thoral,1685924121577,4259233,Ventilator care assessment,Procedure,MAPS_TO,,Patrick Thoral,1685924119706,
9427,Drafting ADL schedule,84,,ADL schema opstellen,104,Opdr. Verzorging,0.31,APPROVED,EQUAL,Patrick Thoral,1695853008321,4154551,Activities of daily living management,Procedure,MAPS_TO,,Patrick Thoral,1695853007483,
9286,Clear artery line,48,,Arterielijn verschonen,90,Opdr. Lijnen/Catheter/Drains,0.50,APPROVED,EQUAL,Patrick Thoral,1695845566725,37396812,Arterial catheter care management,Procedure,MAPS_TO,,Patrick Thoral,1695845565842,
9428,Offer ADL resources,212,,ADL hulpmiddelen aanbieden,104,Opdr. Verzorging,0.35,APPROVED,EQUAL,Patrick Thoral,1695853300196,4084191,Use of aids for daily life,Procedure,MAPS_TO,,Patrick Thoral,1695853299220,
20157,Determine SNAQ score,161,,SNAQ score bepalen,116,Opdr. Voeding,0.36,APPROVED,EQUAL,Patrick Thoral,1695853077159,37208880,Assessment using SNAQ (Simplified Nutritional Appetite Questionnaire),Measurement,MAPS_TO,,<auto>,1685919526818,
12770,Wound inspection,1477,,Wondinspectie,101,Opdr. Huid,0.63,APPROVED,EQUAL,Patrick Thoral,1695831043758,4021322,Wound assessment,Procedure,MAPS_TO,,Patrick Thoral,1695831042604,
9287,Renew pressure bag,69453,,Drukzak vernieuwen,90,Opdr. Lijnen/Catheter/Drains,0.43,APPROVED,INEXACT,Patrick Thoral,1685921424783,37396812,Arterial catheter care management,Procedure,MAPS_TO,,Patrick Thoral,1685921419002,
13849,Changing propofol infusion line,5303,,Propofol infuuslijn verschonen,90,Opdr. Lijnen/Catheter/Drains,0.57,APPROVED,EQUAL,Patrick Thoral,1695768157743,44808553,Changing infusion set,Procedure,MAPS_TO,,<auto>,1685919519878,
9429,Taking anamnesis,2491,,Anamnese afnemen,104,Opdr. Verzorging,0.47,APPROVED,EQUAL,Patrick Thoral,1695853100973,4221994,History taking,Procedure,MAPS_TO,,Patrick Thoral,1695853100210,
9288,Clear lines,14789,,Lijnen verschonen,90,Opdr. Lijnen/Catheter/Drains,0.52,APPROVED,EQUAL,Patrick Thoral,1695845590561,4299593,Infusion care management,Procedure,MAPS_TO,,Patrick Thoral,1695845589770,
12771,Change position,173160,,Wisselligging,87,Opdr. Houding & Beweging,0.54,APPROVED,EQUAL,Patrick Thoral,1685920492851,4205539,Repositioning,Procedure,MAPS_TO,,Patrick Thoral,1685920405298,
9312,Consult Orthopedic surgeon,2,,Consult Orthopedisch chirurg,87,Opdr. Houding & Beweging,0.45,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9312,Consult Orthopedic surgeon,2,,Consult Orthopedisch chirurg,87,Opdr. Houding & Beweging,0.45,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004465,Orthopedic Surgery,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838456893,
9432,Consciousness control,266,,Bewustzijn controle,83,Opdr. Neurologisch,0.70,APPROVED,EQUAL,Patrick Thoral,1695838655020,40480653,Assessment of consciousness level,Procedure,MAPS_TO,,<auto>,1685919528525,
12779,Take urine,2243,,Urine afnemen,73,Opdr. Laboratorium afname,0.65,APPROVED,EQUAL,Patrick Thoral,1695766162731,4212473,Urine specimen collection,Procedure,MAPS_TO,,Patrick Thoral,1695766162098,
9313,Consult Dietician,71,,Consult Diëtiste,84,Opdr. Gastro-Intestinaal,0.37,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9313,Consult Dietician,71,,Consult Diëtiste,84,Opdr. Gastro-Intestinaal,0.37,APPROVED,EQUAL,Patrick Thoral,1695838648492,38003690,Registered Dietitian,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838293190,
20161,Fill in the transport incident form,59,,Transport incidenten formulier invullen,89,Opdr. Overig,0.41,APPROVED,EQUAL,Patrick Thoral,1695847651837,4296385,Incident reporting,Observation,MAPS_TO,,Patrick Thoral,1695847316448,
20161,Fill in the transport incident form,59,,Transport incidenten formulier invullen,89,Opdr. Overig,0.41,APPROVED,EQUAL,Patrick Thoral,1695847651837,4265599,Patient transfer to intensive care unit,Observation,MAPS_TO_TYPE,,Patrick Thoral,1695847648414,
9289,Changing tube fixation,8659,,Tubefixatie verschonen,90,Opdr. Lijnen/Catheter/Drains,0.75,APPROVED,EQUAL,Patrick Thoral,1695765858556,4021519,Changing endotracheal tube tapes,Procedure,MAPS_TO,,Patrick Thoral,1695765856756,
13932,Change filter exhalation cassette,29685,,Filter expiratie cassette verwisselen,90,Opdr. Lijnen/Catheter/Drains,0.38,APPROVED,INEXACT,Patrick Thoral,1685922761107,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1685922757634,
9433,Give bladder training,82,,Blaastraining geven,85,Opdr. Urologisch,0.71,APPROVED,EQUAL,Patrick Thoral,1695852168776,4301678,Bladder training management,Procedure,MAPS_TO,,<auto>,1685919529095,
20196,Change mattress,10,,Matras wisselen,101,Opdr. Huid,0.48,APPROVED,EQUAL,Patrick Thoral,1695767555630,37116894,Provision of pressure relieving mattress,Procedure,MAPS_TO,,Patrick Thoral,1695767554805,
