sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:source_concept,ADD_INFO:itemid,ADD_INFO:item,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
12822-6,Category IV (with necrosis),489,,489,Categorie IV (met necrose),12822,Hiel Re,Hiel Re,Decubitus-Score,0,6,0.44,APPROVED,EQUAL,Patrick Thoral,1711313594750,37160750,Pressure injury stage IV,Condition,MAPS_TO,,Patrick Thoral,1711313574112,
12822-6,Category IV (with necrosis),489,,489,Categorie IV (met necrose),12822,Hiel Re,Hiel Re,Decubitus-Score,0,6,0.44,APPROVED,EQUAL,Patrick Thoral,1711313594750,37156242,Pressure injury stage IV,Observation,MAPS_TO,,Patrick Thoral,1711313585661,
17025-44,"Neurologic medical, other",48,,48,"Neurologic medical, other",17025,SEC_APACHEIV Non-operative neurologic,SEC_APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,44,0.63,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12823-1,No,1331,,1331,Geen,12823,Knie Li,Knie Li,Decubitus-Score,0,1,1.00,APPROVED,EQUAL,Patrick Thoral,1711313716861,608209,No pressure injury,Observation,MAPS_TO,,Patrick Thoral,1711313705502,
12823-2,Category I,113,,113,Categorie I,12823,Knie Li,Knie Li,Decubitus-Score,0,2,0.86,APPROVED,EQUAL,Patrick Thoral,1711313378959,37160747,Pressure injury stage I,Condition,MAPS_TO,,Patrick Thoral,1711313050921,
12823-2,Category I,113,,113,Categorie I,12823,Knie Li,Knie Li,Decubitus-Score,0,2,0.86,APPROVED,EQUAL,Patrick Thoral,1711313378959,37156238,Pressure injury stage I,Observation,MAPS_TO,,Patrick Thoral,1711313203440,
13128-9,Aneurysm chir. without SAB,4,,4,Aneurysma chir. zonder SAB,13128,D_Neurochirurgie _Vasculair chirurgisch,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,9,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
17036-36,Thoracotomy for pleural disease,1,,1,Thoracotomy for pleural disease,17036,SEC_APACHEIV Post-operative respiratory,SEC_APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,36,0.58,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12823-3,Category II,73,,73,Categorie II,12823,Knie Li,Knie Li,Decubitus-Score,0,3,0.81,APPROVED,EQUAL,Patrick Thoral,1711313456437,37160748,Pressure injury stage II,Condition,MAPS_TO,,Patrick Thoral,1711313425540,
12823-3,Category II,73,,73,Categorie II,12823,Knie Li,Knie Li,Decubitus-Score,0,3,0.81,APPROVED,EQUAL,Patrick Thoral,1711313456437,37156240,Pressure injury stage II,Observation,MAPS_TO,,Patrick Thoral,1711313438491,
17025-45,"Neuromuscular medical, other",5,,5,"Neuromuscular medical, other",17025,SEC_APACHEIV Non-operative neurologic,SEC_APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,45,0.69,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12823-4,Category III,30,,30,Categorie III,12823,Knie Li,Knie Li,Decubitus-Score,0,4,0.77,APPROVED,EQUAL,Patrick Thoral,1711313517185,37160749,Pressure injury stage III,Condition,MAPS_TO,,Patrick Thoral,1711313502084,
12823-4,Category III,30,,30,Categorie III,12823,Knie Li,Knie Li,Decubitus-Score,0,4,0.77,APPROVED,EQUAL,Patrick Thoral,1711313517185,37156241,Pressure injury stage III,Observation,MAPS_TO,,Patrick Thoral,1711313510610,
17003-4,Cellulitis and localized soft tissue infections,17,,17,Cellulitis and localized soft tissue infections,17003,APACHEIV Non-operative musculo-skeletal,APACHEIV Non-operative musculo-skeletal,APACHE IV Diagnosen,0,4,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
13128-10,Aneurysm Coiling at SAB,71,,71,Aneurysma Coiling bij SAB,13128,D_Neurochirurgie _Vasculair chirurgisch,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,10,0.65,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
19260-72,"5 - Movement possible against heavy resistance, normal muscle strength",118,,118,"5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",19260,MRC Sum Score Rechts Knie extensie,MRC Sum Score Rechts Knie extensie,Fysio-MRC Sum Score,0,72,0.43,APPROVED,EQUAL,Patrick Thoral,1711380700303,4093685,Movement against resistance,Condition,MAPS_TO,,Patrick Thoral,1711379724694,
19260-72,"5 - Movement possible against heavy resistance, normal muscle strength",118,,118,"5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",19260,MRC Sum Score Rechts Knie extensie,MRC Sum Score Rechts Knie extensie,Fysio-MRC Sum Score,0,72,0.43,APPROVED,EQUAL,Patrick Thoral,1711380700303,4285878,Structure of right knee region,Spec Anatomic Site,MAPS_TO_TYPE,,Patrick Thoral,1711380695830,
19288-1,+,1396,,1396,+,19288,Fysio Mobiliteit Hand openen links,Fysio Mobiliteit Hand openen links,Fysio-Mobiliteit en Spierkracht,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1711314719887,45884084,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1711314715993,
13128-12,A.V.M./A.V.A.,51,,51,A.V.M./A.V.A.,13128,D_Neurochirurgie _Vasculair chirurgisch,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,12,0.29,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
12823-5,Category IV (without necrosis),4,,4,Categorie IV (zonder necrose),12823,Knie Li,Knie Li,Decubitus-Score,0,5,0.49,APPROVED,EQUAL,Patrick Thoral,1711313594750,37160750,Pressure injury stage IV,Condition,MAPS_TO,,Patrick Thoral,1711313574112,
12823-5,Category IV (without necrosis),4,,4,Categorie IV (zonder necrose),12823,Knie Li,Knie Li,Decubitus-Score,0,5,0.49,APPROVED,EQUAL,Patrick Thoral,1711313594750,37156242,Pressure injury stage IV,Observation,MAPS_TO,,Patrick Thoral,1711313585661,
19288-3,+/-,6,,6,+/-,19288,Fysio Mobiliteit Hand openen links,Fysio Mobiliteit Hand openen links,Fysio-Mobiliteit en Spierkracht,0,3,0.40,APPROVED,EQUAL,Patrick Thoral,1711315008051,45884091,Indeterminate,Meas Value,MAPS_TO,,Patrick Thoral,1711315000456,
17036-37,Thoracotomy for thoracic/respiratory infection,2,,2,Thoracotomy for thoracic/respiratory infection,17036,SEC_APACHEIV Post-operative respiratory,SEC_APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,37,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
19289-4,+,736,,736,+,19289,Fysio Mobiliteit Hand openen rechts,Fysio Mobiliteit Hand openen rechts,Fysio-Mobiliteit en Spierkracht,0,4,0.78,APPROVED,EQUAL,Patrick Thoral,1711314719887,45884084,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1711314715993,
19289-5,-,4,,4,-,19289,Fysio Mobiliteit Hand openen rechts,Fysio Mobiliteit Hand openen rechts,Fysio-Mobiliteit en Spierkracht,0,5,0.78,APPROVED,EQUAL,Patrick Thoral,1711314663315,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1711314660115,
17025-46,Nontraumatic coma due to anoxia/ischemia,6,,6,Nontraumatic coma due to anoxia/ischemia,17025,SEC_APACHEIV Non-operative neurologic,SEC_APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,46,0.37,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17036-38,Tracheostomy,1,,1,Tracheostomy,17036,SEC_APACHEIV Post-operative respiratory,SEC_APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,38,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
13128-13,Subdural haematoma,514,,514,Subduraal haematoom,13128,D_Neurochirurgie _Vasculair chirurgisch,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,13,0.80,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
19289-6,+/-,4,,4,+/-,19289,Fysio Mobiliteit Hand openen rechts,Fysio Mobiliteit Hand openen rechts,Fysio-Mobiliteit en Spierkracht,0,6,0.40,APPROVED,EQUAL,Patrick Thoral,1711315008668,45884091,Indeterminate,Meas Value,MAPS_TO,,Patrick Thoral,1711315000456,
19290-7,+,784,,784,+,19290,Fysio Mobiliteit Hand sluiten links,Fysio Mobiliteit Hand sluiten links,Fysio-Mobiliteit en Spierkracht,0,7,0.78,APPROVED,EQUAL,Patrick Thoral,1711314719887,45884084,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1711314715993,
19290-8,-,1,,1,-,19290,Fysio Mobiliteit Hand sluiten links,Fysio Mobiliteit Hand sluiten links,Fysio-Mobiliteit en Spierkracht,0,8,0.78,APPROVED,EQUAL,Patrick Thoral,1711314663842,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1711314660115,
17003-7,"Musculoskeletal medical, other",12,,12,"Musculoskeletal medical, other",17003,APACHEIV Non-operative musculo-skeletal,APACHEIV Non-operative musculo-skeletal,APACHE IV Diagnosen,0,7,0.75,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12823-6,Category IV (with necrosis),81,,81,Categorie IV (met necrose),12823,Knie Li,Knie Li,Decubitus-Score,0,6,0.44,APPROVED,EQUAL,Patrick Thoral,1711313594750,37160750,Pressure injury stage IV,Condition,MAPS_TO,,Patrick Thoral,1711313574112,
12823-6,Category IV (with necrosis),81,,81,Categorie IV (met necrose),12823,Knie Li,Knie Li,Decubitus-Score,0,6,0.44,APPROVED,EQUAL,Patrick Thoral,1711313594750,37156242,Pressure injury stage IV,Observation,MAPS_TO,,Patrick Thoral,1711313585661,
19290-9,+/-,4,,4,+/-,19290,Fysio Mobiliteit Hand sluiten links,Fysio Mobiliteit Hand sluiten links,Fysio-Mobiliteit en Spierkracht,0,9,0.40,APPROVED,EQUAL,Patrick Thoral,1711315009191,45884091,Indeterminate,Meas Value,MAPS_TO,,Patrick Thoral,1711315000456,
12824-1,No,1534,,1534,Geen,12824,Knie Re,Knie Re,Decubitus-Score,0,1,1.00,APPROVED,EQUAL,Patrick Thoral,1711313716862,608209,No pressure injury,Observation,MAPS_TO,,Patrick Thoral,1711313705502,
19291-10,+,1007,,1007,+,19291,Fysio Mobiliteit Hand sluiten rechts,Fysio Mobiliteit Hand sluiten rechts,Fysio-Mobiliteit en Spierkracht,0,10,0.78,APPROVED,EQUAL,Patrick Thoral,1711314719887,45884084,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1711314715993,
17037-16,Kidney Transplant,10,,10,Kidney transplant,17037,SEC_APACHEIV Post-operative transplant,SEC_APACHEIV Post-operative transplant,APACHE IV Diagnosen,0,16,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
19291-11,-,3,,3,-,19291,Fysio Mobiliteit Hand sluiten rechts,Fysio Mobiliteit Hand sluiten rechts,Fysio-Mobiliteit en Spierkracht,0,11,0.78,APPROVED,EQUAL,Patrick Thoral,1711314664520,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1711314660115,
13128-14,Epidural haematoma,54,,54,Epiduraal haematoom,13128,D_Neurochirurgie _Vasculair chirurgisch,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,14,0.80,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
12824-2,Category I,282,,282,Categorie I,12824,Knie Re,Knie Re,Decubitus-Score,0,2,0.86,APPROVED,EQUAL,Patrick Thoral,1711313378959,37160747,Pressure injury stage I,Condition,MAPS_TO,,Patrick Thoral,1711313050921,
12824-2,Category I,282,,282,Categorie I,12824,Knie Re,Knie Re,Decubitus-Score,0,2,0.86,APPROVED,EQUAL,Patrick Thoral,1711313378959,37156238,Pressure injury stage I,Observation,MAPS_TO,,Patrick Thoral,1711313203440,
19291-12,+/-,6,,6,+/-,19291,Fysio Mobiliteit Hand sluiten rechts,Fysio Mobiliteit Hand sluiten rechts,Fysio-Mobiliteit en Spierkracht,0,12,0.40,APPROVED,EQUAL,Patrick Thoral,1711315009802,45884091,Indeterminate,Meas Value,MAPS_TO,,Patrick Thoral,1711315000456,
17004-1,"Abscess, neurological",4,,4,"Abscess, neurologic",17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,1,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
19376-1,No,6685,,6685,Nee,19376,ViaOK,ViaOK,NICE-Overig,0,1,1.00,APPROVED,EQUAL,Patrick Thoral,1711320514008,45878245,No,Meas Value,MAPS_TO,,<auto>,1687038341560,
12824-3,Category II,111,,111,Categorie II,12824,Knie Re,Knie Re,Decubitus-Score,0,3,0.81,APPROVED,EQUAL,Patrick Thoral,1711313456437,37160748,Pressure injury stage II,Condition,MAPS_TO,,Patrick Thoral,1711313425540,
12824-3,Category II,111,,111,Categorie II,12824,Knie Re,Knie Re,Decubitus-Score,0,3,0.81,APPROVED,EQUAL,Patrick Thoral,1711313456437,37156240,Pressure injury stage II,Observation,MAPS_TO,,Patrick Thoral,1711313438491,
17025-47,"Overdose, alcohols (bethanol, methanol, ethylene glycol)",7,,7,"Overdose, alcohols (bethanol, methanol, ethylene glycol)",17025,SEC_APACHEIV Non-operative neurologic,SEC_APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,47,0.45,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12824-4,Category III,56,,56,Categorie III,12824,Knie Re,Knie Re,Decubitus-Score,0,4,0.77,APPROVED,EQUAL,Patrick Thoral,1711313517185,37160749,Pressure injury stage III,Condition,MAPS_TO,,Patrick Thoral,1711313502084,
12824-4,Category III,56,,56,Categorie III,12824,Knie Re,Knie Re,Decubitus-Score,0,4,0.77,APPROVED,EQUAL,Patrick Thoral,1711313517185,37156241,Pressure injury stage III,Observation,MAPS_TO,,Patrick Thoral,1711313510610,
13128-15,Intracerebral haematoma,531,,531,Intracerebraal haematoom,13128,D_Neurochirurgie _Vasculair chirurgisch,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,15,0.78,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
19376-2,"Yes, not cardio surgical",5216,,5216,"Ja, niet cardio chirurgisch",19376,ViaOK,ViaOK,NICE-Overig,0,2,0.60,APPROVED,EQUAL,Patrick Thoral,1711320587276,38004447,General Surgery,Provider,MAPS_TO,,Patrick Thoral,1711320585613,
17038-37,"Abdomen only trauma, surgery for",1,,1,"Abdomen only trauma, surgery for",17038,SEC_APACHEIV Post-operative trauma,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,37,0.47,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
13128-16,Diagnosis different,69,,69,Diagnose anders,13128,D_Neurochirurgie _Vasculair chirurgisch,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,16,0.90,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
19376-3,"Yes, cardio surgical",4388,,4388,"Ja, cardio chirurgisch",19376,ViaOK,ViaOK,NICE-Overig,0,3,0.60,APPROVED,EQUAL,Patrick Thoral,1711320612583,38004497,Cardiac Surgery,Provider,MAPS_TO,,Patrick Thoral,1711320610910,
12824-6,Category IV (with necrosis),42,,42,Categorie IV (met necrose),12824,Knie Re,Knie Re,Decubitus-Score,0,6,0.44,APPROVED,EQUAL,Patrick Thoral,1711313594750,37160750,Pressure injury stage IV,Condition,MAPS_TO,,Patrick Thoral,1711313574112,
12824-6,Category IV (with necrosis),42,,42,Categorie IV (met necrose),12824,Knie Re,Knie Re,Decubitus-Score,0,6,0.44,APPROVED,EQUAL,Patrick Thoral,1711313594750,37156242,Pressure injury stage IV,Observation,MAPS_TO,,Patrick Thoral,1711313585661,
19596-1,not,1012,,1012,niet,19596,Mobiliseren bed/stoel,Mobiliseren bed/stoel,Medisch dashboard en statusvoering,0,1,1.00,APPROVED,EQUIVALENT,Patrick Thoral,1711384435551,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1711384433950,
12825-1,No,2741,,2741,Geen,12825,Neus,Neus,Decubitus-Score,0,1,1.00,APPROVED,EQUAL,Patrick Thoral,1711313716862,608209,No pressure injury,Observation,MAPS_TO,,Patrick Thoral,1711313705502,
17025-49,"Overdose, antidepressants (cyclic, lithium)",4,,4,"Overdose, antidepressants (cyclic, lithium)",17025,SEC_APACHEIV Non-operative neurologic,SEC_APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,49,0.46,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
19596-2,in bed,3303,,3303,in bed,19596,Mobiliseren bed/stoel,Mobiliseren bed/stoel,Medisch dashboard en statusvoering,0,2,0.83,APPROVED,EQUIVALENT,Patrick Thoral,1711384380318,40493288,Moving subject from chair to bed,Procedure,MAPS_TO,,Patrick Thoral,1711384377528,
13129-1,TC supra tentorial,532,,532,TC supra tentorieel,13129,D_Neurochirurgie _Tumor chirurgie,D_Neurochirurgie _Tumor chirurgie,Diagnose,0,1,0.66,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
12825-2,Category I,1078,,1078,Categorie I,12825,Neus,Neus,Decubitus-Score,0,2,0.86,APPROVED,EQUAL,Patrick Thoral,1711313378959,37160747,Pressure injury stage I,Condition,MAPS_TO,,Patrick Thoral,1711313050921,
12825-2,Category I,1078,,1078,Categorie I,12825,Neus,Neus,Decubitus-Score,0,2,0.86,APPROVED,EQUAL,Patrick Thoral,1711313378959,37156238,Pressure injury stage I,Observation,MAPS_TO,,Patrick Thoral,1711313203440,
19596-3,in chair,4958,,4958,in stoel,19596,Mobiliseren bed/stoel,Mobiliseren bed/stoel,Medisch dashboard en statusvoering,0,3,0.87,APPROVED,EQUIVALENT,Patrick Thoral,1711384365223,40493289,Moving patient from bed to chair,Procedure,MAPS_TO,,Patrick Thoral,1711384362302,
17038-40,"Abdomen/multiple trauma, surgery for",4,,4,"Abdomen/multiple trauma, surgery for",17038,SEC_APACHEIV Post-operative trauma,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,40,0.40,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12825-3,Category II,934,,934,Categorie II,12825,Neus,Neus,Decubitus-Score,0,3,0.81,APPROVED,EQUAL,Patrick Thoral,1711313456437,37160748,Pressure injury stage II,Condition,MAPS_TO,,Patrick Thoral,1711313425540,
12825-3,Category II,934,,934,Categorie II,12825,Neus,Neus,Decubitus-Score,0,3,0.81,APPROVED,EQUAL,Patrick Thoral,1711313456437,37156240,Pressure injury stage II,Observation,MAPS_TO,,Patrick Thoral,1711313438491,
17004-3,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see",133,,133,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see",17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,3,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
19606-1,Allow movements,63845,,63845,Toestaan van bewegingen,19606,BPS - Acceptatie beademing,BPS - Acceptatie beademing,SCORE,0,1,0.68,APPROVED,UNMATCHED,Patrick Thoral,1710326970729,0,Unmapped,,MAPS_TO,,,0,
12825-4,Category III,445,,445,Categorie III,12825,Neus,Neus,Decubitus-Score,0,4,0.77,APPROVED,EQUAL,Patrick Thoral,1711313517185,37160749,Pressure injury stage III,Condition,MAPS_TO,,Patrick Thoral,1711313502084,
12825-4,Category III,445,,445,Categorie III,12825,Neus,Neus,Decubitus-Score,0,4,0.77,APPROVED,EQUAL,Patrick Thoral,1711313517185,37156241,Pressure injury stage III,Observation,MAPS_TO,,Patrick Thoral,1711313510610,
13129-2,Meningioma supra tentorial,117,,117,Meningioom supra tentorieel,13129,D_Neurochirurgie _Tumor chirurgie,D_Neurochirurgie _Tumor chirurgie,Diagnose,0,2,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
17025-50,"Overdose, other toxin, poison or drug",13,,13,"Overdose, other toxin, poison or drug",17025,SEC_APACHEIV Non-operative neurologic,SEC_APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,50,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17038-43,"Chest/abdomen trauma, surgery for",5,,5,"Chest/abdomen trauma, surgery for",17038,SEC_APACHEIV Post-operative trauma,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,43,0.43,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17004-4,"CVA, cerebrovascular accident/stroke",117,,117,"CVA, cerebrovascular accident/stroke",17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,4,0.64,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
13129-3,TC infra tentorial,207,,207,TC infra tentorieel,13129,D_Neurochirurgie _Tumor chirurgie,D_Neurochirurgie _Tumor chirurgie,Diagnose,0,3,0.70,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
12825-5,Category IV (without necrosis),57,,57,Categorie IV (zonder necrose),12825,Neus,Neus,Decubitus-Score,0,5,0.49,APPROVED,EQUAL,Patrick Thoral,1711313594750,37160750,Pressure injury stage IV,Condition,MAPS_TO,,Patrick Thoral,1711313574112,
12825-5,Category IV (without necrosis),57,,57,Categorie IV (zonder necrose),12825,Neus,Neus,Decubitus-Score,0,5,0.49,APPROVED,EQUAL,Patrick Thoral,1711313594750,37156242,Pressure injury stage IV,Observation,MAPS_TO,,Patrick Thoral,1711313585661,
17004-5,drug withdrawal,13,,13,Drug withdrawal,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,5,0.89,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
8832-7,7mm,1281,,1281,7 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,7,0.34,APPROVED,EQUAL,Patrick Thoral,1709158286821,45877461,7 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158286176,
8832-8,8mm,437,,437,8 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,8,0.34,APPROVED,EQUAL,Patrick Thoral,1709158313713,45884806,8 mm or >,Meas Value,MAPS_TO,,Patrick Thoral,1709158313051,
17004-6,Encephalitis,23,,23,Encephalitis,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,6,0.70,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
13129-4,Meningioma infra tentorial,40,,40,Meningioom infra tentorieel,13129,D_Neurochirurgie _Tumor chirurgie,D_Neurochirurgie _Tumor chirurgie,Diagnose,0,4,0.64,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
19606-2,Occasional cough but no response to ventilation,10024,,10024,Af en toe hoesten maar geen reactie tegen beademing in,19606,BPS - Acceptatie beademing,BPS - Acceptatie beademing,SCORE,0,2,0.52,APPROVED,UNMATCHED,Patrick Thoral,1710326970729,0,Unmapped,,MAPS_TO,,,0,
17038-44,"Chest/extremity trauma, surgery for",8,,8,"Chest/extremity trauma, surgery for",17038,SEC_APACHEIV Post-operative trauma,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,44,0.42,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
8832-9,Pin point,3874,,3874,Pinpoint,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,9,1.00,APPROVED,EQUAL,Patrick Thoral,1709158278145,1989702,Pin Point,Meas Value,MAPS_TO,,Patrick Thoral,1709158277112,
17025-51,"Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines",9,,9,"Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines",17025,SEC_APACHEIV Non-operative neurologic,SEC_APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,51,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
8832-10,Not tested,724,,724,Niet getest,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,10,1.00,APPROVED,EQUAL,Patrick Thoral,1709158411944,45882933,Missing,Meas Value,MAPS_TO,,Patrick Thoral,1709158410873,
13129-5,Bridge angle tumor,5,,5,Brughoektumor,13129,D_Neurochirurgie _Tumor chirurgie,D_Neurochirurgie _Tumor chirurgie,Diagnose,0,5,0.67,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
8833-1,1mm,21408,,21408,1 mm,8833,Pupil Rechts Grootte,Grootte Re,NEURO-Functies,0,1,0.43,APPROVED,EQUAL,Patrick Thoral,1709158435132,45881054,1 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158434262,
8833-2,2mm,109606,,109606,2 mm,8833,Pupil Rechts Grootte,Grootte Re,NEURO-Functies,0,2,0.44,APPROVED,EQUAL,Patrick Thoral,1709155494275,45884805,2 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709155491276,
8833-3,3mm,73781,,73781,3 mm,8833,Pupil Rechts Grootte,Grootte Re,NEURO-Functies,0,3,0.34,APPROVED,EQUAL,Patrick Thoral,1709158189922,45880155,3 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158189148,
17004-7,Encephalopathies (excluding hepatic),15,,15,Encephalopathies (excluding hepatic),17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,7,0.62,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17038-46,"Chest/multiple trauma, surgery for",4,,4,"Chest/multiple trauma, surgery for",17038,SEC_APACHEIV Post-operative trauma,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,46,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
13129-6,Diagnosis different,426,,426,Diagnose anders,13129,D_Neurochirurgie _Tumor chirurgie,D_Neurochirurgie _Tumor chirurgie,Diagnose,0,6,0.90,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
8833-4,4mm,26203,,26203,4 mm,8833,Pupil Rechts Grootte,Grootte Re,NEURO-Functies,0,4,0.36,APPROVED,EQUAL,Patrick Thoral,1709158424114,45877193,4 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158423402,
