sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:item,ADD_INFO:itemid,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
17015-8,"Infection/abscess, other surgery for",40,,"Infection/abscess, other surgery for",APACHEIV Post-operative respiratory,17015,8,0.43,APPROVED,EQUAL,Patrick Thoral,1711232972494,4073393,Opening of chest,Procedure,MAPS_TO,,Patrick Thoral,1711232971080,
18670-70,Operative Hematological - Hematological,5,,Operatief Hematologisch - Hematologisch,NICE SEC APACHEII diagnosen,18670,70,0.56,APPROVED,EQUAL,Patrick Thoral,1711240000462,4044013,Hematologic neoplasm,Condition,MAPS_TO,,Patrick Thoral,1710029861082,
18670-70,Operative Hematological - Hematological,5,,Operatief Hematologisch - Hematologisch,NICE SEC APACHEII diagnosen,18670,70,0.56,APPROVED,EQUAL,Patrick Thoral,1711240000462,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711239990988,
18673-698,"Postoperative cardiovascular - Complications of prev. peripheral vasec. surgery, (i.e. ligation of bleeder, exploration",4,,"Post-operative cardiovascular - Complications of prev. peripheral vasc. surgery, (i.e.ligation of bleeder, exploration",NICE SEC APACHEIV diagnosen,18673,698,0.40,APPROVED,EQUAL,Patrick Thoral,1711244570390,4300243,Postoperative complication,Condition,MAPS_TO,,Patrick Thoral,1710032210117,
18673-698,"Postoperative cardiovascular - Complications of prev. peripheral vasec. surgery, (i.e. ligation of bleeder, exploration",4,,"Post-operative cardiovascular - Complications of prev. peripheral vasc. surgery, (i.e.ligation of bleeder, exploration",NICE SEC APACHEIV diagnosen,18673,698,0.40,APPROVED,EQUAL,Patrick Thoral,1711244570390,443784,Vascular disorder,Condition,MAPS_TO,,Patrick Thoral,1710032226412,
18673-698,"Postoperative cardiovascular - Complications of prev. peripheral vasec. surgery, (i.e. ligation of bleeder, exploration",4,,"Post-operative cardiovascular - Complications of prev. peripheral vasc. surgery, (i.e.ligation of bleeder, exploration",NICE SEC APACHEIV diagnosen,18673,698,0.40,APPROVED,EQUAL,Patrick Thoral,1711244570390,4148948,Vascular surgery procedure,Procedure,MAPS_TO,,Patrick Thoral,1711244569734,
17038-59,"Head/face trauma, surgery for",2,,"Head/face trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,59,0.35,APPROVED,EQUAL,Patrick Thoral,1711231499719,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019657254,
17038-59,"Head/face trauma, surgery for",2,,"Head/face trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,59,0.35,APPROVED,EQUAL,Patrick Thoral,1711231499719,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710021249665,
17038-59,"Head/face trauma, surgery for",2,,"Head/face trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,59,0.35,APPROVED,EQUAL,Patrick Thoral,1711231499719,444191,Injury of face,Condition,MAPS_TO,,Patrick Thoral,1710021347442,
17038-59,"Head/face trauma, surgery for",2,,"Head/face trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,59,0.35,APPROVED,EQUAL,Patrick Thoral,1711231499719,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711231480050,
18671-186,Non-operative trauma - Abdomen/extremity trauma,1,,Non-operative trauma - Abdomen/extremity trauma,NICE APACHEIV diagnosen,18671,186,0.39,APPROVED,EQUAL,Patrick Thoral,1711230579588,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019706963,
18671-186,Non-operative trauma - Abdomen/extremity trauma,1,,Non-operative trauma - Abdomen/extremity trauma,NICE APACHEIV diagnosen,18671,186,0.39,APPROVED,EQUAL,Patrick Thoral,1711230579588,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019842839,
18671-186,Non-operative trauma - Abdomen/extremity trauma,1,,Non-operative trauma - Abdomen/extremity trauma,NICE APACHEIV diagnosen,18671,186,0.39,APPROVED,EQUAL,Patrick Thoral,1711230579588,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710028564216,
17035-46,Shunts and revisions,2,,Shunts and revisions,SEC_APACHEIV Post-operative neurologic,17035,46,0.42,APPROVED,EQUAL,Patrick Thoral,1711243067710,440385,Obstructive hydrocephalus,Condition,MAPS_TO,,Patrick Thoral,1710015185159,
17035-46,Shunts and revisions,2,,Shunts and revisions,SEC_APACHEIV Post-operative neurologic,17035,46,0.42,APPROVED,EQUAL,Patrick Thoral,1711243067710,4003037,Creation of cerebrospinal fluid shunt,Procedure,MAPS_TO,,Patrick Thoral,1711243061790,
13119-4,Pleurectomy,48,,Pleurectomie,D_Thoraxchirurgie_Pulmonale chirurgie,13119,4,0.52,APPROVED,EQUAL,Patrick Thoral,1711238975521,4238808,Empyema of pleura,Condition,MAPS_TO,,Patrick Thoral,1710031317369,
13119-4,Pleurectomy,48,,Pleurectomie,D_Thoraxchirurgie_Pulmonale chirurgie,13119,4,0.52,APPROVED,EQUAL,Patrick Thoral,1711238975521,4079730,Pleurectomy,Procedure,MAPS_TO,,Patrick Thoral,1711238971269,
17001-8,"Leukemia, chronic myelocytic",3,,"Leukemia, chronic myelocytic",APACHEIV  Non-operative haematological,17001,8,0.90,APPROVED,EQUAL,Patrick Thoral,1711230694213,134603,Chronic myeloid leukemia,Condition,MAPS_TO,,<auto>,1685372591428,
18673-590,"Non-operative neurologic - Overdose, antidepressants (cyclic, lithium)",4,,"Non-operative neurologic - Overdose, antidepressants (cyclic, lithium)",NICE SEC APACHEIV diagnosen,18673,590,0.46,APPROVED,EQUAL,Patrick Thoral,1711230545286,4176983,Overdose of antidepressant drug,Condition,MAPS_TO,,Patrick Thoral,1710027069892,
17029-81,CABG with double valve repair/replacement,2,,CABG with double valve repair/replacement,SEC_APACHEIV Post-operative cardiovascular,17029,81,0.39,APPROVED,EQUAL,Patrick Thoral,1711236523065,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1696502255601,
17029-81,CABG with double valve repair/replacement,2,,CABG with double valve repair/replacement,SEC_APACHEIV Post-operative cardiovascular,17029,81,0.39,APPROVED,EQUAL,Patrick Thoral,1711236523065,4281749,Heart valve disorder,Condition,MAPS_TO,,Patrick Thoral,1696502420384,
17029-81,CABG with double valve repair/replacement,2,,CABG with double valve repair/replacement,SEC_APACHEIV Post-operative cardiovascular,17029,81,0.39,APPROVED,EQUAL,Patrick Thoral,1711236523065,4336464,Coronary artery bypass graft,Procedure,MAPS_TO,,Patrick Thoral,1711235815830,
17029-81,CABG with double valve repair/replacement,2,,CABG with double valve repair/replacement,SEC_APACHEIV Post-operative cardiovascular,17029,81,0.39,APPROVED,EQUAL,Patrick Thoral,1711236523065,4304688,Double valve replacement,Procedure,MAPS_TO,,Patrick Thoral,1711236518574,
18673-481,Non-operative cardiovascular - Papillary muscle rupture,2,,Non-operative cardiovascular - Papillary muscle rupture,NICE SEC APACHEIV diagnosen,18673,481,0.65,APPROVED,EQUAL,Patrick Thoral,1711230545286,4141491,Mitral papillary muscle rupture,Condition,MAPS_TO,,<auto>,1685372591574,
13119-2,(bi)Lobectomy,371,,(bi)Lobectomie,D_Thoraxchirurgie_Pulmonale chirurgie,13119,2,0.17,APPROVED,EQUAL,Patrick Thoral,1711230198065,35610239,Malignant neoplasm of bronchus or lung,Condition,MAPS_TO,,Patrick Thoral,1685394712515,
13119-2,(bi)Lobectomy,371,,(bi)Lobectomie,D_Thoraxchirurgie_Pulmonale chirurgie,13119,2,0.17,APPROVED,EQUAL,Patrick Thoral,1711230198065,4067713,Bilobectomy of lung,Procedure,MAPS_TO,,Patrick Thoral,1711230189497,
16643-17,Gastrointestinal for bleeding,7,,Gastro-intestinaal voor bloeding,DMC_Algemene chirurgie_Buikchirurgie,16643,17,0.86,APPROVED,EQUAL,Patrick Thoral,1711239512424,192671,Gastrointestinal hemorrhage,Condition,MAPS_TO,,<auto>,1685372591626,
16643-17,Gastrointestinal for bleeding,7,,Gastro-intestinaal voor bloeding,DMC_Algemene chirurgie_Buikchirurgie,16643,17,0.86,APPROVED,EQUAL,Patrick Thoral,1711239512424,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711239508317,
17009-17,Gastrostomy,4,,Gastrostomy,APACHEIV Post-operative gastro-intestinal,17009,17,0.75,APPROVED,EQUAL,Patrick Thoral,1711249048560,4090739,Nutritional disorder,Condition,MAPS_TO,,Patrick Thoral,1711239632342,
17009-17,Gastrostomy,4,,Gastrostomy,APACHEIV Post-operative gastro-intestinal,17009,17,0.75,APPROVED,EQUAL,Patrick Thoral,1711249048560,4204677,Gastrostomy,Procedure,MAPS_TO,,Patrick Thoral,1711249046909,
17029-71,"Aneurysm, thoracic aortic; with rupture",1,,"Aneurysm, thoracic aortic; with rupture",SEC_APACHEIV Post-operative cardiovascular,17029,71,0.76,APPROVED,EQUAL,Patrick Thoral,1711246421821,441875,Thoracic aortic aneurysm which has ruptured,Condition,MAPS_TO,,<auto>,1685372592082,
17029-71,"Aneurysm, thoracic aortic; with rupture",1,,"Aneurysm, thoracic aortic; with rupture",SEC_APACHEIV Post-operative cardiovascular,17029,71,0.76,APPROVED,EQUAL,Patrick Thoral,1711246421821,4000088,Repair of thoracic aortic aneurysm,Procedure,MAPS_TO,,Patrick Thoral,1711246417972,
16660-8,Meningioma supra tentorial,30,,Meningioom supra tentorieel,DMC_Neurochirurgie _Tumor chirurgie,16660,8,0.55,APPROVED,EQUAL,Patrick Thoral,1711240536202,4118992,Intracranial meningioma,Condition,MAPS_TO,,Patrick Thoral,1710023487222,
16660-8,Meningioma supra tentorial,30,,Meningioom supra tentorieel,DMC_Neurochirurgie _Tumor chirurgie,16660,8,0.55,APPROVED,EQUAL,Patrick Thoral,1711240536202,40489862,Excision of meningioma by supratentorial approach,Procedure,MAPS_TO,,Patrick Thoral,1711240534256,
16998-46,"Vascular medical, other",47,,"Vascular medical, other",APACHE IV Non-operative cardiovascular,16998,46,0.48,APPROVED,EQUAL,Patrick Thoral,1711230694213,443784,Vascular disorder,Condition,MAPS_TO,,Patrick Thoral,1685390244603,
17007-2,Abdomen/extremity trauma,1,,Abdomen/extremity trauma,APACHEIV Non-operative trauma,17007,2,0.44,APPROVED,EQUAL,Patrick Thoral,1711230694213,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019623061,
17007-2,Abdomen/extremity trauma,1,,Abdomen/extremity trauma,APACHEIV Non-operative trauma,17007,2,0.44,APPROVED,EQUAL,Patrick Thoral,1711230694213,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019786088,
17007-2,Abdomen/extremity trauma,1,,Abdomen/extremity trauma,APACHEIV Non-operative trauma,17007,2,0.44,APPROVED,EQUAL,Patrick Thoral,1711230694213,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710019903593,
16999-17,GI Perforation/rupture,50,,GI Perforation/rupture,APACHE IV Non-operative Gastro-intestinal,16999,17,0.37,APPROVED,EQUAL,Patrick Thoral,1711230694213,4202064,Gastrointestinal perforation,Condition,MAPS_TO,,Patrick Thoral,1685393849709,
18671-187,Non-operative trauma - Abdomen/face trauma,2,,Non-operative trauma - Abdomen/face trauma,NICE APACHEIV diagnosen,18671,187,0.40,APPROVED,EQUAL,Patrick Thoral,1711230579588,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019706963,
18671-187,Non-operative trauma - Abdomen/face trauma,2,,Non-operative trauma - Abdomen/face trauma,NICE APACHEIV diagnosen,18671,187,0.40,APPROVED,EQUAL,Patrick Thoral,1711230579588,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019842839,
18671-187,Non-operative trauma - Abdomen/face trauma,2,,Non-operative trauma - Abdomen/face trauma,NICE APACHEIV diagnosen,18671,187,0.40,APPROVED,EQUAL,Patrick Thoral,1711230579588,444191,Injury of face,Condition,MAPS_TO,,Patrick Thoral,1710028788985,
17019-47,Anaphylaxis,2,,Anaphylaxis,SEC_APACHE IV Non-operative cardiovascular,17019,47,1.00,APPROVED,EQUAL,Patrick Thoral,1711248331630,441202,Anaphylaxis,Observation,MAPS_TO,,Patrick Thoral,1711248325819,
18671-26,"Non-operative cardiovascular - Infarction, acute myocardial (MI), none of the above",41,,"Non-operative cardiovascular - Infarction, acute myocardial (MI), none of the above",NICE APACHEIV diagnosen,18671,26,0.53,APPROVED,EQUAL,Patrick Thoral,1711230579588,312327,Acute myocardial infarction,Condition,MAPS_TO,,<auto>,1685372592997,
18671-59,"Non-operative Gastrointestinal - Encephalopathy, hepatic",10,,"Non-operative Gastro-intestinal - Encephalopathy, hepatic",NICE APACHEIV diagnosen,18671,59,0.49,APPROVED,EQUAL,Patrick Thoral,1711230579588,4029488,Hepatic encephalopathy,Condition,MAPS_TO,,<auto>,1685372593009,
16658-22,Diagnosis different,16,,Diagnose anders,DMC_Interne Geneeskunde_Pulmonaal,16658,22,0.64,APPROVED,EQUAL,Patrick Thoral,1711230623660,320136,Disorder of respiratory system,Condition,MAPS_TO,,Patrick Thoral,1696504950893,
18670-81,Operative Respiratory - Thoracic Surgery for Respiratory Neoplasm,28,,Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm,NICE SEC APACHEII diagnosen,18670,81,0.52,APPROVED,EQUAL,Patrick Thoral,1711242496508,252280,Neoplasm of respiratory tract,Condition,MAPS_TO,,<auto>,1685372593425,
18670-81,Operative Respiratory - Thoracic Surgery for Respiratory Neoplasm,28,,Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm,NICE SEC APACHEII diagnosen,18670,81,0.52,APPROVED,EQUAL,Patrick Thoral,1711242496508,4073393,Opening of chest,Procedure,MAPS_TO,,Patrick Thoral,1711242491742,
17019-71,"Infarction, acute myocardial (MI), NON Q Wave",4,,"Infarction, acute myocardial (MI), NON Q Wave",SEC_APACHE IV Non-operative cardiovascular,17019,71,0.72,APPROVED,EQUAL,Patrick Thoral,1711230500290,4145721,Acute non-Q wave infarction,Condition,MAPS_TO,,Patrick Thoral,1710022328153,
16648-17,Head trauma (non-surgical),2,,Hoofdtrauma (niet operatief),DMC_Algemene chirurgie_Trauma,16648,17,0.45,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710021593002,
16648-17,Head trauma (non-surgical),2,,Hoofdtrauma (niet operatief),DMC_Algemene chirurgie_Trauma,16648,17,0.45,APPROVED,EQUAL,Patrick Thoral,1711248222024,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710021606716,
16648-17,Head trauma (non-surgical),2,,Hoofdtrauma (niet operatief),DMC_Algemene chirurgie_Trauma,16648,17,0.45,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18673-483,"Non-operative cardiovascular - Rhythm disturbance (atrial, supraventricular)",26,,"Non-operative cardiovascular - Rhythm disturbance (atrial, supraventricular)",NICE SEC APACHEIV diagnosen,18673,483,0.49,APPROVED,EQUAL,Patrick Thoral,1711230545286,4248028,Supraventricular arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1710025147144,
17017-2,"Abdomen/extremity trauma, surgery for",14,,"Abdomen/extremity trauma, surgery for",APACHEIV Post-operative trauma,17017,2,0.37,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019623061,
17017-2,"Abdomen/extremity trauma, surgery for",14,,"Abdomen/extremity trauma, surgery for",APACHEIV Post-operative trauma,17017,2,0.37,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019786088,
17017-2,"Abdomen/extremity trauma, surgery for",14,,"Abdomen/extremity trauma, surgery for",APACHEIV Post-operative trauma,17017,2,0.37,APPROVED,EQUAL,Patrick Thoral,1711248222024,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710019903593,
17017-2,"Abdomen/extremity trauma, surgery for",14,,"Abdomen/extremity trauma, surgery for",APACHEIV Post-operative trauma,17017,2,0.37,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
17019-81,"Sepsis, GI",61,,"Sepsis, GI",SEC_APACHE IV Non-operative cardiovascular,17019,81,0.69,APPROVED,EQUAL,Patrick Thoral,1711230500290,132797,Sepsis,Condition,MAPS_TO,,Patrick Thoral,1696503843838,
17019-81,"Sepsis, GI",61,,"Sepsis, GI",SEC_APACHE IV Non-operative cardiovascular,17019,81,0.69,APPROVED,EQUAL,Patrick Thoral,1711230500290,37396146,Gastrointestinal infection,Condition,MAPS_TO,,Patrick Thoral,1696503966258,
18671-188,Non-operative trauma - Abdomen/multiple trauma,8,,Non-operative trauma - Abdomen/multiple trauma,NICE APACHEIV diagnosen,18671,188,0.51,APPROVED,EQUAL,Patrick Thoral,1711230579588,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019706963,
18671-188,Non-operative trauma - Abdomen/multiple trauma,8,,Non-operative trauma - Abdomen/multiple trauma,NICE APACHEIV diagnosen,18671,188,0.51,APPROVED,EQUAL,Patrick Thoral,1711230579588,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019842839,
18671-188,Non-operative trauma - Abdomen/multiple trauma,8,,Non-operative trauma - Abdomen/multiple trauma,NICE APACHEIV diagnosen,18671,188,0.51,APPROVED,EQUAL,Patrick Thoral,1711230579588,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710028859450,
18669-26,Operative Respiratory - After respiratory arrest,8,,Operatief Respiratoir - Na respiratoir arrest,NICE APACHEII diagnosen,18669,26,0.66,APPROVED,EQUAL,Patrick Thoral,1711245140514,317109,Respiratory arrest,Condition,MAPS_TO,,<auto>,1685372593921,
18669-26,Operative Respiratory - After respiratory arrest,8,,Operatief Respiratoir - Na respiratoir arrest,NICE APACHEII diagnosen,18669,26,0.66,APPROVED,EQUAL,Patrick Thoral,1711245140514,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711245136326,
18604-17,Hypertension,20,,Hypertensie,SEC_Apache II Non-Operatief Cardiovasculair,18604,17,1.00,APPROVED,EQUAL,Patrick Thoral,1711230511358,316866,Hypertensive disorder,Condition,MAPS_TO,,<auto>,1685372593979,
13134-2,ALI/ARDS,9,,ALI/ARDS,D_Interne Geneeskunde_Pulmonaal,13134,2,0.20,APPROVED,EQUAL,Patrick Thoral,1711230662385,4195694,Acute respiratory distress syndrome,Condition,MAPS_TO,,Patrick Thoral,1685397793383,
18670-59,Operative Cardiovascular - Cardiovascular multiple trauma,14,,Operatief Cardiovasculair - Cardiovasculair multiple trauma,NICE SEC APACHEII diagnosen,18670,59,0.62,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710029638926,
18670-59,Operative Cardiovascular - Cardiovascular multiple trauma,14,,Operatief Cardiovasculair - Cardiovasculair multiple trauma,NICE SEC APACHEII diagnosen,18670,59,0.62,APPROVED,EQUAL,Patrick Thoral,1711248222024,4152156,Cardiovascular injury,Condition,MAPS_TO,,Patrick Thoral,1710029655640,
18670-59,Operative Cardiovascular - Cardiovascular multiple trauma,14,,Operatief Cardiovasculair - Cardiovasculair multiple trauma,NICE SEC APACHEII diagnosen,18670,59,0.62,APPROVED,EQUAL,Patrick Thoral,1711248222024,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710029672308,
18670-59,Operative Cardiovascular - Cardiovascular multiple trauma,14,,Operatief Cardiovasculair - Cardiovasculair multiple trauma,NICE SEC APACHEII diagnosen,18670,59,0.62,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18673-591,"Non-operative neurologic - Overdose, other toxin, poison or drug",12,,"Non-operative neurologic - Overdose, other toxin, poison or drug",NICE SEC APACHEIV diagnosen,18673,591,0.41,APPROVED,EQUAL,Patrick Thoral,1711230545286,602985,Intoxication,Condition,MAPS_TO,,Patrick Thoral,1710027105607,
17029-82,CABG with mitral valve repair,12,,CABG with mitral valve repair,SEC_APACHEIV Post-operative cardiovascular,17029,82,0.44,APPROVED,EQUAL,Patrick Thoral,1711236540601,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1696502261783,
17029-82,CABG with mitral valve repair,12,,CABG with mitral valve repair,SEC_APACHEIV Post-operative cardiovascular,17029,82,0.44,APPROVED,EQUAL,Patrick Thoral,1711236540601,319843,Mitral valve disorder,Condition,MAPS_TO,,Patrick Thoral,1696502427818,
17029-82,CABG with mitral valve repair,12,,CABG with mitral valve repair,SEC_APACHEIV Post-operative cardiovascular,17029,82,0.44,APPROVED,EQUAL,Patrick Thoral,1711236540601,4336464,Coronary artery bypass graft,Procedure,MAPS_TO,,Patrick Thoral,1711235815830,
17029-82,CABG with mitral valve repair,12,,CABG with mitral valve repair,SEC_APACHEIV Post-operative cardiovascular,17029,82,0.44,APPROVED,EQUAL,Patrick Thoral,1711236540601,4297235,Repair of mitral valve,Procedure,MAPS_TO,,Patrick Thoral,1711236535805,
17009-22,"GI Vascular ischemia, surgery for (resection)",44,,"GI Vascular ischemia, surgery for (resection)",APACHEIV Post-operative gastro-intestinal,17009,22,0.45,APPROVED,EQUAL,Patrick Thoral,1711231947646,201894,Acute vascular insufficiency of intestine,Condition,MAPS_TO,,Patrick Thoral,1710020864704,
17009-22,"GI Vascular ischemia, surgery for (resection)",44,,"GI Vascular ischemia, surgery for (resection)",APACHEIV Post-operative gastro-intestinal,17009,22,0.45,APPROVED,EQUAL,Patrick Thoral,1711231947646,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711231946926,
18669-47,"Nonoperative Neurologic - Intracerebral, subdural, subarachnoid hematoma",350,,"Non-operatief Neurologisch - Intracerebr, subduraal, subarachnoidaal haematoom",NICE APACHEII diagnosen,18669,47,0.42,APPROVED,EQUAL,Patrick Thoral,1711230600603,439847,Intracranial hemorrhage,Condition,MAPS_TO,,Patrick Thoral,1685394781976,
17008-2,"Aneurysm repair, ventricular",5,,"Aneurysm repair, ventricular",APACHEIV Post-operative cardiovascular,17008,2,0.66,APPROVED,EQUAL,Patrick Thoral,1711248139079,4236169,Ventricular aneurysm,Condition,MAPS_TO,,<auto>,1685372594939,
17008-2,"Aneurysm repair, ventricular",5,,"Aneurysm repair, ventricular",APACHEIV Post-operative cardiovascular,17008,2,0.66,APPROVED,EQUAL,Patrick Thoral,1711248139079,4138895,Repair of left ventricular aneurysm,Procedure,MAPS_TO,,Patrick Thoral,1711248131179,
17008-59,"Tumor removal, intracardiac",11,,"Tumor removal, intracardiac",APACHEIV Post-operative cardiovascular,17008,59,0.47,APPROVED,EQUAL,Patrick Thoral,1711233190890,37395826,Adult heart tumor,Condition,MAPS_TO,,Patrick Thoral,1696503419504,
17008-59,"Tumor removal, intracardiac",11,,"Tumor removal, intracardiac",APACHEIV Post-operative cardiovascular,17008,59,0.47,APPROVED,EQUAL,Patrick Thoral,1711233190890,4329271,Resection of neoplasm of heart,Procedure,MAPS_TO,,Patrick Thoral,1711233186856,
18673-699,"Post-operative cardiovascular - Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",1,,"Post-operative cardiovascular - Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",NICE SEC APACHEIV diagnosen,18673,699,0.41,APPROVED,EQUAL,Patrick Thoral,1711244579609,4300243,Postoperative complication,Condition,MAPS_TO,,Patrick Thoral,1710032210117,
18673-699,"Post-operative cardiovascular - Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",1,,"Post-operative cardiovascular - Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",NICE SEC APACHEIV diagnosen,18673,699,0.41,APPROVED,EQUAL,Patrick Thoral,1711244579609,134057,Disorder of cardiovascular system,Condition,MAPS_TO,,Patrick Thoral,1710032258634,
18673-699,"Post-operative cardiovascular - Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",1,,"Post-operative cardiovascular - Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",NICE SEC APACHEIV diagnosen,18673,699,0.41,APPROVED,EQUAL,Patrick Thoral,1711244579609,4012185,Cardiovascular surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711244578754,
18671-71,"Non-operative genitourinary - Genitourinary medical, other",64,,"Non-operative genitourinary - Genitourinary medical, other",NICE APACHEIV diagnosen,18671,71,0.43,APPROVED,EQUAL,Patrick Thoral,1711230579588,4171379,Disorder of the genitourinary system,Condition,MAPS_TO,,Patrick Thoral,1710026002192,
18671-189,Non-operative trauma - Abdomen/pelvic trauma,2,,Non-operative trauma - Abdomen/pelvis trauma,NICE APACHEIV diagnosen,18671,189,0.39,APPROVED,EQUAL,Patrick Thoral,1711230579588,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019706963,
18671-189,Non-operative trauma - Abdomen/pelvic trauma,2,,Non-operative trauma - Abdomen/pelvis trauma,NICE APACHEIV diagnosen,18671,189,0.39,APPROVED,EQUAL,Patrick Thoral,1711230579588,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019842839,
18671-189,Non-operative trauma - Abdomen/pelvic trauma,2,,Non-operative trauma - Abdomen/pelvis trauma,NICE APACHEIV diagnosen,18671,189,0.39,APPROVED,EQUAL,Patrick Thoral,1711230579588,4154168,Pelvic injury,Condition,MAPS_TO,,Patrick Thoral,1710028910507,
17004-26,Seizures (primary-no structural brain disease),179,,Seizures (primary-no structural brain disease),APACHEIV Non-operative neurologic,17004,26,0.46,APPROVED,EQUAL,Patrick Thoral,1711230694213,380378,Epilepsy,Condition,MAPS_TO,,Patrick Thoral,1696504162079,
17007-22,Head/extremity trauma,19,,Head/extremity trauma,APACHEIV Non-operative trauma,17007,22,0.39,APPROVED,EQUAL,Patrick Thoral,1711230694213,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019657254,
17007-22,Head/extremity trauma,19,,Head/extremity trauma,APACHEIV Non-operative trauma,17007,22,0.39,APPROVED,EQUAL,Patrick Thoral,1711230694213,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710021249665,
17007-22,Head/extremity trauma,19,,Head/extremity trauma,APACHEIV Non-operative trauma,17007,22,0.39,APPROVED,EQUAL,Patrick Thoral,1711230694213,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710021326900,
18671-82,Non-operative hematological - Coagulopathy,29,,Non-operative hematological - Coagulopathy,NICE APACHEIV diagnosen,18671,82,0.55,APPROVED,EQUAL,Patrick Thoral,1711230579588,432585,Blood coagulation disorder,Condition,MAPS_TO,,<auto>,1685372595523,
16998-2,"Aneurysm, dissecting aortic",65,,"Aneurysm, dissecting aortic",APACHE IV Non-operative cardiovascular,16998,2,0.66,APPROVED,EQUAL,Patrick Thoral,1711230694213,317585,Aortic aneurysm,Condition,MAPS_TO,,<auto>,1685372595664,
16998-2,"Aneurysm, dissecting aortic",65,,"Aneurysm, dissecting aortic",APACHE IV Non-operative cardiovascular,16998,2,0.66,APPROVED,EQUAL,Patrick Thoral,1711230694213,320739,Dissection of aorta,Condition,MAPS_TO,,Patrick Thoral,1685390133417,
