sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
17745,"Pyrogenes, Pyrogenes, Salinem (blood)",6,,6,,,,"Pyrogenes, Pyrogenes, Salinem (bloed)","Pyrogenes, Pyrogenes, Salinem (bloed)",LAB-Viro-Micro-bloed,1,0.28,UNCHECKED,UNREVIEWED,,0,40762455,Leptospira interrogans sv Pyrogenes Ab [Titer] in Serum by Agglutination,Measurement,MAPS_TO,,<auto>,1687596124997,
11228,C.JEJUNI (blood),4,,4,,,,C.JEJUNI (bloed),C.JEJUNI (bloed),LAB-Viro-Micro-serum,1,0.36,UNCHECKED,UNREVIEWED,,0,3036683,Gestational age estimated from Abdominal circumference on US by Jeanty 1984 method,Measurement,MAPS_TO,,<auto>,1687596125154,
17650,Other PCR (pleural puncture),1,,1,,,,Overige PCR (pleurapunct.),Overige PCR (pleurapunct.),LAB-Viro-Micro-pleurapunct.,1,0.28,UNCHECKED,UNREVIEWED,,0,3040784,Appearance of Spun Pleural fluid,Measurement,MAPS_TO,,<auto>,1687596125169,
10944,VIROL.MAT. (other),25,,25,,,,VIROL.MAT. (overig),VIROL.MAT. (overig),LAB-Viro-Micro-diversen,1,0.33,UNCHECKED,UNREVIEWED,,0,21490887,PCA dose volume.max Infusion pump,Measurement,MAPS_TO,,<auto>,1687596125358,
11384,Hepatitis A Ig total (blood),76,,76,,,,Hepatitis A Ig totaal (bloed),Hepatitis A Ig totaal (bloed),LAB-Viro-Micro-serum,1,0.32,UNCHECKED,UNREVIEWED,,0,36659841,Hepatitis A virus IgM and total panel - Serum or Plasma Qualitative,Measurement,MAPS_TO,,<auto>,1687596125438,
20352,Report Sanquin (blood),1,,1,,,,Rapport Sanquin (bloed),Rapport Sanquin (bloed),LAB-Hem-bloed,1,0.32,UNCHECKED,UNREVIEWED,,0,44786641,Report.section heading,Measurement,MAPS_TO,,<auto>,1687596125545,
10945,VIROL.MAT. (urine),8,,8,,,,VIROL.MAT. (urine),VIROL.MAT. (urine),LAB-Viro-Micro-urine,1,0.32,UNCHECKED,UNREVIEWED,,0,21490887,PCA dose volume.max Infusion pump,Measurement,MAPS_TO,,<auto>,1687596125826,
17763,rings of Cabot (blood),2,,2,,,,ringen van Cabot (bloed),ringen van Cabot (bloed),LAB-Hem-bloed,1,0.40,UNCHECKED,UNREVIEWED,,0,3004525,Cabot rings [Presence] in Blood by Light microscopy,Measurement,MAPS_TO,,<auto>,1687596125930,
11229,Varicella Zoster virus DNA PCR (liquor),83,,83,,,,Varicella-Zoster virus DNA PCR (liquor),Varicella-Zoster virus DNA PCR (liquor),LAB-Viro-Micro-liquor,1,0.48,UNCHECKED,UNREVIEWED,,0,21494894,Varicella zoster virus surveillance panel,Measurement,MAPS_TO,,<auto>,1687596125933,
11385,Hepatitis A IgM (blood),93,,93,,,,Hepatitis A IgM (bloed),Hepatitis A IgM (bloed),LAB-Viro-Micro-serum,1,0.45,UNCHECKED,UNREVIEWED,,0,36659717,Hepatitis A virus IgM panel - Serum,Measurement,MAPS_TO,,<auto>,1687596126093,
17652,Other PCR (pus),2,,2,,,,Overige PCR (pus),Overige PCR (pus),LAB-Viro-Micro-pus,1,0.35,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596126265,
20371,Aspergillus DNA PCR (br.-alv.lav),53,,53,,,,Aspergillus DNA PCR (br.-alv.lav),Aspergillus DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.26,UNCHECKED,UNREVIEWED,,0,46235750,Aspergillus sp DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596126335,
11386,HBsAg (blood),1019,,1019,,,,HBsAg (bloed),HBsAg (bloed),LAB-Viro-Micro-serum,1,0.24,APPROVED,EQUAL,Patrick Thoral,1696451897558,3017797,Hepatitis B virus surface Ab [Presence] in Serum,Measurement,MAPS_TO,,Patrick Thoral,1696451896050,
11231,Varicella-Zoster virus DNA PCR (biopsy),2,,2,,,,Varicella-Zoster virus DNA PCR (biopt),Varicella-Zoster virus DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.34,UNCHECKED,UNREVIEWED,,0,3000384,Varicella zoster virus DNA [Presence] in Serum by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596126759,
10946,VIROL.MAT. (liqueur),83,,83,,,,VIROL.MAT. (liquor),VIROL.MAT. (liquor),LAB-Viro-Micro-liquor,1,0.28,UNCHECKED,UNREVIEWED,,0,21490887,PCA dose volume.max Infusion pump,Measurement,MAPS_TO,,<auto>,1687596126956,
17764,Red blood count (blood),2,,2,,,,Rood bloedbeeld (bloed),Rood bloedbeeld (bloed),LAB-Hem-bloed,1,0.45,UNCHECKED,UNREVIEWED,,0,40758558,Short blood count panel - Blood,Measurement,MAPS_TO,,<auto>,1687596127011,
17655,Other PCR (sputum),4,,4,,,,Overige PCR (sputum),Overige PCR (sputum),LAB-Viro-Micro-sputum,1,0.42,UNCHECKED,UNREVIEWED,,0,36203862,Color of Sputum,Measurement,MAPS_TO,,<auto>,1687596127036,
20372,Aspergillus DNA PCR (biopsy),1,,1,,,,Aspergillus DNA PCR (biopt),Aspergillus DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.37,UNCHECKED,UNREVIEWED,,0,46235750,Aspergillus sp DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596127153,
10948,regret (blood),5270,,5270,,,,spijt  (bloed),spijt  (bloed),LAB-Viro-Micro-serum,1,0.28,APPROVED,EQUIVALENT,Patrick Thoral,1687599782327,44809913,Save sample for later serum analysis,Observation,MAPS_TO,,Patrick Thoral,1687599776011,
11387,A-HBc TOT (blood),233,,233,,,,A-HBc TOT (bloed),A-HBc TOT (bloed),LAB-Viro-Micro-serum,1,0.20,APPROVED,EQUAL,Patrick Thoral,1696453698026,3021879,Hepatitis B virus core Ab [Presence] in Serum,Measurement,MAPS_TO,,Patrick Thoral,1696453695619,
11232,Varicella-Zoster virus DNA PCR (other),35,,35,,,,Varicella-Zoster virus DNA PCR (overig),Varicella-Zoster virus DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.36,UNCHECKED,UNREVIEWED,,0,3000384,Varicella zoster virus DNA [Presence] in Serum by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596127562,
17766,RSV Ag rapid test (throat),1,,1,,,,RSV Ag sneltest (keel),RSV Ag sneltest (keel),LAB-Viro-Micro-keel,1,0.60,UNCHECKED,UNREVIEWED,,0,3021508,Respiratory syncytial virus Ag [Presence] in Throat,Measurement,MAPS_TO,,<auto>,1687596127674,
20375,Aspergillus DNA PCR (liquor),1,,1,,,,Aspergillus DNA PCR (liquor),Aspergillus DNA PCR (liquor),LAB-Viro-Micro-liquor,1,0.37,UNCHECKED,UNREVIEWED,,0,46235750,Aspergillus sp DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596128066,
11233,Hb/ERYs (Salat Urine),1,,1,,,,Hb/ERY's (verz. urine),Hb/ERY's-vur,LAB-Hem-verz. urine,1,0.39,UNCHECKED,UNREVIEWED,,0,3029286,Tetrahydrocorticosterone/Creatinine [Mass Ratio] in Urine,Measurement,MAPS_TO,,<auto>,1687596128163,
11388,HBcore IgM (blood),8,,8,,,,HBcore IgM (bloed),HBcore IgM (bloed),LAB-Viro-Micro-serum,1,0.30,UNCHECKED,UNREVIEWED,,0,3013527,Hepatitis B virus core IgM Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596128209,
17657,Other PCR (urine),3,,3,,,,Overige PCR (urine),Overige PCR (urine),LAB-Viro-Micro-urine,1,0.36,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596128318,
10949,Bartonella henselae DNA PCR (biopsy),7,,7,,,,Bartonella henselae DNA PCR (biopt),Bartonella henselae DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.42,UNCHECKED,UNREVIEWED,,0,3028146,Bartonella henselae Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596128379,
17767,RSV Ag rapid test (nasophar.wat),1,,1,,,,RSV Ag sneltest (nasophar.wat),RSV Ag sneltest (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.38,UNCHECKED,UNREVIEWED,,0,3046856,Respiratory syncytial virus Ag [Presence] in Nose,Measurement,MAPS_TO,,<auto>,1687596128535,
11389,HBe (blood),17,,17,,,,HBe (bloed),HBe (bloed),LAB-Viro-Micro-serum,1,0.27,UNCHECKED,UNREVIEWED,,0,21490586,Blood temperature,Measurement,MAPS_TO,,<auto>,1687596128855,
11101,Latex JELLYFISH (blood),1,,1,,,,Latex KWAL (bloed),Latex KWAL (bloed),LAB-Imm-bloed,1,0.35,UNCHECKED,UNREVIEWED,,0,3007310,Grayfish IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,<auto>,1687596128936,
20378,Aspergillus DNA PCR (other),1,,1,,,,Aspergillus DNA PCR (overig),Aspergillus DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.42,UNCHECKED,UNREVIEWED,,0,46235750,Aspergillus sp DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596128971,
17768,RSV Ag rapid test (nose),1,,1,,,,RSV Ag sneltest (neus),RSV Ag sneltest (neus),LAB-Viro-Micro-neus,1,0.55,UNCHECKED,UNREVIEWED,,0,3046856,Respiratory syncytial virus Ag [Presence] in Nose,Measurement,MAPS_TO,,<auto>,1687596129094,
17663,Oxalate crystals (urine),44,,44,,,,Oxalaat kristallen (urine),Oxalaat kristallen (urine),LAB-Chem-urine,1,0.44,UNCHECKED,UNREVIEWED,,0,3043644,Calcium oxalate dihydrate crystals [Presence] in Urine sediment,Measurement,MAPS_TO,,<auto>,1687596129197,
11390,LEGIONELLA (blood),34,,34,,,,LEGIONELLA (bloed),LEGIONELLA (bloed),LAB-Viro-Micro-serum,1,0.45,UNCHECKED,UNREVIEWED,,0,36303465,Legionella sp identified in Tissue by Organism specific culture,Measurement,MAPS_TO,,<auto>,1687596129302,
17771,RSV IF (throat),7,,7,,,,RSV IF (keel),RSV IF (keel),LAB-Viro-Micro-keel,1,0.52,UNCHECKED,UNREVIEWED,,0,3019907,Respiratory syncytial virus Ag [Presence] in Throat by Immunofluorescence,Measurement,MAPS_TO,,<auto>,1687596129493,
20382,Aspergillus DNA PCR (sputum),5,,5,,,,Aspergillus DNA PCR (sputum),Aspergillus DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.38,UNCHECKED,UNREVIEWED,,0,46235750,Aspergillus sp DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596129802,
11391,HBe Ig total (blood),38,,38,,,,HBe Ig totaal (bloed),HBe Ig totaal (bloed),LAB-Viro-Micro-serum,1,0.21,UNCHECKED,UNREVIEWED,,0,3002317,Cells Counted Total [#] in Blood,Measurement,MAPS_TO,,<auto>,1687596129813,
10950,Bartonella henselae DNA PCR (other),4,,4,,,,Bartonella henselae DNA PCR (overig),Bartonella henselae DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.46,UNCHECKED,UNREVIEWED,,0,3028146,Bartonella henselae Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596129919,
17664,"Panama, Panama, CZ 214K (blood)",6,,6,,,,"Panama, Panama, CZ 214K (bloed)","Panama, Panama, CZ 214K (bloed)",LAB-Viro-Micro-bloed,1,0.24,UNCHECKED,UNREVIEWED,,0,3044188,hydroCHLOROthiazide [Presence] in 24 hour Urine,Measurement,MAPS_TO,,<auto>,1687596130065,
11103,HSV DNA PCR (other),5,,5,,,,HSV DNA PCR (overig),HSV DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.47,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596130128,
17772,RSV RNA PCR (biopsy),1,,1,,,,RSV RNA PCR (biopt),RSV RNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.42,UNCHECKED,UNREVIEWED,,0,3008047,Systemic vascular Resistance index,Measurement,MAPS_TO,,<auto>,1687596130440,
10951,B.hen.IgM (blood),5,,5,,,,B.hen.IgM (bloed),B.hen.IgM (bloed),LAB-Viro-Micro-serum,1,0.30,UNCHECKED,UNREVIEWED,,0,21492876,Cryoglobulin.IgM [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596130496,
11394,HBV QPCR (blood),5,,5,,,,HBV QPCR     (bloed),HBV QPCR     (bloed),LAB-Viro-Micro-serum,1,0.31,UNCHECKED,UNREVIEWED,,0,3021879,Hepatitis B virus core Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596130627,
11104,Cytomegalovirus DNA PCR (Liquor),58,,58,,,,Cytomegalovirus DNA PCR (liquor),Cytomegalovirus DNA PCR (liquor),LAB-Viro-Micro-liquor,1,0.48,UNCHECKED,UNREVIEWED,,0,3022903,Cytomegalovirus DNA [Presence] in Tissue by Probe,Measurement,MAPS_TO,,<auto>,1687596130974,
10953,T. GONDII (serum),1,,1,,,,T.GONDII (serum),T.GONDII-ser,LAB-Viro-Micro-serum,1,0.45,UNCHECKED,UNREVIEWED,,0,3014276,Toxoplasma gondii identified in Tissue,Measurement,MAPS_TO,,<auto>,1687596131015,
17665,Parainfluenza 1 RNA PCR (biopsy),1,,1,,,,Parainfluenza 1 RNA PCR (biopt),Parainfluenza 1 RNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.38,UNCHECKED,UNREVIEWED,,0,40763324,Parainfluenza virus 1 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596131024,
11395,HCV Ig total (blood),551,,551,,,,HCV Ig totaal (bloed),HCV Ig totaal (bloed),LAB-Viro-Micro-serum,1,0.50,APPROVED,EQUAL,Patrick Thoral,1696452949686,3017143,Hepatitis C virus Ab [Presence] in Serum,Measurement,MAPS_TO,,Patrick Thoral,1696452946002,
17773,RSV RNA PCR (blood),2,,2,,,,RSV RNA PCR (bloed),RSV RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.44,UNCHECKED,UNREVIEWED,,0,3008047,Systemic vascular Resistance index,Measurement,MAPS_TO,,<auto>,1687596131409,
17666,Parainfluenza 1 RNA PCR (blood),2,,2,,,,Parainfluenza 1 RNA PCR (bloed),Parainfluenza 1 RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.40,UNCHECKED,UNREVIEWED,,0,40763324,Parainfluenza virus 1 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596131847,
11396,HCV QPCR (blood),1,,1,,,,HCV QPCR     (bloed),HCV QPCR     (bloed),LAB-Viro-Micro-serum,1,0.32,UNCHECKED,UNREVIEWED,,0,3017143,Hepatitis C virus Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596131982,
10954,Other (liquor),1,,1,,,,Overig (liquor),Overig (liquor),LAB-Viro-Micro-liquor,1,0.33,UNCHECKED,UNREVIEWED,,0,1761760,Liquorice IgG Ab [Units/volume] in Serum,Measurement,MAPS_TO,,<auto>,1687596132121,
20383,C. difficile DNA ribotype 027 PCR (feces),287,,287,,,,C. difficile DNA ribotype 027 PCR (faeces),C. difficile DNA ribotype 027 PCR (faeces),LAB-Viro-Micro-faeces,1,0.27,APPROVED,EQUAL,Patrick Thoral,1696453299177,36304170,Clostridioides difficile BI-NAP1-027 strain DNA [Presence] in Stool by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596132233,
17790,S. pneumoniae DNA PCR (blood),1,,1,,,,S. pneumoniae DNA PCR (bloed),S. pneumoniae DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.39,UNCHECKED,UNREVIEWED,,0,3038874,Streptococcus pneumoniae DNA [Presence] in Blood by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596132872,
17671,Parainfluenza 2 RNA PCR (biopsy),1,,1,,,,Parainfluenza 2 RNA PCR (biopt),Parainfluenza 2 RNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.39,UNCHECKED,UNREVIEWED,,0,40763472,Parainfluenza virus 2 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596132953,
10956,Chlamydia trachomatis DNA PCR (other),8,,8,,,,Chlamydia trachomatis DNA PCR (overig),Chlamydia trachomatis DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.51,UNCHECKED,UNREVIEWED,,0,1988771,Chlamydia trachomatis Ab panel - Serum,Measurement,MAPS_TO,,<auto>,1687596132979,
11105,Cytomegalovirus DNA quantitative PCR (serum),5,,5,,,,Cytomegalovirus DNA kwantitatief PCR (serum),Cytomegalovirus DNA kwantitatief PCR (serum),LAB-Viro-Micro-serum,1,0.49,UNCHECKED,UNREVIEWED,,0,36304883,Cytomegalovirus IgG and IgM panel - Serum or Plasma Qualitative,Measurement,MAPS_TO,,<auto>,1687596133260,
11399,Hepatitis D (delta) antibodies (blood),6,,6,,,,Hepatitis D (delta) antistoffen (bloed),Hepatitis D (delta) antistoffen (bloed),LAB-Viro-Micro-serum,1,0.32,UNCHECKED,UNREVIEWED,,0,3036472,Blood group antibodies identified in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1687596133614,
10957,Chlamydia trachomatis DNA PCR (pus),2,,2,,,,Chlamydia trachomatis DNA PCR (pus),Chlamydia trachomatis DNA PCR (pus),LAB-Viro-Micro-pus,1,0.49,UNCHECKED,UNREVIEWED,,0,1988771,Chlamydia trachomatis Ab panel - Serum,Measurement,MAPS_TO,,<auto>,1687596133746,
17672,Parainfluenza 2 RNA PCR (blood),2,,2,,,,Parainfluenza 2 RNA PCR (bloed),Parainfluenza 2 RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.41,UNCHECKED,UNREVIEWED,,0,40763472,Parainfluenza virus 2 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596133866,
11107,Toxoplasma gondii IgM (blood),41,,41,,,,Toxoplasma gondii IgM (bloed),Toxoplasma gondii IgM (bloed),LAB-Viro-Micro-serum,1,0.65,UNCHECKED,UNREVIEWED,,0,3013758,Toxoplasma gondii IgM Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596133986,
17791,S. pneumoniae DNA PCR (br.-alv.lav),1,,1,,,,S. pneumoniae DNA PCR (br.-alv.lav),S. pneumoniae DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.26,UNCHECKED,UNREVIEWED,,0,3002482,Mycoplasma pneumoniae DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596134292,
20384,C. difficile DNA ribotype 027 PCR (strain),5,,5,,,,C. difficile DNA ribotype 027 PCR (stam),C. difficile DNA ribotype 027 PCR (stam),LAB-Viro-Micro-diversen,1,0.28,UNCHECKED,UNREVIEWED,,0,36304170,Clostridioides difficile BI-NAP1-027 strain DNA [Presence] in Stool by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596134430,
15418,Neisseriae gonorrhoeae DNA PCR (urine),3,,3,,,,Neisseriae gonorrhoeae DNA PCR (urine),Neisseriae gonorrhoeae DNA PCR (urine),LAB-Viro-Micro-urine,1,0.55,UNCHECKED,UNREVIEWED,,0,3013081,Neisseria gonorrhoeae Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596134453,
10958,HBsAg fast (blood),4,,4,,,,HBsAg snel (bloed),HBsAg snel (bloed),LAB-Viro-Micro-serum,1,0.21,UNCHECKED,UNREVIEWED,,0,21494021,Left atrial End-systolic volume (by US.2D+Calculated by biplane method of disks)/Body surface area,Measurement,MAPS_TO,,<auto>,1687596134544,
17673,Parainfluenza 2 RNA PCR (br.-alv.lav),166,,166,,,,Parainfluenza 2 RNA PCR (br.-alv.lav),Parainfluenza 2 RNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.29,APPROVED,INEXACT,Patrick Thoral,1696454547262,36304319,Parainfluenza virus 2 RNA [Presence] in Lower respiratory specimen by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696454483932,
10959,Other (other),11,,11,,,,Overig (overig),Overig (overig),LAB-Viro-Micro-diversen,1,0.34,UNCHECKED,UNREVIEWED,,0,44786682,Mother identifier,Measurement,MAPS_TO,,<auto>,1687596134770,
15421,Legionella pneumophila DNA PCR (sputum),58,,58,,,,Legionella pneumophila DNA PCR (sputum),Legionella pneumophila DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.61,UNCHECKED,UNREVIEWED,,0,3036587,Legionella pneumophila Ag [Presence] in Sputum,Measurement,MAPS_TO,,<auto>,1687596134922,
17675,Parainfluenza 2 RNA PCR (throat),137,,137,,,,Parainfluenza 2 RNA PCR (keel),Parainfluenza 2 RNA PCR (keel),LAB-Viro-Micro-keel,1,0.43,APPROVED,EQUAL,Patrick Thoral,1696455013098,46235764,Parainfluenza virus 2 RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696455011512,
11108,Cytomegalovirus DNA Quantitative PCR (EDTA Blood),447,,447,,,,Cytomegalovirus DNA kwantitatief PCR (edta-bloed),Cytomegalovirus DNA kwantitatief PCR (edta-bloed),LAB-Viro-Micro-edta-bloed,1,0.42,APPROVED,EQUAL,Patrick Thoral,1696453264122,3024974,Cytomegalovirus DNA [#/volume] (viral load) in Blood by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696453262350,
15422,Legionella pneumophila DNA PCR (br.-alv.lav),70,,70,,,,Legionella pneumophila DNA PCR (br.-alv.lav),Legionella pneumophila DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.37,UNCHECKED,UNREVIEWED,,0,3016140,Legionella pneumophila Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596135466,
17795,S. pneumoniae DNA PCR (nasophar.wat),1,,1,,,,S. pneumoniae DNA PCR (nasophar.wat),S. pneumoniae DNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.34,UNCHECKED,UNREVIEWED,,0,36305584,Mycoplasma pneumoniae DNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596135505,
10960,AMOEBIASIS (blood),3,,3,,,,AMOEBIASIS (bloed),AMOEBIASIS (bloed),LAB-Viro-Micro-serum,1,0.30,UNCHECKED,UNREVIEWED,,0,3034384,Amoeba identified in Stool by Organism specific culture,Measurement,MAPS_TO,,<auto>,1687596135551,
20387,C. difficile DNA toxin gene PCR (feces),287,,287,,,,C. difficile DNA toxinegen PCR (faeces),C. difficile DNA toxinegen PCR (faeces),LAB-Viro-Micro-faeces,1,0.28,APPROVED,EQUAL,Patrick Thoral,1696453299603,3051552,Clostridioides difficile toxin genes [Presence] in Stool by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596135809,
15423,Legionella pneumophila DNA PCR (nasophar.wat),47,,47,,,,Legionella pneumophila DNA PCR (nasophar.wat),Legionella pneumophila DNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.43,UNCHECKED,UNREVIEWED,,0,3016140,Legionella pneumophila Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596135960,
17677,Parainfluenza 2 RNA PCR (nasophar.wat),92,,92,,,,Parainfluenza 2 RNA PCR (nasophar.wat),Parainfluenza 2 RNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.37,UNCHECKED,UNREVIEWED,,0,46235764,Parainfluenza virus 2 RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596136134,
10961,ASCARIASIS (blood),2,,2,,,,ASCARIASIS (bloed),ASCARIASIS (bloed),LAB-Viro-Micro-serum,1,0.26,UNCHECKED,UNREVIEWED,,0,21490587,Arterial blood temperature,Measurement,MAPS_TO,,<auto>,1687596136446,
15425,Legionella pneumophila DNA PCR (other),11,,11,,,,Legionella pneumophila DNA PCR (overig),Legionella pneumophila DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.53,UNCHECKED,UNREVIEWED,,0,3016140,Legionella pneumophila Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596136641,
17678,Parainfluenza 2 RNA PCR (nasal),1,,1,,,,Parainfluenza 2 RNA PCR (neus),Parainfluenza 2 RNA PCR (neus),LAB-Viro-Micro-neus,1,0.41,UNCHECKED,UNREVIEWED,,0,40763472,Parainfluenza virus 2 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596137041,
11110,Cytomegalovirus DNA quantitative PCR (other),90,,90,,,,Cytomegalovirus DNA kwantitatief PCR (overig),Cytomegalovirus DNA kwantitatief PCR (overig),LAB-Viro-Micro-diversen,1,0.47,UNCHECKED,UNREVIEWED,,0,3022903,Cytomegalovirus DNA [Presence] in Tissue by Probe,Measurement,MAPS_TO,,<auto>,1687596137108,
17797,S. pneumoniae DNA PCR (punctate),1,,1,,,,S. pneumoniae DNA PCR (punctaat),S. pneumoniae DNA PCR (punctaat),LAB-Viro-Micro-punctaat,1,0.36,UNCHECKED,UNREVIEWED,,0,3002482,Mycoplasma pneumoniae DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596137189,
20388,C. difficile DNA toxin gene PCR (strain),5,,5,,,,C. difficile DNA toxinegen PCR (stam),C. difficile DNA toxinegen PCR (stam),LAB-Viro-Micro-diversen,1,0.29,UNCHECKED,UNREVIEWED,,0,3051552,Clostridioides difficile toxin genes [Presence] in Stool by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596137517,
15428,Chlamydia psittaci DNA PCR (sputum),26,,26,,,,Chlamydia  psittaci DNA PCR (sputum),Chlamydia  psittaci DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.42,UNCHECKED,UNREVIEWED,,0,3010339,Chlamydophila psittaci DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596137560,
10962,CYSTICER. (blood),1,,1,,,,CYSTICER. (bloed),CYSTICER. (bloed),LAB-Viro-Micro-serum,1,0.30,UNCHECKED,UNREVIEWED,,0,3012460,Cystine [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596137763,
17679,Parainfluenza 2 RNA PCR (other),12,,12,,,,Parainfluenza 2 RNA PCR (overig),Parainfluenza 2 RNA PCR (overig),LAB-Viro-Micro-diversen,1,0.43,UNCHECKED,UNREVIEWED,,0,40763472,Parainfluenza virus 2 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596138010,
10963,ECHINOCOC (blood),3,,3,,,,ECHINOCOC (bloed),ECHINOCOC (bloed),LAB-Viro-Micro-serum,1,0.34,UNCHECKED,UNREVIEWED,,0,3012840,Echinococcus sp IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,<auto>,1687596138182,
