source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
9365,0,AUMC Procedure Order,X-Opdr. gastro-Intestinaal,4043018,SNOMED,1985-10-29,2099-12-31,
10608,0,AUMC Procedure Order,HI-schema D=2,4218408,SNOMED,1985-10-30,2099-12-31,
19661,0,AUMC Procedure Order,Pijnscore bepalen,4021323,SNOMED,1985-10-31,2099-12-31,
9268,0,AUMC Procedure Order,Lab. CCH-VAT   T = 6,4218408,SNOMED,1985-11-01,2099-12-31,
10609,0,AUMC Procedure Order,HI-schema D=4,4218408,SNOMED,1985-11-02,2099-12-31,
9269,0,AUMC Procedure Order,Lab. CCH-VAT  T = 0,4218408,SNOMED,1985-11-03,2099-12-31,
12419,0,AUMC Procedure Order,Hypothermie reanimatie T = 26,4218408,SNOMED,1985-11-04,2099-12-31,
9366,0,AUMC Procedure Order,X-Opdr. Houding & Beweging,4041848,SNOMED,1985-11-05,2099-12-31,
19663,0,AUMC Procedure Order,Research Neuskweek COUrSe,37117051,SNOMED,1985-11-06,2099-12-31,
9489,0,AUMC Procedure Order,Fixeren met onrustband + hekken,4302381,SNOMED,1985-11-07,2099-12-31,
9489,0,AUMC Procedure Order,Fixeren met onrustband + hekken,37397188,SNOMED,1985-11-08,2099-12-31,
9270,0,AUMC Procedure Order,Bloedgas afnemen,4138399,SNOMED,1985-11-09,2099-12-31,
10611,0,AUMC Procedure Order,HI-schema starten,4218408,SNOMED,1985-11-10,2099-12-31,
19664,0,AUMC Procedure Order,Research Sputumkweek COUrSe,4015189,SNOMED,1985-11-11,2099-12-31,
9367,0,AUMC Procedure Order,X-Opdr. Huid nader te bepalen,4040401,SNOMED,1985-11-12,2099-12-31,
10614,0,AUMC Procedure Order,Spuitpomp < 2.0 ml/uur verschonen,4299593,SNOMED,1985-11-13,2099-12-31,
9216,0,AUMC Procedure Order,Pentobarbitalspiegel afnemen,4218408,SNOMED,1985-11-14,2099-12-31,
12420,0,AUMC Procedure Order,Hypothermie reanimatie T = 72,4218408,SNOMED,1985-11-15,2099-12-31,
9490,0,AUMC Procedure Order,Fractuur fixeren bij draaien,4145643,SNOMED,1985-11-16,2099-12-31,
10616,0,AUMC Procedure Order,Boussignac,40486624,SNOMED,1985-11-17,2099-12-31,
19736,0,AUMC Procedure Order,RASS score bepalen,40480653,SNOMED,1985-11-18,2099-12-31,
9217,0,AUMC Procedure Order,Ancotilspiegel afnemen,4218408,SNOMED,1985-11-19,2099-12-31,
9368,0,AUMC Procedure Order,X-opdr. Neurologisch,4203094,SNOMED,1985-11-20,2099-12-31,
10617,0,AUMC Procedure Order,Capnografie gebruiken,46271394,SNOMED,1985-11-21,2099-12-31,
9218,0,AUMC Procedure Order,Overige labafname's,4218408,SNOMED,1985-11-22,2099-12-31,
19737,0,AUMC Procedure Order,EMV score bepalen,4285575,SNOMED,1985-11-23,2099-12-31,
9369,0,AUMC Procedure Order,X-Opdr. Infectie,4298121,SNOMED,1985-11-24,2099-12-31,
12421,0,AUMC Procedure Order,Start Opdrachtenset Hypothermie reanismatie SET2,4203429,SNOMED,1985-11-25,2099-12-31,
9493,0,AUMC Procedure Order,Intrinsic PEEP en Airtrap bepalen,4297085,SNOMED,1985-11-26,2099-12-31,
19889,0,AUMC Procedure Order,TR-band controle,4074342,SNOMED,1985-11-27,2099-12-31,
10621,0,AUMC Procedure Order,Contactisolatie  verplegen,4077521,SNOMED,1985-11-28,2099-12-31,
9222,0,AUMC Procedure Order,Kruisproef afnemen,4218408,SNOMED,1985-11-29,2099-12-31,
9370,0,AUMC Procedure Order,X-Opdr. Psycho-sociaal,4217020,SNOMED,1985-11-30,2099-12-31,
9496,0,AUMC Procedure Order,Kinnebak geven,4138487,SNOMED,1985-12-01,2099-12-31,
12428,0,AUMC Procedure Order,Protocol lab. afname,4218408,SNOMED,1985-12-02,2099-12-31,
10733,0,AUMC Procedure Order,Jejunumsonde doorspuiten,2007961,ICD9Proc,1985-12-03,2099-12-31,
16093,0,AUMC Procedure Order,Defibrillatie 360 J,4177682,SNOMED,1985-12-04,2099-12-31,
9224,0,AUMC Procedure Order,PT/CT afnemen,4218408,SNOMED,1985-12-05,2099-12-31,
9497,0,AUMC Procedure Order,Zuurstofkapje geven,4323763,SNOMED,1985-12-06,2099-12-31,
12437,0,AUMC Procedure Order,Scoreformulier invullen,40484194,SNOMED,1985-12-07,2099-12-31,
9371,0,AUMC Procedure Order,X-OPDR.Radiologie,4180938,SNOMED,1985-12-08,2099-12-31,
16094,0,AUMC Procedure Order,Cardioversie 50 J,4078793,SNOMED,1985-12-09,2099-12-31,
10737,0,AUMC Procedure Order,Vochtbalans afsluiten_OLD_1,46272483,SNOMED,1985-12-10,2099-12-31,
9231,0,AUMC Procedure Order,6D Dagelijks Standaard,4218408,SNOMED,1985-12-11,2099-12-31,
12134,0,AUMC Procedure Order,Zinkspiegel afnemen,4218408,SNOMED,1985-12-12,2099-12-31,
9498,0,AUMC Procedure Order,Diep nasaal zuurstof geven,4216695,SNOMED,1985-12-13,2099-12-31,
9372,0,AUMC Procedure Order,X-Sinus,4056685,SNOMED,1985-12-14,2099-12-31,
9247,0,AUMC Procedure Order,EEG,4181917,SNOMED,1985-12-15,2099-12-31,
9248,0,AUMC Procedure Order,EMG,4179815,SNOMED,1985-12-16,2099-12-31,
10742,0,AUMC Procedure Order,X-Opdr. CVVH,0,None,1985-12-17,2099-12-31,
9375,0,AUMC Procedure Order,Haren wassen,4062781,SNOMED,1985-12-18,2099-12-31,
9500,0,AUMC Procedure Order,Liquor labwaarts,4333821,SNOMED,1985-12-19,2099-12-31,
16164,0,AUMC Procedure Order,Cardioversie 360 J,4078793,SNOMED,1985-12-20,2099-12-31,
9249,0,AUMC Procedure Order,BAL,4287484,SNOMED,1985-12-21,2099-12-31,
10748,0,AUMC Procedure Order,Controle fundus hoogte,4168236,SNOMED,1985-12-22,2099-12-31,
9250,0,AUMC Procedure Order,CVVH-lab. afnemen,4218408,SNOMED,1985-12-23,2099-12-31,
16165,0,AUMC Procedure Order,Pre-cordiale stomp,4026048,SNOMED,1985-12-24,2099-12-31,
9376,0,AUMC Procedure Order,X-Lijnen/Catheter/Drains,4081874,SNOMED,1985-12-25,2099-12-31,
9501,0,AUMC Procedure Order,Water voor O2 verschonen,4251736,SNOMED,1985-12-26,2099-12-31,
12135,0,AUMC Procedure Order,Sintrommitis laten afspreken,761902,SNOMED,1985-12-27,2099-12-31,
10749,0,AUMC Procedure Order,Controle vloeien,42537948,SNOMED,1985-12-28,2099-12-31,
9251,0,AUMC Procedure Order,Colonscopie,4249893,SNOMED,1985-12-29,2099-12-31,
10752,0,AUMC Procedure Order,Bloed afnemen,4218408,SNOMED,1985-12-30,2099-12-31,
9502,0,AUMC Procedure Order,Blaasspuit vernieuwen,4237467,SNOMED,1985-12-31,2099-12-31,
9252,0,AUMC Procedure Order,Bronchoscopie.,4032404,SNOMED,1986-01-01,2099-12-31,
9377,0,AUMC Procedure Order,X-opdracht Respiratie,4306074,SNOMED,1986-01-02,2099-12-31,
9253,0,AUMC Procedure Order,Gastroscopie,4294382,SNOMED,1986-01-03,2099-12-31,
16340,0,AUMC Procedure Order,CAD silicone ballon legen,4075347,SNOMED,1986-01-04,2099-12-31,
12136,0,AUMC Procedure Order,Marcoumar afspreken,45770076,SNOMED,1986-01-05,2099-12-31,
9503,0,AUMC Procedure Order,Maaghevelzak vernieuwen,4237467,SNOMED,1986-01-06,2099-12-31,
10753,0,AUMC Procedure Order,Lab. Koortsonderzoek 9.00 uur,4218408,SNOMED,1986-01-07,2099-12-31,
16359,0,AUMC Procedure Order,MRI scan,4233528,SNOMED,1986-01-08,2099-12-31,
9378,0,AUMC Procedure Order,X-Opdracht Urologisch,4181165,SNOMED,1986-01-09,2099-12-31,
12263,0,AUMC Procedure Order,Been zwachtelen,4080807,SNOMED,1986-01-10,2099-12-31,
10762,0,AUMC Procedure Order,PEG-sonde doorspuiten,4172125,SNOMED,1986-01-11,2099-12-31,
9291,0,AUMC Procedure Order,Sondevoedingsysteem verschonen,4257061,SNOMED,1986-01-12,2099-12-31,
16451,0,AUMC Procedure Order,Spreekklep geven,3655949,SNOMED,1986-01-13,2099-12-31,
9504,0,AUMC Procedure Order,Sterielwaterfles vernieuwen,4299593,SNOMED,1986-01-14,2099-12-31,
12264,0,AUMC Procedure Order,Zwachtels verwijderen,40480251,SNOMED,1986-01-15,2099-12-31,
9292,0,AUMC Procedure Order,Swan Ganz wisselen,4311990,SNOMED,1986-01-16,2099-12-31,
9292,0,AUMC Procedure Order,Swan Ganz wisselen,4279768,SNOMED,1986-01-17,2099-12-31,
9389,0,AUMC Procedure Order,Consult Decubitus vpk,4014829,SNOMED,1986-01-18,2099-12-31,
10764,0,AUMC Procedure Order,Familieformulier afgeven,46271884,SNOMED,1986-01-19,2099-12-31,
12265,0,AUMC Procedure Order,Pacemaker drempelen,4140976,SNOMED,1986-01-20,2099-12-31,
9579,0,AUMC Procedure Order,SDD-Protocol starten,4128881,SNOMED,1986-01-21,2099-12-31,
9293,0,AUMC Procedure Order,Centrale lijn wisselen,4022792,SNOMED,1986-01-22,2099-12-31,
9293,0,AUMC Procedure Order,Centrale lijn wisselen,4052413,SNOMED,1986-01-23,2099-12-31,
16678,0,AUMC Procedure Order,Weekend medicatie bestellen,4258484,SNOMED,1986-01-24,2099-12-31,
9505,0,AUMC Procedure Order,Pall+Antivirusfilter+Swivel,4251737,SNOMED,1986-01-25,2099-12-31,
12368,0,AUMC Procedure Order,Verpl. overzicht bijwerken,4234911,SNOMED,1986-01-26,2099-12-31,
9390,0,AUMC Procedure Order,Consult Ergotherapie,4014829,SNOMED,1986-01-27,2099-12-31,
9581,0,AUMC Procedure Order,Laktaat afnemen,4218408,SNOMED,1986-01-28,2099-12-31,
9507,0,AUMC Procedure Order,Monddouche geven,4126770,SNOMED,1986-01-29,2099-12-31,
16679,0,AUMC Procedure Order,Defibrillatie 200 J,4177682,SNOMED,1986-01-30,2099-12-31,
9294,0,AUMC Procedure Order,Vernevelset verschonen,4206920,SNOMED,1986-01-31,2099-12-31,
12377,0,AUMC Procedure Order,X-opdracht verzorging,4321906,SNOMED,1986-02-01,2099-12-31,
9391,0,AUMC Procedure Order,Geestelijk verzorger inschakelen,4014829,SNOMED,1986-02-02,2099-12-31,
12392,0,AUMC Procedure Order,HI-schema T=12,4218408,SNOMED,1986-02-03,2099-12-31,
16680,0,AUMC Procedure Order,Cardioversie 70 J,4078793,SNOMED,1986-02-04,2099-12-31,
9296,0,AUMC Procedure Order,Dialyse lijn wisselen,40489914,SNOMED,1986-02-05,2099-12-31,
9296,0,AUMC Procedure Order,Dialyse lijn wisselen,42537496,SNOMED,1986-02-06,2099-12-31,
9588,0,AUMC Procedure Order,Thoraxdrain op waterslot,2615271,HCPCS,1986-02-07,2099-12-31,
9509,0,AUMC Procedure Order,Maaghevel inbrengen,4302911,SNOMED,1986-02-08,2099-12-31,
12393,0,AUMC Procedure Order,HI-schema T=18,4218408,SNOMED,1986-02-09,2099-12-31,
9589,0,AUMC Procedure Order,Thoraxdrain afklemmen,4220938,SNOMED,1986-02-10,2099-12-31,
16684,0,AUMC Procedure Order,Cardioversie x J,4078793,SNOMED,1986-02-11,2099-12-31,
9510,0,AUMC Procedure Order,Maagsonde inbrengen,4128873,SNOMED,1986-02-12,2099-12-31,
9392,0,AUMC Procedure Order,Consult Logopedie,4014829,SNOMED,1986-02-13,2099-12-31,
9297,0,AUMC Procedure Order,Maagzuigdrainage verschonen,4237465,SNOMED,1986-02-14,2099-12-31,
12394,0,AUMC Procedure Order,HI-schema T=24,4218408,SNOMED,1986-02-15,2099-12-31,
16852,0,AUMC Procedure Order,CPAP filter verschonen,4251737,SNOMED,1986-02-16,2099-12-31,
9435,0,AUMC Procedure Order,CPAP masker geven,45767337,SNOMED,1986-02-17,2099-12-31,
9592,0,AUMC Procedure Order,Thoraxdrain zuigen,4164516,SNOMED,1986-02-18,2099-12-31,
12395,0,AUMC Procedure Order,HI-schema T=36,4218408,SNOMED,1986-02-19,2099-12-31,
9393,0,AUMC Procedure Order,Consult Mondhygiënist(e),4014829,SNOMED,1986-02-20,2099-12-31,
9438,0,AUMC Procedure Order,Dec. VPK inschakelen,4014829,SNOMED,1986-02-21,2099-12-31,
16902,0,AUMC Procedure Order,IABP check drukzak,4142475,SNOMED,1986-02-22,2099-12-31,
12409,0,AUMC Procedure Order,Citraat-CVVH T= 0,4218408,SNOMED,1986-02-23,2099-12-31,
9598,0,AUMC Procedure Order,VAP-registratie,4259233,SNOMED,1986-02-24,2099-12-31,
9298,0,AUMC Procedure Order,Parenterale infuuslijn verschonen,763493,SNOMED,1986-02-25,2099-12-31,
12780,0,AUMC Procedure Order,24-uurs urine afsluiten,4083913,SNOMED,1986-02-26,2099-12-31,
9320,0,AUMC Procedure Order,Consult Kaakchirurg,4014829,SNOMED,1986-02-27,2099-12-31,
9600,0,AUMC Procedure Order,Drukverband aanleggen,4190336,SNOMED,1986-02-28,2099-12-31,
20711,0,AUMC Procedure Order,Citraatslot verversen,36716435,SNOMED,1986-03-01,2099-12-31,
12781,0,AUMC Procedure Order,Ontlasting afnemen,4076765,SNOMED,1986-03-02,2099-12-31,
9439,0,AUMC Procedure Order,Decubitusstadium bepalen,4021321,SNOMED,1986-03-03,2099-12-31,
12785,0,AUMC Procedure Order,CPAP geven,40486624,SNOMED,1986-03-04,2099-12-31,
9299,0,AUMC Procedure Order,Faecescollecterzak verschonen,4224054,SNOMED,1986-03-05,2099-12-31,
9603,0,AUMC Procedure Order,Cytologie bepalen,44806445,SNOMED,1986-03-06,2099-12-31,
9440,0,AUMC Procedure Order,Eten bestellen keuken,4254899,SNOMED,1986-03-07,2099-12-31,
12799,0,AUMC Procedure Order,PET scan,4305790,SNOMED,1986-03-08,2099-12-31,
9321,0,AUMC Procedure Order,Consult Nefroloog,4014829,SNOMED,1986-03-09,2099-12-31,
9605,0,AUMC Procedure Order,IABP flush,4142475,SNOMED,1986-03-10,2099-12-31,
20712,0,AUMC Procedure Order,Vervangen binnencanule Portex Blue Line Ultra,4262010,SNOMED,1986-03-11,2099-12-31,
9300,0,AUMC Procedure Order,Drainzakje(s) wond verschonen,40481977,SNOMED,1986-03-12,2099-12-31,
9606,0,AUMC Procedure Order,MDO bespreking,45769370,SNOMED,1986-03-13,2099-12-31,
12802,0,AUMC Procedure Order,Draaien  als boomstam,4145643,SNOMED,1986-03-14,2099-12-31,
9442,0,AUMC Procedure Order,Eénmalig catheteriseren,4075951,SNOMED,1986-03-15,2099-12-31,
9324,0,AUMC Procedure Order,Cuffdruk meten,40489959,SNOMED,1986-03-16,2099-12-31,
12838,0,AUMC Procedure Order,Hielbogen,4026989,SNOMED,1986-03-17,2099-12-31,
9613,0,AUMC Procedure Order,Hotline gebruiken,4204138,SNOMED,1986-03-18,2099-12-31,
9443,0,AUMC Procedure Order,Blaas spoelen,4302745,SNOMED,1986-03-19,2099-12-31,
9301,0,AUMC Procedure Order,Consult Neuroloog,4014829,SNOMED,1986-03-20,2099-12-31,
12839,0,AUMC Procedure Order,Hielen vrijleggen,4026989,SNOMED,1986-03-21,2099-12-31,
20713,0,AUMC Procedure Order,Verschonen tracheacanule fixatie-bandje,4262010,SNOMED,1986-03-22,2099-12-31,
9326,0,AUMC Procedure Order,Bronchiaal toilet geven,4239191,SNOMED,1986-03-23,2099-12-31,
9444,0,AUMC Procedure Order,X-Thorax 6.00u,4163872,SNOMED,1986-03-24,2099-12-31,
10429,0,AUMC Procedure Order,Kalibratie capnograaf,0,None,1986-03-25,2099-12-31,
9445,0,AUMC Procedure Order,ECG 6.00u,4145308,SNOMED,1986-03-26,2099-12-31,
12896,0,AUMC Procedure Order,Decubitus score,4021176,SNOMED,1986-03-27,2099-12-31,
9329,0,AUMC Procedure Order,Catheteriseren,4250000,SNOMED,1986-03-28,2099-12-31,
10431,0,AUMC Procedure Order,IABP pulsaties,4262005,SNOMED,1986-03-29,2099-12-31,
20714,0,AUMC Procedure Order,Wisselligging buikligging,4196006,SNOMED,1986-03-30,2099-12-31,
9302,0,AUMC Procedure Order,Consult Cardioloog,4014829,SNOMED,1986-03-31,2099-12-31,
9330,0,AUMC Procedure Order,Ontcuffen,4337732,SNOMED,1986-04-01,2099-12-31,
12897,0,AUMC Procedure Order,Dec. wondverzorging Achterhoofd,4076776,SNOMED,1986-04-02,2099-12-31,
9446,0,AUMC Procedure Order,Lab. dgs Standaard 6.00u,4218408,SNOMED,1986-04-03,2099-12-31,
9332,0,AUMC Procedure Order,Wondverzorging,4300828,SNOMED,1986-04-04,2099-12-31,
9303,0,AUMC Procedure Order,Consult KNO-arts,4014829,SNOMED,1986-04-05,2099-12-31,
9511,0,AUMC Procedure Order,Maagzuigdrainage geven,4080799,SNOMED,1986-04-06,2099-12-31,
9447,0,AUMC Procedure Order,Bloedgas afn. 6.00u,4138399,SNOMED,1986-04-07,2099-12-31,
12900,0,AUMC Procedure Order,Dec. wondverzorging Anders,4076776,SNOMED,1986-04-08,2099-12-31,
9335,0,AUMC Procedure Order,Balloneren (Bronchiaal toilet),4336460,SNOMED,1986-04-09,2099-12-31,
9512,0,AUMC Procedure Order,Mobiliseren schema,4327195,SNOMED,1986-04-10,2099-12-31,
20717,0,AUMC Procedure Order,Huid neus checken op decubitus bij NIV,4021321,SNOMED,1986-04-11,2099-12-31,
12903,0,AUMC Procedure Order,Dec. wondverzorging Elleboog Re,4076776,SNOMED,1986-04-12,2099-12-31,
9449,0,AUMC Procedure Order,Opdr.\\Proc. Stoppen,44791828,SNOMED,1986-04-13,2099-12-31,
9304,0,AUMC Procedure Order,Consult Algemeen Chirurg,4014829,SNOMED,1986-04-14,2099-12-31,
9515,0,AUMC Procedure Order,Nasaal toilet geven,4184987,SNOMED,1986-04-15,2099-12-31,
12904,0,AUMC Procedure Order,Dec. wondverzorging Enkel Li,4076776,SNOMED,1986-04-16,2099-12-31,
9450,0,AUMC Procedure Order,Opdr.\\Proc Hervatten,44791828,SNOMED,1986-04-17,2099-12-31,
9305,0,AUMC Procedure Order,Consult Cardiochirurg,4014829,SNOMED,1986-04-18,2099-12-31,
9516,0,AUMC Procedure Order,Neusbril geven,4155151,SNOMED,1986-04-19,2099-12-31,
9336,0,AUMC Procedure Order,X-Opdracht nader te bepalen,4322976,SNOMED,1986-04-20,2099-12-31,
20747,0,AUMC Procedure Order,CAD met temperatuur-sensor,4257959,SNOMED,1986-04-21,2099-12-31,
20747,0,AUMC Procedure Order,CAD met temperatuur-sensor,4250000,SNOMED,1986-04-22,2099-12-31,
9517,0,AUMC Procedure Order,Ogen afplakken,4083093,SNOMED,1986-04-23,2099-12-31,
12905,0,AUMC Procedure Order,Dec. wondverzorging Enkel Re,4076776,SNOMED,1986-04-24,2099-12-31,
21080,0,AUMC Procedure Order,TED kousen uit,40480228,SNOMED,1986-04-25,2099-12-31,
9451,0,AUMC Procedure Order,Opdr.\\Proc. Tijdelijk stoppen,44791828,SNOMED,1986-04-26,2099-12-31,
9275,0,AUMC Procedure Order,Filter beademing verwisselen,4251737,SNOMED,1986-04-27,2099-12-31,
9522,0,AUMC Procedure Order,Hechtingen verwijderen,2721071,HCPCS,1986-04-28,2099-12-31,
9337,0,AUMC Procedure Order,Maagretentie bepalen,4285434,SNOMED,1986-04-29,2099-12-31,
12906,0,AUMC Procedure Order,Dec. wondverzorging Heup Li,4076776,SNOMED,1986-04-30,2099-12-31,
21105,0,AUMC Procedure Order,ECMO Time OUT (check),44791813,SNOMED,1986-05-01,2099-12-31,
9452,0,AUMC Procedure Order,Opdr.\\Proc. wijzigen,44791828,SNOMED,1986-05-02,2099-12-31,
9338,0,AUMC Procedure Order,Mondverzorging,4301571,SNOMED,1986-05-03,2099-12-31,
9339,0,AUMC Procedure Order,Oogverzorging,4295189,SNOMED,1986-05-04,2099-12-31,
9276,0,AUMC Procedure Order,Slangen beademingscircuit vervangen,4251737,SNOMED,1986-05-05,2099-12-31,
9525,0,AUMC Procedure Order,Reinigen fixatuur externe,4300828,SNOMED,1986-05-06,2099-12-31,
21108,0,AUMC Procedure Order,ECMO - aPTT controle,4218408,SNOMED,1986-05-07,2099-12-31,
12439,0,AUMC Procedure Order,Attentie/Herinnering,4136762,SNOMED,1986-05-08,2099-12-31,
9394,0,AUMC Procedure Order,Pijnteam inschakelen,4014829,SNOMED,1986-05-09,2099-12-31,
9340,0,AUMC Procedure Order,Duodenumsonde doorspuiten,4314880,SNOMED,1986-05-10,2099-12-31,
9526,0,AUMC Procedure Order,Sonde oraal geven,4128873,SNOMED,1986-05-11,2099-12-31,
12473,0,AUMC Procedure Order,Neus spoelen,4290236,SNOMED,1986-05-12,2099-12-31,
21111,0,AUMC Procedure Order,Kalibratie PiCCO,4039895,SNOMED,1986-05-13,2099-12-31,
9278,0,AUMC Procedure Order,Sponsje kunstneus verschonen,4295069,SNOMED,1986-05-14,2099-12-31,
9306,0,AUMC Procedure Order,Consult Neurochirurg,4014829,SNOMED,1986-05-15,2099-12-31,
9395,0,AUMC Procedure Order,Voedingsteam inschakelen,4139219,SNOMED,1986-05-16,2099-12-31,
12474,0,AUMC Procedure Order,Research generiek,4322976,SNOMED,1986-05-17,2099-12-31,
21179,0,AUMC Procedure Order,Pacemaker batterij wisselen,4051472,SNOMED,1986-05-18,2099-12-31,
9528,0,AUMC Procedure Order,Supra Pubische catheter spoelen,2007983,ICD9Proc,1986-05-19,2099-12-31,
9528,0,AUMC Procedure Order,Supra Pubische catheter spoelen,4178787,SNOMED,1986-05-20,2099-12-31,
9396,0,AUMC Procedure Order,Consult Psycholoog,4014829,SNOMED,1986-05-21,2099-12-31,
12493,0,AUMC Procedure Order,Binnencanule schoonmaken,4262010,SNOMED,1986-05-22,2099-12-31,
9530,0,AUMC Procedure Order,Uritip geven,4223103,SNOMED,1986-05-23,2099-12-31,
9279,0,AUMC Procedure Order,Sponsje spreekcanule verschonen,3655949,SNOMED,1986-05-24,2099-12-31,
9307,0,AUMC Procedure Order,Consult Gastro-enteroloog,4014829,SNOMED,1986-05-25,2099-12-31,
21193,0,AUMC Procedure Order,Controle nabloeden,4021177,SNOMED,1986-05-26,2099-12-31,
12537,0,AUMC Procedure Order,Drain spoelen,4194653,SNOMED,1986-05-27,2099-12-31,
9397,0,AUMC Procedure Order,Ziekenhuishygiënist(e) inschakelen,4014829,SNOMED,1986-05-28,2099-12-31,
9540,0,AUMC Procedure Order,Cuffdruk meten 8.00 uur,40489959,SNOMED,1986-05-29,2099-12-31,
9308,0,AUMC Procedure Order,Consult Psychiater,4014829,SNOMED,1986-05-30,2099-12-31,
9280,0,AUMC Procedure Order,Tracheacanule verzorgen,4262010,SNOMED,1986-05-31,2099-12-31,
12631,0,AUMC Procedure Order,Lithiumspiegel afnemen,4218408,SNOMED,1986-06-01,2099-12-31,
9547,0,AUMC Procedure Order,Glucose afnemen,4301936,SNOMED,1986-06-02,2099-12-31,
12686,0,AUMC Procedure Order,Nieuwe TPV,4237474,SNOMED,1986-06-03,2099-12-31,
9567,0,AUMC Procedure Order,AP verzorging,46271823,SNOMED,1986-06-04,2099-12-31,
21228,0,AUMC Procedure Order,"Wisselen  waterfles,maaghevelspuit ,vernevelse",4251737,SNOMED,1986-06-05,2099-12-31,
9309,0,AUMC Procedure Order,Consult Longarts,4014829,SNOMED,1986-06-06,2099-12-31,
9398,0,AUMC Procedure Order,Tolk (doventolk) inschakelen,4014829,SNOMED,1986-06-07,2099-12-31,
9281,0,AUMC Procedure Order,Stoma plak/zak verschonen,4076785,SNOMED,1986-06-08,2099-12-31,
12688,0,AUMC Procedure Order,Drukverband verwijderen,40480251,SNOMED,1986-06-09,2099-12-31,
9413,0,AUMC Procedure Order,Resetten CVVH,0,None,1986-06-10,2099-12-31,
9282,0,AUMC Procedure Order,Urimeter verschonen,4232412,SNOMED,1986-06-11,2099-12-31,
9310,0,AUMC Procedure Order,Consult Traumatoloog,4014829,SNOMED,1986-06-12,2099-12-31,
13053,0,AUMC Procedure Order,72 uurs Gesloten uitzuigsysteem verschonen,45760039,SNOMED,1986-06-13,2099-12-31,
12758,0,AUMC Procedure Order,"Venflon doorspuiten NaCL0,9%",4074324,SNOMED,1986-06-14,2099-12-31,
21240,0,AUMC Procedure Order,Nulmeting mobilisatie,4068410,SNOMED,1986-06-15,2099-12-31,
9423,0,AUMC Procedure Order,Beademingsafspraken,4251737,SNOMED,1986-06-16,2099-12-31,
9285,0,AUMC Procedure Order,Catheterzak verwisselen,4232412,SNOMED,1986-06-17,2099-12-31,
13158,0,AUMC Procedure Order,Schildklierfunctie,4218408,SNOMED,1986-06-18,2099-12-31,
20071,0,AUMC Procedure Order,Flexiseal spoelen,4068993,SNOMED,1986-06-19,2099-12-31,
13494,0,AUMC Procedure Order,X-Thorax 8.00u,4163872,SNOMED,1986-06-20,2099-12-31,
9311,0,AUMC Procedure Order,Consult Vaatchirurg,4014829,SNOMED,1986-06-21,2099-12-31,
12760,0,AUMC Procedure Order,VAP-scoreformulier invullen,4259233,SNOMED,1986-06-22,2099-12-31,
9427,0,AUMC Procedure Order,ADL schema opstellen,4154551,SNOMED,1986-06-23,2099-12-31,
9286,0,AUMC Procedure Order,Arterielijn verschonen,37396812,SNOMED,1986-06-24,2099-12-31,
9428,0,AUMC Procedure Order,ADL hulpmiddelen aanbieden,4084191,SNOMED,1986-06-25,2099-12-31,
20157,0,AUMC Procedure Order,SNAQ score bepalen,37208880,SNOMED,1986-06-26,2099-12-31,
12770,0,AUMC Procedure Order,Wondinspectie,4021322,SNOMED,1986-06-27,2099-12-31,
9287,0,AUMC Procedure Order,Drukzak vernieuwen,37396812,SNOMED,1986-06-28,2099-12-31,
13849,0,AUMC Procedure Order,Propofol infuuslijn verschonen,44808553,SNOMED,1986-06-29,2099-12-31,
9429,0,AUMC Procedure Order,Anamnese afnemen,4221994,SNOMED,1986-06-30,2099-12-31,
9288,0,AUMC Procedure Order,Lijnen verschonen,4299593,SNOMED,1986-07-01,2099-12-31,
12771,0,AUMC Procedure Order,Wisselligging,4205539,SNOMED,1986-07-02,2099-12-31,
9312,0,AUMC Procedure Order,Consult Orthopedisch chirurg,4014829,SNOMED,1986-07-03,2099-12-31,
9432,0,AUMC Procedure Order,Bewustzijn controle,40480653,SNOMED,1986-07-04,2099-12-31,
12779,0,AUMC Procedure Order,Urine afnemen,4212473,SNOMED,1986-07-05,2099-12-31,
9313,0,AUMC Procedure Order,Consult Diëtiste,4014829,SNOMED,1986-07-06,2099-12-31,
20161,0,AUMC Procedure Order,Transport incidenten formulier invullen,4296385,SNOMED,1986-07-07,2099-12-31,
9289,0,AUMC Procedure Order,Tubefixatie verschonen,4021519,SNOMED,1986-07-08,2099-12-31,
13932,0,AUMC Procedure Order,Filter expiratie cassette verwisselen,4251737,SNOMED,1986-07-09,2099-12-31,
9433,0,AUMC Procedure Order,Blaastraining geven,4301678,SNOMED,1986-07-10,2099-12-31,
20196,0,AUMC Procedure Order,Matras wisselen,37116894,SNOMED,1986-07-11,2099-12-31,
9314,0,AUMC Procedure Order,Consult Fysiotherapie,4014829,SNOMED,1986-07-12,2099-12-31,
13954,0,AUMC Procedure Order,VVA-score invullen,4295043,SNOMED,1986-07-13,2099-12-31,
9290,0,AUMC Procedure Order,24 uurs Gesloten uitzuigsysteem verschonen,45760039,SNOMED,1986-07-14,2099-12-31,
20255,0,AUMC Procedure Order,Lengte meten  m.b.v. meetlint,0,None,1986-07-15,2099-12-31,
9434,0,AUMC Procedure Order,Buikomvang meten,0,None,1986-07-16,2099-12-31,
9316,0,AUMC Procedure Order,Consult Dermatoloog,4014829,SNOMED,1986-07-17,2099-12-31,
