sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:values,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
8895,Color Sputum,359209,,359209,,,,Kleur Sputum,Wit; Helder; Groen; Donker/Groen; Geel; Purulent; Roest; Roze; Spoor bloed; Bloederig; Bruin; Grijs; Zwartig,Kleur Sputum,RESP-Uitzuigen,0,0.89,APPROVED,EQUAL,Patrick Thoral,1711323972153,4089228,Sputum finding,Observation,MAPS_TO,MAP VALUES to CONDITION_OCCURRENCE,Patrick Thoral,1711323929753,
8895,Color Sputum,359209,,359209,,,,Kleur Sputum,Wit; Helder; Groen; Donker/Groen; Geel; Purulent; Roest; Roze; Spoor bloed; Bloederig; Bruin; Grijs; Zwartig,Kleur Sputum,RESP-Uitzuigen,0,0.89,APPROVED,EQUAL,Patrick Thoral,1711323972153,37397754,Color,Observation,MAPS_TO_TYPE,MAP VALUES to CONDITION_OCCURRENCE,Patrick Thoral,1711323956717,
20548,CVVH treatment agreements Substitution PostDilution,200,,200,,,,CVVH behandel afspraken Substitutie PostDilutie,Bicarbonaat,CVVH behandel afspraken Substitutie PostDilutie,CVVH-Afspraken_Nieuw,0,0.42,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16259,Aftercare activities Bending and kneeling,62,,62,,,,Nazorg bezigheden Buigen knielen,"ja, ernstig beperkt; ja, een beetje beperkt; nee, helemaal niet beperkt",Nazorg bezigheden Buigen knielen,Nazorg-poli_Enquete_Brief,0,0.40,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
8896,Aspect SputumOld,31681,,31681,,,,Aspect SputumOud,Dun; Matig Dun; Matig Dik; Dik; Taai; Pluggen; Schuimend; Stinkend; Met etensresten,Aspect  Sputum Oud,RESP-Buiten gebruik,0,0.71,APPROVED,UNMATCHED,Patrick Thoral,1710340133838,0,Unmapped,,MAPS_TO,MAP VALUES to CONDITION_OCCURRENCE,,0,
13116,D_Thoraxsurgery_CABG and Valve Surgery,12734,,12734,,,,D_Thoraxchirurgie_CABG en Klepchirurgie,CABG; CABG re; AVR; AVR re; MVR; MVR re; MVP; Tricuspidalis chirurgie; Gecombineerde hartchirurgie; Diagnose anders; CABG (Off pump); CABG re (Off pump),D_Thoraxchirurgie_CABG en Klepchirurgie,Diagnose,0,0.31,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
20549,Citrate lock,708,,708,,,,Citraatslot,Aan; Uit,Citraatslot,CVVH-Overig,0,0.70,APPROVED,UNMATCHED,Patrick Thoral,1711298431028,0,Unmapped,,MAPS_TO,,,0,
8897,Drip NaCl,116613,,116613,,,,Druppelen NaCl,1x; 2x; 3x; 4x; 5x; 6x; 7x; 8x; geen,Druppelen NaCl,RESP-Uitzuigen,0,0.53,APPROVED,EQUIVALENT,Patrick Thoral,1711327314131,4337734,Tracheobronchial lavage,Procedure,MAPS_TO,MAP value to PROCEDURE_OCCURRENCE.quantity,Patrick Thoral,1711327309070,
16260,Aftercare activities km walk,62,,62,,,,Nazorg bezigheden km lopen,"ja, ernstig beperkt; ja, een beetje beperkt; nee, helemaal niet beperkt",Nazorg bezigheden km lopen,Nazorg-poli_Enquete_Brief,0,0.50,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
17020,SEC_APACHE IV Non-operative Gastrointestinal,127,,127,,,,SEC_APACHE IV Non-operative Gastro-intestinal,"Alcohol withdrawal; Bleeding, GI from esophageal varices/portal hypertension; Bleeding, GI-location unknown; Bleeding, lower GI; Bleeding, upper GI; Cancer, colon/rectal; Cancer, esophageal; Cancer, other GI; Diverticular disease; Encephalopathy, hepatic; GI Abscess/cyst; GI medical, other; GI Obstruction; GI Perforation/rupture; GI Vascular insufficiency; Hemorrhage, intra/retroperitoneal; Hepatic failure, acute; Inflammatory bowel disease; Pancreatitis; Peritonitis",SEC_APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,0.38,APPROVED,UNREVIEWED,Patrick Thoral,1710326494938,0,Unmapped,,MAPS_TO,,,0,
12111,Contact person 3 Relationship,2446,,2446,,,,Contactpersoon 3 Relatie,Echtgenoot; Echtgenote; Partner; Vader; Moeder; Zoon; Dochter; Broer; Zus; Neef; Nicht; Schoonvader; Schoonmoeder; Zwager; Schoonzuster; Schoonzoon; Schoondochter; Vriend; Vriendin; Kleinzoon; Kleindochter; Stiefzoon; Stiefdochter; Buurman; Buurvrouw; Anders(Zie opmerking),Relatie (3),Anamnese-Contactpersonen,0,0.69,APPROVED,EQUAL,Patrick Thoral,1711298805483,36203284,Contact Relationship to patient,Observation,MAPS_TO,,Patrick Thoral,1711298658704,
13117,D_Thoraxsurgery_Cardio different,929,,929,,,,D_Thoraxchirurgie_Cardio anders,ASD; VSD; VSR na infarct; Aneurysmectomie; Vrije wand ruptuur; Assist Device; Ontlasting pericardeffusie; Pericardectomie; AF ablatie; Diagnose anders,D_Thoraxchirurgie_Cardio anders,Diagnose,0,0.30,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
8898,Response to Suction,34192,,34192,,,,Reactie op Uitzuigen,Geen; Bradycard; Braken; Bronchospast.; Cyanose; Hypertensie; Klam; Sat.daling; Tachycard; Hypotensie; Onrust,Reactie Uitzuigen,RESP-Uitzuigen,0,0.72,APPROVED,UNMATCHED,Patrick Thoral,1711304679593,0,Unmapped,,MAPS_TO,,,0,
20626,DIM Medication Administration,735,,735,,,,DIM medicatie Toediening,IV; Per sonde; Oraal; Anders,DIM medicatie Toediening,DIM-medicatie,0,0.87,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
8899,Cough stimulus,251502,,251502,,,,Hoestprikkel,Goed; Redelijk; Geen; Productief; Niet prod.; Prikkelhoest; Matig,Hoestprikkel,RESP-Uitzuigen,0,0.75,APPROVED,EQUAL,Patrick Thoral,1687022712549,4146379,Cough reflex,Observation,MAPS_TO,,Patrick Thoral,1687022710073,
13118,D_Thoraxsurgery_Aorta surgery,1217,,1217,,,,D_Thoraxchirurgie_Aorta chirurgie,Aorta-wortel vervanging; Aorta-ascendens vervanging; Aorta-boog vervanging; Aorta-descendens vervanging; Bentall; Thoraco-abdominale aorta vervanging; Endovasculaire stent plaatsing; Dissectie; Diagnose anders,D_Thoraxchirurgie_Aorta chirurgie,Diagnose,0,0.27,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
12114,Gastrointestinal Denture,717,,717,,,,Gastro-Intestinaal Gebitsprothese,Onder; Boven; Onder & Boven,Gebitsprothese,Anamnese-Voeding&Gastro-intestinaal,0,0.80,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16261,Aftercare activities walking half a km,61,,61,,,,Nazorg bezigheden halve km lopen lopen,"ja, ernstig beperkt; ja, een beetje beperkt; nee, helemaal niet beperkt",Nazorg bezigheden halve km lopen lopen,Nazorg-poli_Enquete_Brief,0,0.45,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
9232,Ramsay scores,188634,,188634,,,,Ramsay score,"1 wakker, angstig, geagiteerd of rusteloos; 2 wakker, cooperatief, georiënteerd en rustig; 3 wakker, alleen respons op opdracht; 4 in slaap, maar snelle respons op prikkel; 5 inslaap, trage, slome reaktie op prikkel; 6 in slaap, helemaal geen reactie",Ramsay score,SCORE,0,0.79,APPROVED,EQUAL,Patrick Thoral,1687022970136,4105091,Ramsay sedation scale,Measurement,MAPS_TO,,Patrick Thoral,1687022969312,
9233,Patient attitude,1059872,4287468,1059872,SNOMED CT,397155001,Body position,Houding patiënt,Rugligging; Re-zijde; Li-zijde; Halfzittend; Zittend; Stoel; Buikligging; Rotarestbed; 30 graden; Trendelenburg; Anti - Trendelenburg; Buik re-zijde; Buik li-zijde,Houding patiënt,DIVERSEN,0,0.05,APPROVED,EQUAL,Patrick Thoral,1687020797128,4287468,Body position,Observation,MAPS_TO,,<auto>,1687020543345,
17021,SEC_APACHE IV Non-operative genitourinary,135,,135,,,,SEC_APACHE IV Non-operative genitourinary,"Genitourinary medical, other; Hemorrhage, postpartum (female); Hepato-renal syndrome; Pre-eclampsia/eclampsia (female); Renal failure, acute; Renal infection/abscess; Renal neoplasm, cancer; Renal obstruction",SEC_APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,0.41,APPROVED,UNREVIEWED,Patrick Thoral,1710326494938,0,Unmapped,,MAPS_TO,,,0,
9358,EVD-Open/Close,57309,,57309,,,,EVD-Open/Dicht,Open; Dicht,EVD-Open/Dicht,NEURO-Algemeen,0,0.36,APPROVED,INEXACT,Patrick Thoral,1711366939227,4106457,External drainage,Observation,MAPS_TO,,Patrick Thoral,1711366638155,
9358,EVD-Open/Close,57309,,57309,,,,EVD-Open/Dicht,Open; Dicht,EVD-Open/Dicht,NEURO-Algemeen,0,0.36,APPROVED,INEXACT,Patrick Thoral,1711366939227,4234117,Ventricular intracranial catheter,Device,MAPS_TO_TYPE,,Patrick Thoral,1711366832056,
13119,D_Thoraxsurgery_Pulmonary surgery,1326,,1326,,,,D_Thoraxchirurgie_Pulmonale chirurgie,Segment/Sleeve resectie; (bi)Lobectomie; Pneumectomie; Pleurectomie; Video Assist Thoracoscopie; Mediastinitis; Overige thoraxchirurgie; Diagnose anders,D_Thoraxchirurgie_Pulmonale chirurgie,Diagnose,0,0.32,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
20628,DIM medication What went wrong,489,,489,,,,DIM medicatie Wat ging er mis,"Verkeerde Medicatie Opdracht (medicament, dosering, manier van toedienen, tijdstip etc. ); Verkeerde bereiding (oplossing, hulpmiddel, materialen); Verkeerde toediening (verkeerde patiënt, tijd, route, snelheid etc.)",DIM medicatie Wat ging er mis,DIM-medicatie,0,0.49,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
9359,ELD-Open/Close,3502,,3502,,,,ELD-Open/Dicht,Open; Dicht,ELD-Open/Dicht,NEURO-Algemeen,0,0.43,APPROVED,INEXACT,Patrick Thoral,1711366889975,4106457,External drainage,Observation,MAPS_TO,,Patrick Thoral,1711366633528,
9359,ELD-Open/Close,3502,,3502,,,,ELD-Open/Dicht,Open; Dicht,ELD-Open/Dicht,NEURO-Algemeen,0,0.43,APPROVED,INEXACT,Patrick Thoral,1711366889975,45760696,Spinal catheter,Device,MAPS_TO_TYPE,,Patrick Thoral,1711366874393,
9534,Ventilation type Evita 1,42108,3004921,36981,LOINC,20124-4,Ventilation mode Ventilator,Type beademing Evita 1,IPPV; IPPV_Assist; CPPV; CPPV_Assist; SIMV; SIMV_ASB; ASB; CPAP; CPAP_ASB; MMV; MMV_ASB; BIPAP; Pressure Controled,Type Evita 1,ZZ-OUD-Resp-Evita Machinegegevens,0,0.34,APPROVED,EQUAL,Patrick Thoral,1687020793116,3004921,Ventilation mode Ventilator,Measurement,MAPS_TO,,<auto>,1687020546913,
9593,Temperature Place 2,16958,3024265,16958,LOINC,8327-9,Body temperature measurement site,Temperatuur Plaats 2,Axillair; Lies; Oraal; Rectaal; Li-voet huid; Re-voet huid; Li-been huid; Re-been huid; Blaas,Temp Plaats 2,HD-Temperatuur,0,0.49,APPROVED,EQUAL,Patrick Thoral,1687020805610,3024265,Body temperature measurement site,Observation,MAPS_TO,,<auto>,1687020546923,
20662,ECMO - Type,491,,491,,,,ECMO - Type,VA ECMO,ECMO - Type,ECMO,0,0.68,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16262,Aftercare activities 100m walk,61,,61,,,,Nazorg bezigheden 100m lopen,"ja, ernstig beperkt; ja, een beetje beperkt; nee, helemaal niet beperkt",Nazorg bezigheden 100m lopen,Nazorg-poli_Enquete_Brief,0,0.55,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
19608,BPS - Facial expression,79157,,79157,,,,BPS - Gelaatsuitdrukking,Ontspannen; Fronsende wenkbrauwen; Fronsende wenkbrauwen en knijpt ogen dicht; Grimassen,BPS - Gelaatsuitdrukking,SCORE,0,0.68,APPROVED,UNMATCHED,Patrick Thoral,1687034410548,0,Unmapped,,MAPS_TO,,,0,
19635,E_EMV_NICE_24hours,17432,3016335,17432,LOINC,9267-6,Glasgow coma score eye opening,E_EMV_NICE_24uur,Geen reactie; Reactie op pijnprikkel; Reactie op verbale prikkel; Spontane reactie,E_EMV_NICE_24uur,NICE-Overig,0,0.00,APPROVED,EQUAL,Patrick Thoral,1687020793376,3016335,Glasgow coma score eye opening,Measurement,MAPS_TO,,<auto>,1687020548215,
19636,M_EMV_NICE_24hours,17431,3008223,17431,LOINC,9268-4,Glasgow coma score motor,M_EMV_NICE_24uur,Geen reactie; Strekken; Decortatie reflex (abnormaal buigen); Spastische reactie (terugtrekken); Localiseert pijn; Volgt verbale commando's op,M_EMV_NICE_24uur,NICE-Overig,0,0.00,APPROVED,EQUAL,Patrick Thoral,1687020797354,3008223,Glasgow coma score motor,Measurement,MAPS_TO,,<auto>,1687020548231,
19637,V_EMV_NICE_24hours,18790,3009094,18790,LOINC,9270-0,Glasgow coma score verbal,V_EMV_NICE_24uur,"Geïntubeerd; Geen reactie (geen zichtbare poging tot praten); Onbegrijpelijke geluiden; Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk); Verwarde conversatie; Helder en adequaat (communicatie mogelijk)",V_EMV_NICE_24uur,NICE-Overig,0,0.00,APPROVED,EQUAL,Patrick Thoral,1687020793640,3009094,Glasgow coma score verbal,Measurement,MAPS_TO,,<auto>,1687020548243,
19638,E_EMV_NICE_Recording,52688,3016335,52688,LOINC,9267-6,Glasgow coma score eye opening,E_EMV_NICE_Opname,Geen reactie; Reactie op pijnprikkel; Reactie op verbale prikkel; Spontane reactie,E_EMV_NICE_Opname,NICE-Overig,0,0.02,APPROVED,EQUAL,Patrick Thoral,1687020801257,3016335,Glasgow coma score eye opening,Measurement,MAPS_TO,,<auto>,1687020548260,
19639,M_EMV_NICE_Recording,53609,3008223,53609,LOINC,9268-4,Glasgow coma score motor,M_EMV_NICE_Opname,Geen reactie; Strekken; Decortatie reflex (abnormaal buigen); Spastische reactie (terugtrekken); Localiseert pijn; Volgt verbale commando's op,M_EMV_NICE_Opname,NICE-Overig,0,0.02,APPROVED,EQUAL,Patrick Thoral,1687020793918,3008223,Glasgow coma score motor,Measurement,MAPS_TO,,<auto>,1687020548270,
19640,V_EMV_NICE_Recording,67981,3009094,67981,LOINC,9270-0,Glasgow coma score verbal,V_EMV_NICE_Opname,"Geïntubeerd; Geen reactie (geen zichtbare poging tot praten); Onbegrijpelijke geluiden; Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk); Verwarde conversatie; Helder en adequaat (communicatie mogelijk)",V_EMV_NICE_Opname,NICE-Overig,0,0.02,APPROVED,EQUAL,Patrick Thoral,1687020797566,3009094,Glasgow coma score verbal,Measurement,MAPS_TO,,<auto>,1687020548278,
9631,Ventilator(2),1,,1,,,,Beademingstoestel(2),Evita 1,Ventilator(2),ZZ-OUD-Resp-Evita Machinegegevens2,0,0.41,APPROVED,UNMATCHED,Patrick Thoral,1710341855474,0,Unmapped,,MAPS_TO,,,0,
9652,Ventilation type Evita 4(2),1,3004921,1,LOINC,20124-4,Ventilation mode Ventilator,Type Beademing Evita 4(2),BIPAP/ASB,Type Evita 4(2),ZZ-OUD-Resp-Evita Machinegegevens2,0,0.22,APPROVED,EQUAL,Patrick Thoral,1687020794147,3004921,Ventilation mode Ventilator,Measurement,MAPS_TO,,<auto>,1687020548622,
20671,Use Ultrasound,295,,295,,,,Gebruik Echografie,Niet; Voor de punctie; Tijdens de punctie,Gebruik Echografie,P_Globaal,0,0.81,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
13120,D_General surgery_Vasurgical surgery,3142,,3142,,,,D_Algemene chirurgie_Vaatchirurgie,Vaatchirurgie abdominaal; Thoraco-abdominale aorta vervanging; Vaatchirurgie perifeer; Embolectomie/trombolyse; Observatie aneurysma; EVAR; PTCA (perifere vaten); Overige (niet operatief); Diagnose anders,D_Algemene chirurgie_Vaatchirurgie,Diagnose,0,0.37,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
12116,Philosophy of life Spiritual caregiver,106,,106,,,,Levensbeschouwing Geestelijk verzorger,Gewenst; Ingeschakeld,Geestelijk verzorger,Anamnese-Ethiek&Levenbeschouwing,0,0.53,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
19641,Course trial Pregnant,138,,138,,,,Course trial Zwanger,Nee; Onbekend,Course trial Zwanger,Research CourseTrial,0,0.65,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
10104,"Venlafaxine, desmethyl (blood)",1,,1,,,,"Venlafaxine, desmethyl (bloed)",>,"Venlafaxine, desmethyl (bloed)",LAB-Tox-bloed,1,0.60,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
20752,CAD temperature study,33,,33,,,,CAD temperatuur studie,Ja,CAD temperatuur studie,Research-Processen,0,0.65,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
13121,D_General surgery_Abdominal surgery,5161,,5161,,,,D_Algemene chirurgie_Buikchirurgie,Pancreatitis/pancreatectomie; Lever resectie/perfusie; Galblaas/ galwegen chirurgie; Oesophagus/maag chirurgie; Dunne/dikkedarm chirurgie (perforatie of obstructie); Proeflaparotomie; Gastro-intestinaal voor bloeding; Gastro-intestinaal voor neoplasma; Gastro-intestinaal overig; Diagnose anders,D_Algemene chirurgie_Buikchirurgie,Diagnose,0,0.35,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
16263,Aftercare activities washing and getting dressed,63,,63,,,,Nazorg bezigheden wassen aankleden,"ja, ernstig beperkt; ja, een beetje beperkt; nee, helemaal niet beperkt",Nazorg bezigheden wassen aankleden,Nazorg-poli_Enquete_Brief,0,0.53,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
10464,Patient Blood Type,167,,167,,,,PatiëntBloedgroep,O-; O+; A-; A+; B-; B+; AB+,Bloedgroep,Anamnese-Patientgegevens,0,0.58,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
19642,Course trial Asthma,83,,83,,,,Course trial Astma,Ja (op basis van diagnose van een longarts); Nee; Onbekend,Course trial Astma,Research CourseTrial,0,0.65,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12119,Psychosocial M.M. W. Desired-Enabled,226,,226,,,,Psychosociaal M.M. W.  Gewenst-Ingeschakeld,Gewenst; Ingeschakeld,M.M.W.,Anamnese-Psychosociaal,0,0.41,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
13122,D_General surgery_Transplant surgery,655,,655,,,,D_Algemene chirurgie_Transplantatie chirurgie,Nier en pancreastransplantatie; Niertransplantatie; Pancreastransplantatie ; Transplantectomie (renaal),D_Algemene chirurgie_Transplantatie chirurgie,Diagnose,0,0.43,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
10466,View of life Faith,1060,,1060,,,,Levensbeschouwing Geloof,Baptist; Boedhist; Geen; Gereformeerd; Humanist; Moslim; Nederlands Hervormd; Rooms Katholiek; Jehova's getuige; Protestant; Jood,Geloof,Anamnese-Ethiek&Levenbeschouwing,0,0.57,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12127,Senses Hearing Hearing aid,309,,309,,,,Zintuigen Gehoor Gehoorapparaat,Gehoorapparaat Li; Gehoorapparaat Re; Gehoorapparaat Li+Re,Gehoorapparaat,Anamnese-Zintuigen,0,0.83,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
19643,Course trial Asthma Gold,16,,16,,,,Course trial Astma Gold,1 Gold 1 = FEV1 > 80% voorspeld; 2 Gold 2 = 50% voorspeld < FEV1 < 80% voorspeld; 3 Gold 3 = 30% voorspeld < FEV1 < 50% voorspeld; 4 Gold 4 = FEV1 < 30% voorspeld,Course trial Astma Gold,Research CourseTrial,0,0.56,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16271,Aftercare social activities,62,,62,,,,Nazorg sociale bezigheden,helemaal niet; enigszins; nogal; veel; heel erg veel,Nazorg sociale bezigheden,Nazorg-poli_Enquete_Brief,0,0.64,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
12128,Patient Specialism,38930,,38930,,,,Patiënt Specialisme,"CCH - Cardiochirurgie; NCH - Neurochirurgie; NEU - Neurologie; KNO - Keel, Neus & Oorarts; TRA - Traumatologie; CAR - Cardiologie; MDL - Maag-,Darm-,Leverziekten; GYN - Gynaecologie; HEM - Hematologie; HGE - Heelkunde Gastro-enterologie; HLO - Heelkunde Longen/Oncologie; HON - Heelkunde Oncologie; ICV - Intensive Care Volwassenen; INW - Inwendig; MON - Mondheelkunde; NEF - Nefrologie; OBS - Obstetrie; ONI - Oncologie Inwendig; OOG - Oogheelkunde; ORT - Orthopedie; PCH - Plastische chirurgie; URO - Urologie; VAT - Vaatchirurgie; VER - Verloskunde; Z - Anders; LON - Longziekte; REU - Reumatologie",Specialisme,Anamnese-Patientgegevens,0,0.65,APPROVED,EQUAL,Patrick Thoral,1711303463289,44789289,Referred by service,Observation,MAPS_TO,,Patrick Thoral,1711303461411,
20960,Nutritional history involuntary weight loss 3 months yes,23,,23,,,,Voedingsanamnese ongewild afgevallen 3 maanden ja,1-5 kg; 5-10 kg; 10-15 kg; Weet niet,Voedingsanamnese ongewild afgevallen 3 maanden ja,Voeding-SNAQ,0,0.64,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
10467,Patient Marital status,3464,,3464,,,,PatiëntBurgerlijke staat,Gehuwd; Gescheiden; Ongehuwd; Samenwonend; Weduwe/Weduwnaar,Burgerlijke staat,Anamnese-Patientgegevens,0,0.77,APPROVED,EQUAL,Patrick Thoral,1711365131105,3046344,Marital status,Observation,MAPS_TO,,Patrick Thoral,1711365124864,
13123,D_General surgery_Endocrinological surgery,177,,177,,,,D_Algemene chirurgie_Endocrinologische chirurgie,Endocrinologische chirurgie; Diagnose anders,D_Algemene chirurgie_Endocrinologische chirurgie,Diagnose,0,0.35,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
19644,Course trial Smoking status,82,,82,,,,Course trial Smoking status,Niet; Gestopt (minstens 3 maanden geleden; Actief (of < 3 maanden geleden gestopt); Onbekend,Course trial Smoking status,Research CourseTrial,0,0.64,APPROVED,EQUAL,Patrick Thoral,1711366469363,43054909,Tobacco smoking status,Observation,MAPS_TO,,Patrick Thoral,1711366467432,
16273,Aftercare pain past 4 weeks,60,,60,,,,Nazorg pijn afgelopen 4 weken,geen; heel licht; licht; nogal; ernstig; heel ernstig,Nazorg pijn afgelopen 4 weken,Nazorg-poli_Enquete_Brief,0,0.71,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
12129,PatientInfoRelationship,875,,875,,,,PatiëntInfoRelatie,Echtgenoot; Echtgenote; Partner; Vader; Moeder; Zoon; Dochter; Broer; Zus; Neef; Nicht; Zwager; Schoonzoon; Schoondochter; Vriend; Vriendin; Kleindochter; Stiefdochter; Buurman; Buurvrouw,Relatie,Anamnese-Patientgegevens,0,0.71,APPROVED,EQUIVALENT,Patrick Thoral,1711398000017,3046359,Relationship of subject to patient,Observation,MAPS_TO,,Patrick Thoral,1711397997767,
10468,PatientNationality,2362,,2362,,,,PatiëntNationaliteit,Duitse_U_1; Irakees; Marokkaanse_U_1; Nederlandse; nepalees; NL; Belgische; Franse; Duitse; Engelse; Spaanse; Italiaanse; Marokkaanse; Turkse; Amerikaanse; Russische; Japanse; Chinese; Overig,Nationaliteit,Anamnese-Patientgegevens,0,0.39,APPROVED,EQUIVALENT,Patrick Thoral,1711398073855,4087925,Ethnicity / related nationality data,Observation,MAPS_TO,,Patrick Thoral,1711398070248,
13124,D_General Surgery_Trauma,4630,,4630,,,,D_Algemene chirurgie_Trauma,Multi trauma (operatief); Multi trauma (niet operatief); Hoofdtrauma (operatief); Hoofdtrauma (niet operatief); Thoraxtrauma (operatief); Thoraxtrauma (niet operatief); Buiktrauma (operatief); Buiktrauma (niet operatief); Trauma wervelfr/dwarslaesie (operatief); Trauma wervelfr/dwarslaesie (niet operatief); Extremiteitentrauma (operatief); Extremiteitentrauma (niet operatief); Diagnose anders,D_Algemene chirurgie_Trauma,Diagnose,0,0.38,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
10469,Patient Gender,48609,,48609,,,,PatiëntGeslacht,Man; Vrouw,Geslacht,Anamnese-Patientgegevens,0,0.55,APPROVED,EQUAL,Patrick Thoral,1710316690899,4083588,Patient sex,Observation,MAPS_TO,DUPLICATE OF admissions.gender,Patrick Thoral,1710316689043,
16274,Aftercare pain activities past 4 weeks,58,,58,,,,Nazorg pijn werkzaamheden afgelopen 4 weken,helemaal niet; een klein beetje; nogal; veel; heel erg veel,Nazorg pijn werkzaamheden afgelopen 4 weken,Nazorg-poli_Enquete_Brief,0,0.63,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
12130,Patient Mode Of Admission,41085,,41085,,,,PatiëntWijzeVanOpname,Van ander ziekenhuis; Van andere afdeling; Via Eerste Hulp; Via Eerste Harthulp,Wijze van opname,Anamnese-Patientgegevens,0,0.70,APPROVED,EQUAL,Patrick Thoral,1711303231651,4287771,Referral source,Observation,MAPS_TO,,Patrick Thoral,1711303228848,
20961,Nutritional anamnesis food intake week before IC,34,,34,,,,Voedingsanamnese voedselinname week voor IC,tot een kwart  (0-25%)  van normaal ; kwart tot de helft (25-50%) van normaal; helft tot driekwart (50-75%) van normaal ; meer dan driekwart (> 75%) van normaal; Weet niet,Voedingsanamnese voedselinname week voor IC,Voeding-SNAQ,0,0.49,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
10470,Reason for dismissal,42126,,42126,,,,Reden voor ontslag,Klaar voor IC ontslag; Ontslag ivm schaarste IC bedden; Overleden - Geen Obductie; Overleden - Obductie; Overplaatsing binnen IC; Overplaatsing naar gelijkwaardige IC; Overplaatsing voor palliative zorg; Terminale thuiszorg; Uitgesteld ontslag ivm schaarste afdelingsbedden; Vertrek tegen medisch advies; Nooit gekomen; Klaar voor MC ontslag,Reden voor ontslag,Patientenbestandparameters,0,0.70,APPROVED,EQUAL,Patrick Thoral,1710316733645,763892,Reason for transfer,Observation,MAPS_TO,,Patrick Thoral,1710316729295,
