sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:unitid,ADD_INFO:unit,ADD_INFO:ucum_code,ADD_INFO:low_normal_value,ADD_INFO:high_normal_value,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
11796,Factor II activity (blood),150,,,,,Factor II activiteit (bloed),Factor II activiteit (bloed),LAB-Hem-bloed,191,Geen,,60,120,0.48,APPROVED,EQUAL,Patrick Thoral,1710246867698,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710246846385,
18442,Leuco's ascitic fluid (ascitic fluid),72,,,,,Leuco's ascitesvocht (ascitesvocht),Leuco's ascitesvocht (ascitesvocht),LAB-Hem-diversen,101,10^9/l,10*9/L,,,0.41,APPROVED,EQUAL,Patrick Thoral,1696985759530,3023487,Leukocytes [#/volume] in Peritoneal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696985754709,
9993,act.HCO3 (other),6,,,,,act.HCO3 (overig),act.HCO3 (overig),LAB-Divers-diversen,97,mmol/l,mmol/L,,,0.41,APPROVED,EQUAL,Patrick Thoral,1696975177272,3024655,Bicarbonate [Moles/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696975176087,
10164,B2-Microglobulin (urine),2,,,,,B2-Microglobuline (urine),B2-Microglobuline (urine),LAB-Chem-urine,41,µg/l,ug/L,,,0.52,UNCHECKED,UNREVIEWED,,0,4216186,Beta-2-microglobulin measurement,Measurement,MAPS_TO,,<auto>,1686354560200,
14333,freeK/L ratio (urine),1,,,,,vryK/Lratio  (urine),vryK/Lratio  (urine),LAB-Chem-verz. urine,191,Geen,,,,0.28,UNCHECKED,UNREVIEWED,,0,4215539,Urine ratio,Measurement,MAPS_TO,,<auto>,1686354560375,
11797,Factor V activity (blood),176,,,,,Factor V activiteit (bloed),Factor V activiteit (bloed),LAB-Hem-bloed,191,Geen,,60,120,0.46,APPROVED,EQUAL,Patrick Thoral,1710246867698,3005757,Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,Patrick Thoral,1696981765437,
11797,Factor V activity (blood),176,,,,,Factor V activiteit (bloed),Factor V activiteit (bloed),LAB-Hem-bloed,191,Geen,,60,120,0.46,APPROVED,EQUAL,Patrick Thoral,1710246867698,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710246846385,
9837,VANCOMYdal (blood),29,,,,,VANCOMYdal (bloed),VANCOMYdal (bloed),LAB-Tox-bloed,63,mg/l,mg/L,3,8,0.33,APPROVED,EQUAL,Patrick Thoral,1715029501063,3018920,Vancomycin [Mass/volume] in Serum or Plasma --trough,Measurement,MAPS_TO,,Patrick Thoral,1715029498918,
17973,Alpha 2 antiplasmin (blood),3,,,,,Alfa 2 antiplasmine (bloed),Alfa 2 antiplasmine (bloed),LAB-Chem-bloed,191,Geen,,,,0.67,UNCHECKED,UNREVIEWED,,0,37398587,Alpha 2 antiplasmin activity,Measurement,MAPS_TO,,<auto>,1686354560543,
10165,B2-MICRO (urine),2,,,,,B2-MICRO (urine),B2-MICRO (urine),LAB-Chem-verz. urine,41,µg/l,ug/L,,,0.32,UNCHECKED,UNREVIEWED,,0,3043349,Beta-2-Microglobulin [Presence] in Urine,Measurement,MAPS_TO,,<auto>,1686354560586,
18443,Leuco's Dialysate (Dialysate),8,,,,,Leuco's dialysaat (dialysaat),Leuco's dialysaat (dialysaat),LAB-Hem-diversen,101,10^9/l,10*9/L,,,0.26,APPROVED,EQUAL,Patrick Thoral,1696985768534,3051232,Leukocytes [#/volume] in Dialysis fluid,Measurement,MAPS_TO,,Patrick Thoral,1696985767953,
14334,EOabs (blood),2797,,,,,EOabs (bloed),EOabs (bloed),LAB-Hem-bloed,101,10^9/l,10*9/L,,,0.33,APPROVED,EQUAL,Patrick Thoral,1696978567898,3013115,Eosinophils [#/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696978565773,
9994,B.E. (blood),654665,,,,,B.E. (bloed),B.E. (bloed),LAB-Astr-bloed,97,mmol/l,mmol/L,-2,3,0.38,APPROVED,EQUAL,Patrick Thoral,1686355487195,3012501,Base excess in Blood by calculation,Measurement,MAPS_TO,,Patrick Thoral,1686355460738,
9839,VANCOMYtop (blood),1,,,,,VANCOMYtop (bloed),VANCOMYtop (bloed),LAB-Tox-bloed,63,mg/l,mg/L,20,30,0.32,APPROVED,EQUAL,Patrick Thoral,1715199259833,3011461,Vancomycin [Mass/volume] in Serum or Plasma --peak,Measurement,MAPS_TO,,Patrick Thoral,1715199257926,
17975,Amikacin (liquor),4,,,,,Amikacine (liquor),Amikacine (liquor),LAB-Tox-liquor,63,mg/l,mg/L,,,0.54,APPROVED,EQUAL,Patrick Thoral,1715199669505,3009772,Amikacin [Mass/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1715199668244,
11798,Factor VII activity (blood),161,,,,,Factor VII activiteit (bloed),Factor VII activiteit (bloed),LAB-Hem-bloed,191,Geen,,60,120,0.52,APPROVED,EQUAL,Patrick Thoral,1710246867698,3011547,Coagulation factor VII activity actual/normal in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,Patrick Thoral,1696981775521,
11798,Factor VII activity (blood),161,,,,,Factor VII activiteit (bloed),Factor VII activiteit (bloed),LAB-Hem-bloed,191,Geen,,60,120,0.52,APPROVED,EQUAL,Patrick Thoral,1710246867698,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710246846385,
9995,B.E. (other),5,,,,,B.E. (overig),B.E. (overig),LAB-Divers-diversen,97,mmol/l,mmol/L,,,0.40,APPROVED,EQUAL,Patrick Thoral,1696976424846,21490592,Base excess in Extracellular fluid by calculation,Measurement,MAPS_TO,,Patrick Thoral,1696976423487,
14335,Blast abs (blood),2793,,,,,Blasten abs (bloed),Blasten abs (bloed),LAB-Hem-bloed,101,10^9/l,10*9/L,,,0.36,APPROVED,EQUAL,Patrick Thoral,1696976817310,3005105,Blasts [#/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696976815525,
9841,Zuclopenthixol (blood),3,,,,,Zuclopentixol (bloed),Zuclopentixol (bloed),LAB-Tox-bloed,41,µg/l,ug/L,,,0.55,APPROVED,EQUAL,Patrick Thoral,1715206165940,3028489,Clopenthixol [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715206164838,
18444,Leuco's drain moisture (drain),7,,,,,Leuco's drainvocht (drain),Leuco's drainvocht (drain),LAB-Hem-diversen,101,10^9/l,10*9/L,,,0.32,APPROVED,EQUAL,Patrick Thoral,1696985790735,3022174,Leukocytes [#/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696985785652,
17976,Amitriptyline (blood),4,,,,,Amitriptyline (bloed),Amitriptyline (bloed),LAB-Tox-bloed,41,µg/l,ug/L,,,0.53,APPROVED,EQUAL,Patrick Thoral,1715200185781,21491391,Amitriptyline [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715200183842,
14336,Promyelocytes (blood),2798,,,,,Promyelocyten (bloed),Promyelocyten (bloed),LAB-Hem-bloed,101,10^9/l,10*9/L,,,0.62,APPROVED,EQUAL,Patrick Thoral,1696987268671,3022709,Promyelocytes [#/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696987268178,
9884,FENYTO.tot (other),1,,,,,FENYTO.tot (overig),FENYTO.tot (overig),LAB-Tox-diversen,63,mg/l,mg/L,,,0.29,APPROVED,EQUAL,Patrick Thoral,1715199975299,3005742,Phenytoin [Mass/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1715199974157,
11800,Factor VIII activity (blood),278,,,,,Factor VIII activiteit (bloed),Factor VIII activiteit (bloed),LAB-Hem-bloed,191,Geen,,60,120,0.54,APPROVED,EQUAL,Patrick Thoral,1710246867698,3019250,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,Patrick Thoral,1696981780368,
11800,Factor VIII activity (blood),278,,,,,Factor VIII activiteit (bloed),Factor VIII activiteit (bloed),LAB-Hem-bloed,191,Geen,,60,120,0.54,APPROVED,EQUAL,Patrick Thoral,1710246867698,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710246846385,
11732,CD15 (blood),5,,,,,CD15 (bloed),CD15 (bloed),LAB-Imm-bloed,191,Geen,,,,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
9996,partial pressure of oxygen blood,654417,,LOINC,11556-8,Oxygen [Partial pressure] in Blood,PO2 (bloed),PO2 (bloed),LAB-Astr-bloed,173,mmHg,mm[Hg],76,,0.97,APPROVED,EQUAL,Patrick Thoral,1686355513176,3027315,Oxygen [Partial pressure] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1686355510600,
12216,CALCIUM (other),1,,,,,CALCIUM      (overig),CALCIUM      (overig),LAB-Chem-diversen,157,µmol/24uur,umol/(24.h),,,0.37,APPROVED,EQUAL,Patrick Thoral,1696977063262,3000822,Calcium [Mass/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696977061564,
9997,pO2 (other),14,,,,,pO2 (overig),pO2 (overig),LAB-Astr-diversen,173,mmHg,mm[Hg],,,0.61,APPROVED,EQUAL,Patrick Thoral,1696987233713,3010251,Oxygen [Partial pressure] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696987232755,
18445,Leuco's peritoneal fluid (perito. fluid capd),16,,,,,Leuco's peritoneaalvocht (perito.vocht capd),Leuco's peritoneaalvocht (perito.vocht capd),LAB-Hem-diversen,101,10^9/l,10*9/L,,,0.36,APPROVED,EQUAL,Patrick Thoral,1696985819296,3029856,Leukocytes [#/volume] in Peritoneal dialysis fluid,Measurement,MAPS_TO,,Patrick Thoral,1696985818542,
17979,Amylase Ascitic Fluid (Ascitic Fluid),35,,,,,Amylase ascitesvocht (ascitesvocht),Amylase ascitesvocht (ascitesvocht),LAB-Chem-diversen,183,E/l,U/L,,,0.70,APPROVED,EQUAL,Patrick Thoral,1696975683247,3008691,Amylase [Enzymatic activity/volume] in Peritoneal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696975653244,
11733,CD19 (bone marrow),9,,,,,CD19 (beenmerg),CD19 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
12217,Calcium total (sat. urine),19,,,,,Calcium totaal (verz. urine),Calcium totaal (verz. urine),LAB-Chem-verz. urine,316,mmol/24uur,mmol/(24.h),,,0.38,APPROVED,EQUAL,Patrick Thoral,1696984617184,3010838,Calcium [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984616558,
19058,Darunavir (blood),1,,,,,Darunavir (bloed),Darunavir (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.54,APPROVED,EQUAL,Patrick Thoral,1696978124668,40761060,Darunavir [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1696978121389,
9897,GENTAMIonb (diverse)-LabZis2,1,,,,,GENTAMIonb (divers)-LabZis2,GENTAMIonb-div-LabZis2,LAB-LabZIS2_Ongebruikt,63,mg/l,mg/L,,,0.22,APPROVED,EQUAL,Patrick Thoral,1696983177645,3003029,Gentamicin [Mass/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696983176646,
11734,CD19 (blood),16,,,,,CD19 (bloed),CD19 (bloed),LAB-Imm-bloed,191,Geen,,,,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
17980,Amylase drain fluid (drain),310,,,,,Amylase drainvocht (drain),Amylase drainvocht (drain),LAB-Chem-diversen,183,E/l,U/L,,,0.47,APPROVED,INEXACT,Patrick Thoral,1696975677171,3012133,Amylase [Enzymatic activity/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696975672713,
9924,sodium,226219,,LOINC,2951-2,Sodium [Moles/volume] in Serum or Plasma,Natrium (bloed),Natrium (bloed),LAB-Chem-bloed,97,mmol/l,mmol/L,136,146,0.76,APPROVED,EQUAL,Patrick Thoral,1688164105035,3019550,Sodium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688164103490,
10000,Toxicological testing (blood),2,,,,,Toxicologisch onderzoek (bloed),Toxicologisch onderzoek (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.42,APPROVED,UNMATCHED,Patrick Thoral,1715205978903,0,Unmapped,,MAPS_TO,,,0,
12218,CHLORINE (other),1,,,,,CHLOOR       (overig),CHLOOR       (overig),LAB-Chem-diversen,157,µmol/24uur,umol/(24.h),,,0.27,APPROVED,EQUAL,Patrick Thoral,1696977530105,3013194,Chloride [Moles/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696977529208,
9926,SODIUM (other),58,,,,,NATRIUM (overig),NATRIUM (overig),LAB-Chem-diversen,97,mmol/l,mmol/L,,,0.36,UNCHECKED,UNREVIEWED,,0,4021154,"Sodium measurement, serum",Measurement,MAPS_TO,,<auto>,1686354562696,
19061,Flucloxacillin (blood),1,,,,,Flucloxacilline (bloed),Flucloxacilline (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.53,APPROVED,EQUAL,Patrick Thoral,1715202929267,3031731,Floxacillin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715202925825,
11735,CD19/CD5 (bone marrow),3,,,,,CD19/CD5 (beenmerg),CD19/CD5 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.40,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
17981,Anti Fxa (Blood),473,,,,,Anti Fxa  (bloed),Anti Fxa  (bloed),LAB-Hem-bloed,187,IE/ml,[IU]/mL,,,0.50,APPROVED,EQUAL,Patrick Thoral,1696975909366,3020427,Coagulation factor X inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,Patrick Thoral,1696975905855,
9927,potassium,220787,,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,Kalium (bloed),Kalium (bloed),LAB-Chem-bloed,97,mmol/l,mmol/L,"3,5","4,5",0.82,APPROVED,EQUAL,Patrick Thoral,1688164136165,3023103,Potassium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688164135113,
10004,TOX. OND.2 (blood),1,,,,,TOX. OND.2 (bloed),TOX. OND.2 (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.23,APPROVED,UNMATCHED,Patrick Thoral,1715205978903,0,Unmapped,,MAPS_TO,,,0,
11736,CD19/CD5 (blood),7,,,,,CD19/CD5 (bloed),CD19/CD5 (bloed),LAB-Imm-bloed,191,Geen,,,,0.38,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
12219,Chlorine (sat. urine),7,,,,,Chloor  (verz. urine),Chloor  (verz. urine),LAB-Chem-verz. urine,316,mmol/24uur,mmol/(24.h),,,0.25,APPROVED,EQUAL,Patrick Thoral,1696984600384,3006567,Chloride [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984599906,
17982,aptt (blood),68230,,,,,APTT (bloed),APTT (bloed),LAB-Hem-bloed,3,sec,s,,,0.57,APPROVED,EQUAL,Patrick Thoral,1688593848024,3013466,aPTT in Blood by Coagulation assay,Measurement,MAPS_TO,,Patrick Thoral,1688593822928,
19062,Ganciclovir (blood),6,,,,,Ganciclovir (bloed),Ganciclovir (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.59,APPROVED,EQUAL,Patrick Thoral,1715203228489,40763136,Ganciclovir [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715203227706,
9929,Potassium (other),23,,,,,Kalium (overig),Kalium (overig),LAB-Chem-diversen,97,mmol/l,mmol/L,,,0.50,APPROVED,EQUAL,Patrick Thoral,1696984512258,3036243,Potassium [Moles/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696984511497,
11737,CD1a (bone marrow),3,,,,,CD1a (beenmerg),CD1a (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.59,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
10008,TOX. OND.3 (blood),1,,,,,TOX. OND.3 (bloed),TOX. OND.3 (bloed),LAB-Tox-bloed,41,µg/l,ug/L,,,0.24,APPROVED,UNMATCHED,Patrick Thoral,1715205978903,0,Unmapped,,MAPS_TO,,,0,
12223,Phosphate (sat. urine),15,,,,,Fosfaat (verz. urine),Fosfaat (verz. urine),LAB-Chem-verz. urine,316,mmol/24uur,mmol/(24.h),,,0.35,APPROVED,EQUAL,Patrick Thoral,1696984646531,3010600,Phosphate [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984645822,
17983,Aspergillus KWAN (blood),1,,,,,Aspergillus KWAN (bloed),Aspergillus KWAN (bloed),LAB-Viro-Micro-bloed,198,kE/l,kU/L,,,0.41,APPROVED,EQUAL,Patrick Thoral,1696976346939,3035826,Galactomannan Ag [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1696976343314,
11738,CD1a (blood),5,,,,,CD1a (bloed),CD1a (bloed),LAB-Imm-bloed,191,Geen,,,,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
9930,Chlorine (blood),178659,,,,,Chloor (bloed),Chloor (bloed),LAB-Chem-bloed,97,mmol/l,mmol/L,98,108,0.44,APPROVED,EQUAL,Patrick Thoral,1688592470531,3014576,Chloride [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688592468923,
19065,Meropenem (blood),3,,,,,Meropenem (bloed),Meropenem (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.38,APPROVED,EQUAL,Patrick Thoral,1715203578096,3032812,Meropenem [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715203577242,
12228,Potassium (sat. urine),127,,,,,Kalium (verz. urine),Kalium (verz. urine),LAB-Chem-verz. urine,316,mmol/24uur,mmol/(24.h),,,0.46,APPROVED,EQUAL,Patrick Thoral,1696984418451,3016330,Potassium [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984415232,
11739,CD2 (bone marrow),3,,,,,CD2 (beenmerg),CD2 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
10024,Paracetamol (blood),192,,,,,Paracetamol (bloed),Paracetamol (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.50,APPROVED,EQUAL,Patrick Thoral,1696986682231,40763107,Acetaminophen [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696986681609,
19067,Sirolimus (blood),10,,,,,Sirolimus (bloed),Sirolimus (bloed),LAB-Tox-bloed,41,µg/l,ug/L,,,0.63,APPROVED,EQUAL,Patrick Thoral,1715205180510,3021374,Sirolimus [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715205179545,
17986,B cells (bone marrow),2,,,,,B-cellen (beenmerg),B-cellen (beenmerg),LAB-Hem-bloed,191,Geen,,,,0.49,UNCHECKED,UNREVIEWED,,0,3039404,Other cells/100 cells in Bone marrow,Measurement,MAPS_TO,,<auto>,1686354564035,
9932,Chlorine (other),20,,,,,Chloor (overig),Chloor (overig),LAB-Chem-diversen,97,mmol/l,mmol/L,,,0.27,APPROVED,EQUAL,Patrick Thoral,1696977524962,3013194,Chloride [Moles/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696977523283,
11740,CD2 (blood),6,,,,,CD2 (bloed),CD2 (bloed),LAB-Imm-bloed,191,Geen,,,,0.53,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
17987,B cells (blood),4,,,,,B-cellen (bloed),B-cellen (bloed),LAB-Hem-bloed,191,Geen,,,,0.40,UNCHECKED,UNREVIEWED,,0,3045702,Viable cells/100 cells in Blood,Measurement,MAPS_TO,,<auto>,1686354564368,
12230,Creatinine (saturation urine),763,,,,,Kreatinine (verz. urine),Kreatinine (verz. urine),LAB-Chem-verz. urine,316,mmol/24uur,mmol/(24.h),,,0.46,APPROVED,EQUAL,Patrick Thoral,1696985072953,3025549,Creatine [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696985072282,
11741,CD20 (bone marrow),7,,,,,CD20 (beenmerg),CD20 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.58,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
9933,Calcium total (blood),140461,,,,,Calcium totaal (bloed),Calcium totaal (bloed),LAB-Chem-bloed,97,mmol/l,mmol/L,"2,2","2,6",0.43,APPROVED,EQUAL,Patrick Thoral,1688592543249,3015377,Calcium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688592541803,
10028,Ethanol pharmacy (blood),546,,,,,Ethanol apotheek (bloed),Ethanol apotheek (bloed),LAB-Tox-bloed,62,g/l,g/L,"1,5",,0.40,APPROVED,EQUAL,Patrick Thoral,1696979857186,3025643,Ethanol [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696979856260,
19069,Sunitib + desethylsunitinib (blood),1,,,,,Sunitib + desethylsunitinib (bloed),Sunitib + desethylsunitinib (bloed),LAB-Tox-bloed,41,µg/l,ug/L,,,0.28,APPROVED,UNMATCHED,Patrick Thoral,1715205635158,0,Unmapped,,MAPS_TO,,,0,
9934,CALCIUM (other),28,,,,,CALCIUM (overig),CALCIUM (overig),LAB-Chem-diversen,97,mmol/l,mmol/L,,,0.37,APPROVED,EQUAL,Patrick Thoral,1696977056718,3014089,Calcium [Moles/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696977054736,
17990,Beta-Trace ratio (other),11,,,,,Beta-Trace ratio (overig),Beta-Trace ratio (overig),LAB-Chem-diversen,191,Geen,,,,0.39,UNCHECKED,UNREVIEWED,,0,3052056,Beta-trace protein [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1686354564944,
11742,CD20 (blood),11,,,,,CD20 (bloed),CD20 (bloed),LAB-Imm-bloed,191,Geen,,,,0.53,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
12232,Magnesium (sat. urine),7,,,,,Magnesium (verz. urine),Magnesium (verz. urine),LAB-Chem-verz. urine,316,mmol/24uur,mmol/(24.h),,,0.49,APPROVED,EQUAL,Patrick Thoral,1696985083623,3017937,Magnesium [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696985082064,
10032,Methanol (blood),4,,,,,Methanol (bloed),Methanol (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.50,APPROVED,EQUAL,Patrick Thoral,1715203593969,3009210,Methanol [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715203592780,
12233,Sodium (other),1,,,,,Natrium  (overig),Natrium  (overig),LAB-Chem-diversen,157,µmol/24uur,umol/(24.h),,,0.36,UNCHECKED,UNREVIEWED,,0,4021154,"Sodium measurement, serum",Measurement,MAPS_TO,,<auto>,1686354565351,
10038,Lead (blood),2,,,,,Lood (bloed),Lood (bloed),LAB-Chem-bloed,41,µg/l,ug/L,,,0.48,UNCHECKED,UNREVIEWED,,0,37392647,Blood lead level,Measurement,MAPS_TO,,<auto>,1686354565501,
9935,Phosphate (blood),139031,,,,,Fosfaat (bloed),Fosfaat (bloed),LAB-Chem-bloed,97,mmol/l,mmol/L,"0,7","1,4",0.46,APPROVED,EQUAL,Patrick Thoral,1688592567989,3003458,Phosphate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688592565545,
11743,CD22 (bone marrow),6,,,,,CD22 (beenmerg),CD22 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
17993,Bilirubin ascitic fluid (ascitic fluid),18,,,,,Bilirubine ascitesvocht (ascitesvocht),Bilirubine ascitesvocht (ascitesvocht),LAB-Chem-diversen,99,µmol/l,umol/L,,,0.54,APPROVED,EQUAL,Patrick Thoral,1696976637920,3042045,Bilirubin.total [Moles/volume] in Peritoneal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696976605635,
19174,Ciclosporin AUC [0-12] (blood),1,,,,,Ciclosporine AUC [0-12] (bloed),Ciclosporine AUC [0-12] (bloed),LAB-Tox-bloed,334,µg.uur/l,ug.h/L,,,0.31,APPROVED,EQUAL,Patrick Thoral,1696977739408,1989318,cycloSPORINE [AUC] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696977738269,
11744,CD22 (blood),12,,,,,CD22 (bloed),CD22 (bloed),LAB-Imm-bloed,191,Geen,,,,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
12234,Sodium (sat. urine),359,,,,,Natrium (verz. urine),Natrium (verz. urine),LAB-Chem-verz. urine,316,mmol/24uur,mmol/(24.h),,,0.38,APPROVED,EQUAL,Patrick Thoral,1696985092869,3002079,Sodium [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696985092224,
17995,Blast (blood),3,,,,,Blasten (bloed),Blasten (bloed),LAB-Hem-bloed,191,Geen,,,,0.42,APPROVED,EQUAL,Patrick Thoral,1710246665678,3025159,Blasts/100 leukocytes in Blood,Measurement,MAPS_TO,,Patrick Thoral,1710246649265,
17995,Blast (blood),3,,,,,Blasten (bloed),Blasten (bloed),LAB-Hem-bloed,191,Geen,,,,0.42,APPROVED,EQUAL,Patrick Thoral,1710246665678,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710246661650,
9937,Alb.Chem (Blood),104004,,,,,Alb.Chem (bloed),Alb.Chem (bloed),LAB-Chem-bloed,62,g/l,g/L,35,52,0.29,APPROVED,EQUAL,Patrick Thoral,1688593591463,3024561,Albumin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688593589929,
10051,Serum Total Protein (blood),257,,,,,Serum Totaal Eiwit (bloed),Serum Totaal Eiwit (bloed),LAB-Chem-bloed,62,g/l,g/L,,,0.69,APPROVED,EQUAL,Patrick Thoral,1715033606514,3020630,Protein [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715033605455,
19175,Renin conc (blood),4,,,,,Renineconc (bloed),Renineconc (bloed),LAB-Endo-bloed,202,mE/l,mU/L,,,0.37,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354566460,
11745,CD23 (bone marrow),3,,,,,CD23 (beenmerg),CD23 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.59,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
