source_concept_id,source_concept,count,count_validated,itemid,item,abbreviation,category,islabresult,valueid,source_concept_en
18604-12,Cardiovasculair,50,50,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,12,Cardiovascular
18604-13,Cardiovasculair multiple trauma,15,15,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,13,Cardiovascular multiple trauma
18604-14,Coronair lijden,54,54,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,14,Coronary suffering
18604-15,Thoracaal of abdominaal aneurysma,15,15,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,15,Thoracic or abdominal aneurysm
18604-16,Congestief hart falen,106,106,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,16,Congestive heart failure
18604-17,Hypertensie,20,20,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,17,Hypertension
18604-18,Ritmestoornissen,88,88,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,18,Arrhythmias
18604-19,Cardiogene shock,50,50,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,19,Cardiogenic shock
18604-20,Sepsis,151,151,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,20,Sepsis
18604-21,Haemorragische shock,9,9,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,21,Haemorrhagic shock
18604-22,Na cardiac arrest,125,125,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,22,After cardiac arrest
18605-3,Gastro-intestinaal,88,88,18605,SEC_Apache II Non-Operatief Gastro-intestinaal,SEC_Apache II Non-Operatief Gastro-intestinaal,APACHE II Diagnosen,0,3,Gastrointestinal
18605-4,Gastro-intestinale bloeding,47,47,18605,SEC_Apache II Non-Operatief Gastro-intestinaal,SEC_Apache II Non-Operatief Gastro-intestinaal,APACHE II Diagnosen,0,4,Gastrointestinal bleeding
18606-2,Hematologisch,85,85,18606,SEC_Apache II Non-Operatief Hematologisch,SEC_Apache II Non-Operatief Hematologisch,APACHE II Diagnosen,0,2,Hematological
18607-3,Metabolisme,96,96,18607,SEC_Apache II Non-Operatief Metabolisme,SEC_Apache II Non-Operatief Metabolisme,APACHE II Diagnosen,0,3,Metabolism
18607-4,Diabetische keto-acidose,16,16,18607,SEC_Apache II Non-Operatief Metabolisme,SEC_Apache II Non-Operatief Metabolisme,APACHE II Diagnosen,0,4,Diabetic ketoacidosis
18608-6,Neurologisch,174,174,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,6,Neurological
18608-7,Hoofdtrauma,75,75,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,7,Head trauma
18608-8,Drug overdosis,43,43,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,8,Drug overdose
18608-9,"Intracerebr, subduraal, subarachnoidaal haematoom",59,59,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,9,"Intracerebral, subdural, subarachnoid haematoma"
18608-10,Epiletisch insult,52,52,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,10,Epileptic seizure
18609-2,Renaal,155,155,18609,SEC_Apache II Non-Operatief Renaal,SEC_Apache II Non-Operatief Renaal,APACHE II Diagnosen,0,2,Renal
18610-10,Respiratoir,178,178,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,10,Respiratory
18610-11,Respiratoire infectie,189,189,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,11,Respiratory infection
18610-12,Respiratoir neoplasma,12,12,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,12,Respiratory neoplasm
18610-13,Pulmonaire embolus,41,41,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,13,Pulmonary embolus
18610-14,Niet-cardiogene long oedeem,13,13,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,14,Non-cardiogenic pulmonary edema
18610-15,Na respiratoir arrest,18,18,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,15,After respiratory arrest
18610-16,Asthma of allergie,5,5,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,16,Asthma or allergy
18610-17,Chronisch obstructieve longziekte,48,48,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,17,Chronic obstructive pulmonary disease
18610-18,Aspiratie en vergiftiging,30,30,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,18,Aspiration and poisoning
18611-5,Gastro-intestinaal,59,59,18611,SEC_Apache II Operatief  Gastr-intenstinaal,SEC_Apache II Operatief  Gastr-intenstinaal,APACHE II Diagnosen,0,5,Gastrointestinal
18611-6,Gastro-intestinaal voor neoplasma,140,140,18611,SEC_Apache II Operatief  Gastr-intenstinaal,SEC_Apache II Operatief  Gastr-intenstinaal,APACHE II Diagnosen,0,6,Gastrointestinal for neoplasm
18611-7,Gastro-intestinale bloeding,13,13,18611,SEC_Apache II Operatief  Gastr-intenstinaal,SEC_Apache II Operatief  Gastr-intenstinaal,APACHE II Diagnosen,0,7,Gastrointestinal bleeding
18611-8,Gastro-intestinale perforatie of obstructie,49,49,18611,SEC_Apache II Operatief  Gastr-intenstinaal,SEC_Apache II Operatief  Gastr-intenstinaal,APACHE II Diagnosen,0,8,Gastrointestinal perforation or obstruction
18612-9,Cardiovasculair,706,706,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,9,Cardiovascular
18612-10,Cardiovasculair multiple trauma,13,13,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,10,Cardiovascular multiple trauma
18612-11,Hartkleppen,291,291,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,11,Heart valves
18612-12,Perifeer vasculair,67,67,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,12,Peripheral vascular
18612-13,Haemorragische shock,24,24,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,13,Haemorrhagic shock
18612-14,Chron. cardiovasculaire ziekte,312,312,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,14,Chron. cardiovascular disease
18612-15,Sepsis,24,24,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,15,Sepsis
18612-16,Na cardiac arrest,9,9,18612,SEC_Apache II Operatief Cardiovasculair,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,0,16,After cardiac arrest
18613-2,Hematologisch,3,3,18613,SEC_Apache II Operatief Hematologisch,SEC_Apache II Operatief Hematologisch,APACHE II Diagnosen,0,2,Hematological
18614-2,Metabolisme,11,11,18614,SEC_Apache II Operatief Metabolisme,SEC_Apache II Operatief Metabolisme,APACHE II Diagnosen,0,2,Metabolism
18615-6,Neurologisch,61,61,18615,SEC_Apache II Operatief Neurologisch,SEC_Apache II Operatief Neurologisch,APACHE II Diagnosen,0,6,Neurological
18615-7,Craniotomie voor neoplasma,62,62,18615,SEC_Apache II Operatief Neurologisch,SEC_Apache II Operatief Neurologisch,APACHE II Diagnosen,0,7,Craniotomy for neoplasm
18615-8,Hoofd trauma,44,44,18615,SEC_Apache II Operatief Neurologisch,SEC_Apache II Operatief Neurologisch,APACHE II Diagnosen,0,8,Head trauma
18615-9,Craniotomie voor haematoom,22,22,18615,SEC_Apache II Operatief Neurologisch,SEC_Apache II Operatief Neurologisch,APACHE II Diagnosen,0,9,Craniotomy for hematoma
18615-10,Laminectomy and other spinal cord surgery,25,25,18615,SEC_Apache II Operatief Neurologisch,SEC_Apache II Operatief Neurologisch,APACHE II Diagnosen,0,10,Laminectomy and other spinal cord surgery
18616-4,Renaal,7,7,18616,SEC_Apache II Operatief Renaal,SEC_Apache II Operatief Renaal,APACHE II Diagnosen,0,4,Renal
18616-5,Renaal neoplasma,13,13,18616,SEC_Apache II Operatief Renaal,SEC_Apache II Operatief Renaal,APACHE II Diagnosen,0,5,Renal neoplasm
18616-6,Renaal transplantatie,9,9,18616,SEC_Apache II Operatief Renaal,SEC_Apache II Operatief Renaal,APACHE II Diagnosen,0,6,Renal transplantation
18617-5,Respiratoir,60,60,18617,SEC_Apache II Operatief Respiratoir,SEC_Apache II Operatief Respiratoir,APACHE II Diagnosen,0,5,Respiratory
18617-6,Thoraxchirurgie voor respiratoir neoplasm,27,27,18617,SEC_Apache II Operatief Respiratoir,SEC_Apache II Operatief Respiratoir,APACHE II Diagnosen,0,6,Thoracic surgery for respiratory neoplasm
18617-7,Respiratoire insufficientie na OK,16,16,18617,SEC_Apache II Operatief Respiratoir,SEC_Apache II Operatief Respiratoir,APACHE II Diagnosen,0,7,Respiratory failure after OR
18669-1,Operatief Cardiovasculair - Cardiovasculair,4950,4950,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,1,Surgical Cardiovascular - Cardiovascular
18669-2,Operatief Cardiovasculair - Cardiovasculair multiple trauma,521,521,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,2,Operative Cardiovascular - Cardiovascular multiple trauma
18669-3,Operatief Cardiovasculair - Hartkleppen,2218,2218,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,3,Operative Cardiovascular - Heart valves
18669-4,Operatief Cardiovasculair - Perifeer vasculair,1109,1109,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,4,Operative Cardiovascular - Peripheral vascular
18669-5,Operatief Cardiovasculair - Haemorragische shock,323,323,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,5,Operative Cardiovascular - Haemorrhagic shock
18669-6,Operatief Cardiovasculair - Chron. cardiovasculaire ziekte,2568,2568,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,6,Operative Cardiovascular - Chron. cardiovascular disease
18669-7,Operatief Cardiovasculair - Sepsis,220,220,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,7,Surgical Cardiovascular - Sepsis
18669-8,Operatief Cardiovasculair - Na cardiac arrest,125,125,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,8,Operative Cardiovascular - After cardiac arrest
18669-9,Operatief Gastro-Intestinaal - Gastro-intestinaal,713,713,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,9,Surgical Gastrointestinal - Gastrointestinal
18669-10,Operatief Gastro-Intestinaal - Gastro-intestinaal voor neoplasma,1313,1313,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,10,Operative Gastrointestinal - Gastrointestinal for neoplasm
18669-11,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,190,190,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,11,Operative Gastrointestinal - Gastrointestinal bleeding
18669-12,Operatief Gastro-Intestinaal - Gastro-intestinale perforatie of obstructie,1239,1239,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,12,Operative Gastrointestinal - Gastrointestinal perforation or obstruction
18669-13,Operatief Hematologisch - Hematologisch,123,123,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,13,Surgical Hematological - Hematological
18669-14,Operatief Renaal - Renaal,208,208,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,14,Operative Renal - Renal
18669-15,Operatief Renaal - Renaal neoplasma,149,149,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,15,Operative Renal - Renal neoplasm
18669-16,Operatief Renaal - Renaal transplantatie,495,495,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,16,Surgical Renal - Renal transplantation
18669-17,Operatief Metabolisme - Metabolisme,209,209,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,17,Operative Metabolism - Metabolism
18669-18,Operatief Neurologisch - Neurologisch,985,985,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,18,Operative Neurological - Neurological
18669-19,Operatief Neurologisch - Craniotomie voor neoplasma,979,979,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,19,Operative Neurological - Craniotomy for neoplasm
18669-20,Operatief Neurologisch - Hoofd trauma,1186,1186,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,20,Operative Neurological - Head trauma
18669-21,Operatief Neurologisch - Craniotomie voor haematoom,1169,1169,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,21,Operative Neurological - Craniotomy for hematoma
18669-22,Operatief Neurologisch - Laminectomy and other spinal cord surgery,584,584,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,22,Operative Neurological - Laminectomy and other spinal cord surgery
18669-23,Operatief Respiratoir - Respiratoir,929,929,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,23,Surgical Respiratory - Respiratory
18669-24,Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm,404,404,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,24,Operative Respiratory - Thoracic surgery for respiratory neoplasm
18669-25,Operatief Respiratoir - Respiratoire insufficientie na OK,234,234,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,25,Surgical Respiratory - Respiratory failure after operating room
18669-26,Operatief Respiratoir - Na respiratoir arrest,8,8,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,26,Surgical Respiratory - After respiratory arrest
18669-27,Non-operatief Cardiovasculair - Cardiovasculair,794,794,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,27,Nonoperative Cardiovascular - Cardiovascular
18669-28,Non-operatief Cardiovasculair - Cardiovasculair multiple trauma,161,161,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,28,Nonoperative Cardiovascular - Cardiovascular multiple trauma
18669-29,Non-operatief Cardiovasculair -Coronair lijden,310,310,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,29,Non-operative Cardiovascular -Coronary disease
18669-30,Non-operatief Cardiovasculair - Thoracaal of abdominaal aneurysma,127,127,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,30,Nonoperative Cardiovascular - Thoracic or abdominal aneurysm
18669-31,Non-operatief Cardiovasculair - Congestief hart falen,668,668,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,31,Nonoperative Cardiovascular - Congestive heart failure
18669-32,Non-operatief Cardiovasculair - Hypertensie,156,156,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,32,Non-operative Cardiovascular - Hypertension
18669-33,Non-operatief Cardiovasculair - Ritmestoornissen,519,519,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,33,Non-operative Cardiovascular - Arrhythmias
18669-34,Non-operatief Cardiovasculair - Cardiogene shock,332,332,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,34,Nonoperative Cardiovascular - Cardiogenic shock
18669-35,Non-operatief Cardiovasculair - Sepsis,1634,1634,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,35,Nonoperative Cardiovascular - Sepsis
18669-36,Non-operatief Cardiovasculair - Haemorragische shock,115,115,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,36,Non-operative Cardiovascular - Haemorrhagic shock
18669-37,Non-operatief Cardiovasculair - Na cardiac arrest,2673,2673,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,37,Nonoperative Cardiovascular - After cardiac arrest
18669-38,Non-operatief Gastro-Intestinaal - Gastro-intestinaal,1267,1267,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,38,Non-operative Gastrointestinal - Gastrointestinal
18669-39,Non-operatief Gastro-Intestinaal - Gastro-intestinale bloeding,664,664,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,39,Nonoperative Gastrointestinal - Gastrointestinal bleeding
18669-40,Non-operatief Hematologisch - Hematologisch,568,568,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,40,Non-operative Hematological - Hematological
18669-41,Non-operatief Renaal - Renaal,602,602,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,41,Nonoperative Renal - Renal
18669-42,Non-operatief Metabolisme - Metabolisme,424,424,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,42,Non-operative Metabolism - Metabolism
18669-43,Non-operatief Metabolisme - Diabetische keto-acidose,112,112,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,43,Nonoperative Metabolism - Diabetic ketoacidosis
18669-44,Non-operatief Neurologisch - Neurologisch,1440,1440,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,44,Nonoperative Neurological - Neurological
18669-45,Non-operatief Neurologisch - Hoofdtrauma,1407,1407,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,45,Non-operative Neurological - Head trauma
18669-46,Non-operatief Neurologisch - Drug overdosis,414,414,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,46,Nonoperative Neurological - Drug overdose
18669-47,"Non-operatief Neurologisch - Intracerebr, subduraal, subarachnoidaal haematoom",350,350,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,47,"Nonoperative Neurologic - Intracerebral, subdural, subarachnoid hematoma"
18669-48,Non-operatief Neurologisch - Epiletisch insult,376,376,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,48,Non-operative Neurological - Epiletic seizure
18669-49,Non-operatief Respiratoir - Respiratoir,2796,2796,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,49,Non-operative Respiratory - Respiratory
18669-50,Non-operatief Respiratoir - Respiratoire infectie,3599,3599,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,50,Nonoperative Respiratory - Respiratory infection
18669-51,Non-operatief Respiratoir - Respiratoir neoplasma,182,182,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,51,Nonoperative Respiratory - Respiratory neoplasm
18669-52,Non-operatief Respiratoir - Pulmonaire embolus,296,296,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,52,Non-operative Respiratory - Pulmonary embolus
18669-53,Non-operatief Respiratoir - Niet-cardiogene long oedeem,151,151,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,53,Non-operative Respiratory - Non-cardiogenic pulmonary edema
18669-54,Non-operatief Respiratoir - Na respiratoir arrest,61,61,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,54,Nonoperative Respiratory - After respiratory arrest
18669-55,Non-operatief Respiratoir - Asthma of allergie,53,53,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,55,Non-operative Respiratory - Asthma or allergy
18669-56,Non-operatief Respiratoir - Chronisch obstructieve longziekte,466,466,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,56,Nonoperative Respiratory - Chronic obstructive pulmonary disease
18669-57,Non-operatief Respiratoir - Aspiratie en vergiftiging,258,258,18669,NICE APACHEII diagnosen,NICE APACHEII diagnosen,NICE - Apache,0,57,Non-operative Respiratory - Aspiration and poisoning
18670-58,Operatief Cardiovasculair - Cardiovasculair,691,691,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,58,Surgical Cardiovascular - Cardiovascular
18670-59,Operatief Cardiovasculair - Cardiovasculair multiple trauma,14,14,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,59,Operative Cardiovascular - Cardiovascular multiple trauma
18670-60,Operatief Cardiovasculair - Hartkleppen,274,274,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,60,Surgical Cardiovascular - Heart valves
18670-61,Operatief Cardiovasculair - Perifeer vasculair,68,68,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,61,Operative Cardiovascular - Peripheral vascular
18670-62,Operatief Cardiovasculair - Haemorragische shock,24,24,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,62,Surgical Cardiovascular - Haemorrhagic shock
18670-63,Operatief Cardiovasculair - Chron. cardiovasculaire ziekte,275,275,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,63,Operative Cardiovascular - Chron. cardiovascular disease
18670-64,Operatief Cardiovasculair - Sepsis,25,25,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,64,Surgical Cardiovascular - Sepsis
18670-65,Operatief Cardiovasculair - Na cardiac arrest,9,9,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,65,Operative Cardiovascular - After cardiac arrest
18670-66,Operatief Gastro-Intestinaal - Gastro-intestinaal,62,62,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,66,Surgical Gastrointestinal - Gastrointestinal
18670-67,Operatief Gastro-Intestinaal - Gastro-intestinaal voor neoplasma,133,133,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,67,Operative Gastrointestinal - Gastrointestinal for neoplasm
18670-68,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,13,13,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,68,Operative Gastrointestinal - Gastrointestinal bleeding
18670-69,Operatief Gastro-Intestinaal - Gastro-intestinale perforatie of obstructie,47,47,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,69,Operative Gastrointestinal - Gastrointestinal perforation or obstruction
18670-70,Operatief Hematologisch - Hematologisch,5,5,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,70,Operative Hematological - Hematological
18670-71,Operatief Renaal - Renaal,8,8,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,71,Operative Renal - Renal
18670-72,Operatief Renaal - Renaal neoplasma,13,13,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,72,Operative Renal - Renal neoplasm
18670-73,Operatief Renaal - Renaal transplantatie,9,9,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,73,Surgical Renal - Renal transplantation
18670-74,Operatief Metabolisme - Metabolisme,12,12,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,74,Operative Metabolism - Metabolism
18670-75,Operatief Neurologisch - Neurologisch,60,60,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,75,Operative Neurological - Neurological
18670-76,Operatief Neurologisch - Craniotomie voor neoplasma,60,60,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,76,Operative Neurological - Craniotomy for neoplasm
18670-77,Operatief Neurologisch - Hoofd trauma,46,46,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,77,Operative Neurological - Head trauma
18670-78,Operatief Neurologisch - Craniotomie voor haematoom,21,21,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,78,Operative Neurological - Craniotomy for hematoma
18670-79,Operatief Neurologisch - Laminectomy and other spinal cord surgery,26,26,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,79,Operative Neurological - Laminectomy and other spinal cord surgery
18670-80,Operatief Respiratoir - Respiratoir,62,62,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,80,Surgical Respiratory - Respiratory
18670-81,Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm,28,28,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,81,Operative Respiratory - Thoracic Surgery for Respiratory Neoplasm
18670-82,Operatief Respiratoir - Respiratoire insufficientie na OK,16,16,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,82,Operative Respiratory - Respiratory insufficiency after OR
18670-84,Non-operatief Cardiovasculair - Cardiovasculair,51,51,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,84,Non-operative Cardiovascular - Cardiovascular
18670-85,Non-operatief Cardiovasculair - Cardiovasculair multiple trauma,15,15,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,85,Nonoperative Cardiovascular - Cardiovascular multiple trauma
18670-86,Non-operatief Cardiovasculair -Coronair lijden,52,52,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,86,Non-operative Cardiovascular -Coronary disease
18670-87,Non-operatief Cardiovasculair - Thoracaal of abdominaal aneurysma,15,15,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,87,Nonoperative Cardiovascular - Thoracic or abdominal aneurysm
18670-88,Non-operatief Cardiovasculair - Congestief hart falen,106,106,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,88,Nonoperative Cardiovascular - Congestive heart failure
18670-89,Non-operatief Cardiovasculair - Hypertensie,20,20,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,89,Non-operative Cardiovascular - Hypertension
