source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,category,ordercategory,islabresult,count,count_validated,values,source_concept_en
17026,SEC_APACHEIV Non-operative respiratory,,,,,SEC_APACHEIV Non-operative respiratory,APACHE IV Diagnosen,,0,424,424,"Apnea, sleep; ARDS-adult respiratory distress syndrome, non-cardiogenic pulmonary edema; Arrest, respiratory (without cardiac arrest); Asthma; Atelectasis; Cancer, laryngeal; Cancer, lung; Effusions, pleural; Embolus, pulmonary; Emphysema/bronchitis; Hemorrhage/hemoptysis, pulmonary; Hemothorax; Hypertension-pulmonary, primary/idiopathic; Near drowning accident; Obstruction-airway (acute epiglottitis, post-extubation edema, foreign body, etc.); Pneumonia, aspiration; Pneumonia, bacterial; Pneumonia, fungal; Pneumonia, other; Pneumonia, viral; Pneumothorax; Respiratory- medical, other; Restrictive lung disease (i.e. sarcoidosis, pulmonary fibrosis); Weaning from mechanical ventilation (transfer from other unit or hospital only)",SEC_APACHEIV Non-operative respiratory
17027,SEC_APACHEIV Non-operative transplant,,,,,SEC_APACHEIV Non-operative transplant,APACHE IV Diagnosen,,0,3,3,"Kidney transplant, non operative admission",SEC_APACHEIV Non-operative transplant
17028,SEC_APACHEIV Non-operative trauma,,,,,SEC_APACHEIV Non-operative trauma,APACHE IV Diagnosen,,0,123,123,Abdomen only trauma; Abdomen/extremity trauma; Abdomen/multiple trauma; Abdomen/spinal trauma; Chest/abdomen trauma; Chest/extremity trauma; Chest/face trauma; Chest/multiple trauma; Chest/spinal trauma; Chest/thorax only trauma; Extremity only trauma; Extremity/multiple trauma; Face only trauma; Face/multiple trauma; Head (CNS) only trauma; Head/chest trauma; Head/extremity trauma; Head/face trauma; Head/multiple trauma; Head/pelvis trauma; Head/spinal trauma; Pelvis/face trauma; Spinal cord only trauma; Spinal/multiple trauma,SEC_APACHEIV Non-operative trauma
17029,SEC_APACHEIV Post-operative cardiovascular,,,,,SEC_APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,,0,874,874,"Ablation or mapping of cardiac conduction pathway; Aneurysm, abdominal aortic; Aneurysm, abdominal aortic; with dissection; Aneurysm, abdominal aortic; with rupture; Aneurysm, thoracic aortic; Aneurysm, thoracic aortic; with dissection; Aneurysm, thoracic aortic; with rupture; Aneurysms, repair of other (except ventricular); Aortic and Mitral valve replacement; Aortic valve replacement (isolated); Atrial Septal Defect (ASD) Repair; CABG alone, coronary artery bypass grafting; CABG alone, redo; CABG redo with other operation; CABG redo with valve repair/replacement; CABG with aortic valve replacement; CABG with double valve repair/replacement; CABG with mitral valve repair; CABG with mitral valve replacement; CABG with other operation; Cardiac arrest (with or without respiratory arrest; for respiratory arrest see; Cardiovascular surgery, other; Complications of prev. peripheral vasc. surgery, (i.e.ligation of bleeder, exploration; Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,; Congenital Defect Repair (Other); Embolectomy (with general anesthesia); Endarterectomy (other vessels); Endarterectomy, carotid; Graft, aorto-femoral bypass; Graft, aorto-iliac bypass; Grafts, all other bypass (except renal); Grafts, removal of infected vascular; Mitral valve repair; Mitral valve replacement; Pericardial effusion/tamponade; Sepsis, cutaneous/soft tissue; Sepsis, GI; Sepsis, other; Sepsis, pulmonary; Thrombectomy (with general anesthesia); Tricuspid valve surgery; Vascular surgery, other",SEC_APACHEIV Post-operative cardiovascular
17030,SEC_APACHEIV Post-operative gastro-intestinal,,,,,SEC_APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,,0,193,193,"Appendectomy; Bleeding-other GI, surgery for; Bleeding-upper GI, surgery for; Cancer-colon/rectal, surgery for (including abdominoperineal resections); Cancer-esophageal, surgery for (abdominal approach); Cancer-other GI tract, surgery for (i.e. hepatoma, gallbladder etc.); Cancer-small intestinal, surgery for; Cancer-stomach, surgery for; Cholecystectomy/cholangitis, surgery for (gallbladder removal); Complications of previous GI surgery; surgery for (anastomotic leak, bleeding,; Esophageal surgery, other; Fistula/abscess, surgery for (not inflammatory bowel disease); GI Obstruction, surgery for (including lysis of adhesions); GI Perforation/rupture, surgery for; GI surgery, other; GI Vascular ischemia, surgery for (resection); Herniorrhaphy; Whipple-surgery for pancreatic cancer",SEC_APACHEIV Post-operative gastrointestinal
17031,SEC_APACHEIV Post-operative genitourinary,,,,,SEC_APACHEIV Post-operative genitourinary,APACHE IV Diagnosen,,0,37,37,"Cesarean section; Cystectomy (other reasons); Cystectomy for neoplasm; Genitourinary surgery, other; Hysterectomy for cancer with or without lymph node dissection; Nephrectomy for neoplasm; Obstruction/other, surgery for (with or without ileal-conduit); Prostatectomy, suprapubic; for cancer",SEC_APACHEIV Post-operative genitourinary
17032,SEC_APACHEIV Post-operative hematology,,,,,SEC_APACHEIV Post-operative hematology,APACHE IV Diagnosen,,0,1,1,"Lymphoma Hodgkins, surgery for (including staging)",SEC_APACHEIV Post-operative hematology
17033,SEC_APACHEIV Post-operative metabolic,,,,,SEC_APACHEIV Post-operative metabolic,APACHE IV Diagnosen,,0,5,5,Thyroidectomy,SEC_APACHEIV Post-operative metabolic
17034,SEC_APACHEIV Post-operative musculoskeletal /skin,,,,,SEC_APACHEIV Post-operative musculoskeletal /skin,APACHE IV Diagnosen,,0,40,40,"Amputation (non-traumatic); Cellulitis and localized soft tissue infections, surgery for; Cosmetic surgery (all); Fracture-pathological, non-union, non-traumatic, for fractures due to trauma see; Grafting, skin (all); Knee replacement, total (non-traumatic); Orthopedic surgery, other; Skin surgery, other",SEC_APACHEIV Post-operative musculoskeletal /skin
17035,SEC_APACHEIV Post-operative neurologic,,,,,SEC_APACHEIV Post-operative neurologic,APACHE IV Diagnosen,,0,146,146,"Abscess/infection-cranial, surgery for; Biopsy, brain; Burr hole placement; Cerebrospinal fluid leak, surgery for; Cranioplasty and complications from previous craniotomies; Devices for spine fracture/dislocation; Hematoma, epidural, surgery for; Hematoma, subdural, surgery for; Hemorrhage/hematoma-intracranial, surgery for; Laminectomy/spinal cord decompression (excluding malignancies); Neoplasm-cranial, surgery for (excluding transphenoidal); Neoplasm-spinal cord surgery or other related procedures; Neurologic surgery, other; Seizures-intractable, surgery for; Shunts and revisions; Ventriculostomy",SEC_APACHEIV Postoperative neurologic
17036,SEC_APACHEIV Post-operative respiratory,,,,,SEC_APACHEIV Post-operative respiratory,APACHE IV Diagnosen,,0,66,66,"Arrest, respiratory (without cardiac arrest); Cancer oral/sinus, surgery for; Infection/abscess, other surgery for; Respiratory surgery, other; Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy); Thoracotomy for bronchopleural fistula; Thoracotomy for esophageal cancer; Thoracotomy for lung cancer; Thoracotomy for other malignancy in chest; Thoracotomy for other reasons; Thoracotomy for pleural disease; Thoracotomy for thoracic/respiratory infection; Tracheostomy",SEC_APACHEIV Post-operative respiratory
17037,SEC_APACHEIV Post-operative transplant,,,,,SEC_APACHEIV Post-operative transplant,APACHE IV Diagnosen,,0,10,10,Kidney transplant,SEC_APACHEIV Post-operative transplant
17038,SEC_APACHEIV Post-operative trauma,,,,,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,,0,63,63,"Abdomen only trauma, surgery for; Abdomen/multiple trauma, surgery for; Chest/abdomen trauma, surgery for; Chest/extremity trauma, surgery for; Chest/multiple trauma, surgery for; Chest/thorax only trauma, surgery for; Extremity only trauma, surgery for; Extremity/face trauma, surgery for; Extremity/multiple trauma, surgery for; Face only trauma, surgery for; Face/multiple trauma, surgery for; Head (CNS) only trauma, surgery for; Head/chest trauma, surgery for; Head/face trauma, surgery for; Head/multiple trauma, surgery for; Head/spinal trauma, surgery for; Pelvis/extremity trauma, surgery for",SEC_APACHEIV Postoperative trauma
18588,Apache II Hoofdgroep,,,,,Apache II Hoofdgroep,APACHE II Diagnosen,,0,19967,19967,Operatief Cardiovasculair; Operatief Gastro-Intestinaal; Operatief Hematologisch; Operatief Renaal; Operatief Metabolisme; Operatief Neurologisch; Operatief Respiratoir; Non-operatief Cardiovasculair; Non-operatief Gastro-Intestinaal; Non-operatief Hematologisch; Non-operatief Renaal; Non-operatief Metabolisme; Non-operatief Neurologisch; Non-operatief Respiratoir,Apache II Main Group
18589,Apache II Non-Operatief Cardiovasculair,,,,,Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,,0,2790,2790,Cardiovasculair; Cardiovasculair multiple trauma; Coronair lijden; Thoracaal of abdominaal aneurysma; Congestief hart falen; Hypertensie; Ritmestoornissen; Cardiogene shock; Sepsis; Haemorragische shock; Na cardiac arrest,Apache II Non-Operative Cardiovascular
18590,Apache II Non-Operatief Gastro-intestinaal,,,,,Apache II Non-Operatief Gastro-intestinaal,APACHE II Diagnosen,,0,573,573,Gastro-intestinaal; Gastro-intestinale bloeding,Apache II Non-Operative Gastrointestinal
18591,Apache II Non-Operatief Hematologisch,,,,,Apache II Non-Operatief Hematologisch,APACHE II Diagnosen,,0,150,150,Hematologisch,Apache II Non-Operative Hematological
18592,Apache II Non-Operatief Metabolisme,,,,,Apache II Non-Operatief Metabolisme,APACHE II Diagnosen,,0,308,308,Metabolisme; Diabetische keto-acidose,Apache II Non-Operative Metabolism
18593,Apache II Non-Operatief Neurologisch,,,,,Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,,0,1664,1664,"Neurologisch; Hoofdtrauma; Drug overdosis; Intracerebr, subduraal, subarachnoidaal haematoom; Epiletisch insult",Apache II Non-Operative Neurological
18594,Apache II Non-Operatief Renaal,,,,,Apache II Non-Operatief Renaal,APACHE II Diagnosen,,0,227,227,Renaal,Apache II Non-Operative Renal
18595,Apache II Non-Operatief Respiratoir,,,,,Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,,0,2341,2341,Respiratoir; Respiratoire infectie; Respiratoir neoplasma; Pulmonaire embolus; Niet-cardiogene long oedeem; Na respiratoir arrest; Asthma of allergie; Chronisch obstructieve longziekte; Aspiratie en vergiftiging,Apache II Non-Surgical Respiratory
18596,Apache II Operatief  Gastr-intenstinaal,,,,,Apache II Operatief  Gastr-intenstinaal,APACHE II Diagnosen,,0,1434,1434,Gastro-intestinaal; Gastro-intestinaal voor neoplasma; Gastro-intestinale bloeding; Gastro-intestinale perforatie of obstructie,Apache II Operative Gastr Intensinal
18597,Apache II Operatief Cardiovasculair,,,,,Apache II Operatief Cardiovasculair,APACHE II Diagnosen,,0,7437,7437,Cardiovasculair; Cardiovasculair multiple trauma; Hartkleppen; Perifeer vasculair; Haemorragische shock; Chron. cardiovasculaire ziekte; Sepsis; Na cardiac arrest,Apache II Operative Cardiovascular
18598,Apache II Operatief Hematologisch,,,,,Apache II Operatief Hematologisch,APACHE II Diagnosen,,0,15,15,Hematologisch,Apache II Operative Hematological
18599,Apache II Operatief Metabolisme,,,,,Apache II Operatief Metabolisme,APACHE II Diagnosen,,0,96,96,Metabolisme,Apache II Operative Metabolism
18600,Apache II Operatief Neurologisch,,,,,Apache II Operatief Neurologisch,APACHE II Diagnosen,,0,2202,2202,Neurologisch; Craniotomie voor neoplasma; Hoofd trauma; Craniotomie voor haematoom; Laminectomy and other spinal cord surgery,Apache II Operative Neurological
18601,Apache II Operatief Renaal,,,,,Apache II Operatief Renaal,APACHE II Diagnosen,,0,509,509,Renaal; Renaal neoplasma; Renaal transplantatie,Apache II Operative Renal
18602,Apache II Operatief Respiratoir,,,,,Apache II Operatief Respiratoir,APACHE II Diagnosen,,0,684,684,Respiratoir; Thoraxchirurgie voor respiratoir neoplasm; Respiratoire insufficientie na OK; Na respiratoir arrest,Apache II Surgical Respiratory
18603,SEC_Apache II Hoofdgroep,,,,,SEC_Apache II Hoofdgroep,APACHE II Diagnosen,,0,4524,4524,Operatief Cardiovasculair; Operatief Gastro-Intestinaal; Operatief Hematologisch; Operatief Renaal; Operatief Metabolisme; Operatief Neurologisch; Operatief Respiratoir; Non-operatief Cardiovasculair; Non-operatief Gastro-Intestinaal; Non-operatief Hematologisch; Non-operatief Renaal; Non-operatief Metabolisme; Non-operatief Neurologisch; Non-operatief Respiratoir,SEC_Apache II Main group
18604,SEC_Apache II Non-Operatief Cardiovasculair,,,,,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,,0,683,683,Cardiovasculair; Cardiovasculair multiple trauma; Coronair lijden; Thoracaal of abdominaal aneurysma; Congestief hart falen; Hypertensie; Ritmestoornissen; Cardiogene shock; Sepsis; Haemorragische shock; Na cardiac arrest,SEC_Apache II Non-Surgical Cardiovascular
18605,SEC_Apache II Non-Operatief Gastro-intestinaal,,,,,SEC_Apache II Non-Operatief Gastro-intestinaal,APACHE II Diagnosen,,0,135,135,Gastro-intestinaal; Gastro-intestinale bloeding,SEC_Apache II Non-Surgical Gastrointestinal
18606,SEC_Apache II Non-Operatief Hematologisch,,,,,SEC_Apache II Non-Operatief Hematologisch,APACHE II Diagnosen,,0,85,85,Hematologisch,SEC_Apache II Non-Operative Hematological
18607,SEC_Apache II Non-Operatief Metabolisme,,,,,SEC_Apache II Non-Operatief Metabolisme,APACHE II Diagnosen,,0,112,112,Metabolisme; Diabetische keto-acidose,SEC_Apache II Non-Operative Metabolism
18608,SEC_Apache II Non-Operatief Neurologisch,,,,,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,,0,403,403,"Neurologisch; Hoofdtrauma; Drug overdosis; Intracerebr, subduraal, subarachnoidaal haematoom; Epiletisch insult",SEC_Apache II Non-Operative Neurological
18609,SEC_Apache II Non-Operatief Renaal,,,,,SEC_Apache II Non-Operatief Renaal,APACHE II Diagnosen,,0,155,155,Renaal,SEC_Apache II Non-Operative Renal
18610,SEC_Apache II Non-Operatief Respiratoir,,,,,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,,0,534,534,Respiratoir; Respiratoire infectie; Respiratoir neoplasma; Pulmonaire embolus; Niet-cardiogene long oedeem; Na respiratoir arrest; Asthma of allergie; Chronisch obstructieve longziekte; Aspiratie en vergiftiging,SEC_Apache II Non-Surgical Respiratory
18611,SEC_Apache II Operatief  Gastr-intenstinaal,,,,,SEC_Apache II Operatief  Gastr-intenstinaal,APACHE II Diagnosen,,0,261,261,Gastro-intestinaal; Gastro-intestinaal voor neoplasma; Gastro-intestinale bloeding; Gastro-intestinale perforatie of obstructie,SEC_Apache II Operative Gastrointestinal
18612,SEC_Apache II Operatief Cardiovasculair,,,,,SEC_Apache II Operatief Cardiovasculair,APACHE II Diagnosen,,0,1446,1446,Cardiovasculair; Cardiovasculair multiple trauma; Hartkleppen; Perifeer vasculair; Haemorragische shock; Chron. cardiovasculaire ziekte; Sepsis; Na cardiac arrest,SEC_Apache II Surgical Cardiovascular
18613,SEC_Apache II Operatief Hematologisch,,,,,SEC_Apache II Operatief Hematologisch,APACHE II Diagnosen,,0,3,3,Hematologisch,SEC_Apache II Operative Hematological
18614,SEC_Apache II Operatief Metabolisme,,,,,SEC_Apache II Operatief Metabolisme,APACHE II Diagnosen,,0,11,11,Metabolisme,SEC_Apache II Operative Metabolism
18615,SEC_Apache II Operatief Neurologisch,,,,,SEC_Apache II Operatief Neurologisch,APACHE II Diagnosen,,0,214,214,Neurologisch; Craniotomie voor neoplasma; Hoofd trauma; Craniotomie voor haematoom; Laminectomy and other spinal cord surgery,SEC_Apache II Operative Neurological
18616,SEC_Apache II Operatief Renaal,,,,,SEC_Apache II Operatief Renaal,APACHE II Diagnosen,,0,29,29,Renaal; Renaal neoplasma; Renaal transplantatie,SEC_Apache II Operative Renal
18617,SEC_Apache II Operatief Respiratoir,,,,,SEC_Apache II Operatief Respiratoir,APACHE II Diagnosen,,0,103,103,Respiratoir; Thoraxchirurgie voor respiratoir neoplasm; Respiratoire insufficientie na OK,SEC_Apache II Surgical Respiratory
18619,MC NAS Administratieve en management taken,,,,,MC NAS Administratieve en management taken,NAS score,,0,34682,34682,"Het verrichten van routinewerkzaamheden zoals het verwerken van klinische gegevens, onderzoeken afspreken, overdrachten; Het verrichten van administratieve en management taken die de volle aandacht vragen voor 2 uur of meer  per dienst bv. ontslag, onderzoeksactiviteiten etc.; Het verrichten van administratieve en management taken die de volle aandacht vragen voor 4 uur of  meerl per dienst bv. overlijden, donatieprocedure of overleg met andere disciplines",MC NAS Administrative and management tasks
18644,MC NAS Mobiliseren en positioneren,,,,,MC NAS Mobiliseren en positioneren,NAS score,,0,34680,34680,Houdingsverandering en mobilisatie (�én keer per dienst); Houdingsverandering en mobilisatie (meer dan �én keer per dienst of met twee verpleegkundigen); Houdingsverandering en mobilisatie (door drie of meer verpleegkundigen),MC NAS Mobilize and position
18645,MC NAS Monitoren,,,,,MC NAS Monitoren,NAS score,,0,34683,34683,"Elk uur controle van vitale parameters, regelmatige registratie van vochtbalans; Aanwezigheid bij het bed en continue observatie of verrichtingen voor twee of meer uur per dienst; Aanwezigheid bij het bed en continue observatie of verrichtingen voor vier of meer uur per dienst",MC NAS Monitors
18646,MC NAS Ondersteuning en zorg naasten,,,,,MC NAS Ondersteuning en zorg naasten,NAS score,,0,34680,34680,Ondersteuning en zorg voor patiënt en de naaste van de patiënt (�én uur per dienst); Ondersteuning en zorg voor patiënt en de naaste van de patiënt (tot drie uur per dienst),MC NAS Support and care for loved ones
18647,MC NAS Procedures  hygiëne,,,,,MC NAS Procedures  hygiëne,NAS score,,0,34680,34680,Activiteiten m.b.t. hygiëne (minder dan twee uur per dienst); Activiteiten m.b.t. hygiëne (meer dan twee uur per dienst); Activiteiten m.b.t. hygiëne (meer dan vier uur per dienst),MC NAS Hygiene procedures
18668,Patiënt overleden op afdeling,,,,,Patiënt overleden op afdeling,NICE-Overig,,0,14061,14061,Ja; Nee,Patient died on ward
18669,NICE APACHEII diagnosen,,,,,NICE APACHEII diagnosen,NICE - Apache,,0,46126,46126,"Operatief Cardiovasculair - Cardiovasculair; Operatief Cardiovasculair - Cardiovasculair multiple trauma; Operatief Cardiovasculair - Hartkleppen; Operatief Cardiovasculair - Perifeer vasculair; Operatief Cardiovasculair - Haemorragische shock; Operatief Cardiovasculair - Chron. cardiovasculaire ziekte; Operatief Cardiovasculair - Sepsis; Operatief Cardiovasculair - Na cardiac arrest; Operatief Gastro-Intestinaal - Gastro-intestinaal; Operatief Gastro-Intestinaal - Gastro-intestinaal voor neoplasma; Operatief Gastro-Intestinaal - Gastro-intestinale bloeding; Operatief Gastro-Intestinaal - Gastro-intestinale perforatie of obstructie; Operatief Hematologisch - Hematologisch; Operatief Renaal - Renaal; Operatief Renaal - Renaal neoplasma; Operatief Renaal - Renaal transplantatie; Operatief Metabolisme - Metabolisme; Operatief Neurologisch - Neurologisch; Operatief Neurologisch - Craniotomie voor neoplasma; Operatief Neurologisch - Hoofd trauma; Operatief Neurologisch - Craniotomie voor haematoom; Operatief Neurologisch - Laminectomy and other spinal cord surgery; Operatief Respiratoir - Respiratoir; Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm; Operatief Respiratoir - Respiratoire insufficientie na OK; Operatief Respiratoir - Na respiratoir arrest; Non-operatief Cardiovasculair - Cardiovasculair; Non-operatief Cardiovasculair - Cardiovasculair multiple trauma; Non-operatief Cardiovasculair -Coronair lijden; Non-operatief Cardiovasculair - Thoracaal of abdominaal aneurysma; Non-operatief Cardiovasculair - Congestief hart falen; Non-operatief Cardiovasculair - Hypertensie; Non-operatief Cardiovasculair - Ritmestoornissen; Non-operatief Cardiovasculair - Cardiogene shock; Non-operatief Cardiovasculair - Sepsis; Non-operatief Cardiovasculair - Haemorragische shock; Non-operatief Cardiovasculair - Na cardiac arrest; Non-operatief Gastro-Intestinaal - Gastro-intestinaal; Non-operatief Gastro-Intestinaal - Gastro-intestinale bloeding; Non-operatief Hematologisch - Hematologisch; Non-operatief Renaal - Renaal; Non-operatief Metabolisme - Metabolisme; Non-operatief Metabolisme - Diabetische keto-acidose; Non-operatief Neurologisch - Neurologisch; Non-operatief Neurologisch - Hoofdtrauma; Non-operatief Neurologisch - Drug overdosis; Non-operatief Neurologisch - Intracerebr, subduraal, subarachnoidaal haematoom; Non-operatief Neurologisch - Epiletisch insult; Non-operatief Respiratoir - Respiratoir; Non-operatief Respiratoir - Respiratoire infectie; Non-operatief Respiratoir - Respiratoir neoplasma; Non-operatief Respiratoir - Pulmonaire embolus; Non-operatief Respiratoir - Niet-cardiogene long oedeem; Non-operatief Respiratoir - Na respiratoir arrest; Non-operatief Respiratoir - Asthma of allergie; Non-operatief Respiratoir - Chronisch obstructieve longziekte; Non-operatief Respiratoir - Aspiratie en vergiftiging",NICE APACHEII diagnoses
18670,NICE SEC APACHEII diagnosen,,,,,NICE SEC APACHEII diagnosen,NICE - Apache,,0,4064,4064,"Operatief Cardiovasculair - Cardiovasculair; Operatief Cardiovasculair - Cardiovasculair multiple trauma; Operatief Cardiovasculair - Hartkleppen; Operatief Cardiovasculair - Perifeer vasculair; Operatief Cardiovasculair - Haemorragische shock; Operatief Cardiovasculair - Chron. cardiovasculaire ziekte; Operatief Cardiovasculair - Sepsis; Operatief Cardiovasculair - Na cardiac arrest; Operatief Gastro-Intestinaal - Gastro-intestinaal; Operatief Gastro-Intestinaal - Gastro-intestinaal voor neoplasma; Operatief Gastro-Intestinaal - Gastro-intestinale bloeding; Operatief Gastro-Intestinaal - Gastro-intestinale perforatie of obstructie; Operatief Hematologisch - Hematologisch; Operatief Renaal - Renaal; Operatief Renaal - Renaal neoplasma; Operatief Renaal - Renaal transplantatie; Operatief Metabolisme - Metabolisme; Operatief Neurologisch - Neurologisch; Operatief Neurologisch - Craniotomie voor neoplasma; Operatief Neurologisch - Hoofd trauma; Operatief Neurologisch - Craniotomie voor haematoom; Operatief Neurologisch - Laminectomy and other spinal cord surgery; Operatief Respiratoir - Respiratoir; Operatief Respiratoir - Thoraxchirurgie voor respiratoir neoplasm; Operatief Respiratoir - Respiratoire insufficientie na OK; Non-operatief Cardiovasculair - Cardiovasculair; Non-operatief Cardiovasculair - Cardiovasculair multiple trauma; Non-operatief Cardiovasculair -Coronair lijden; Non-operatief Cardiovasculair - Thoracaal of abdominaal aneurysma; Non-operatief Cardiovasculair - Congestief hart falen; Non-operatief Cardiovasculair - Hypertensie; Non-operatief Cardiovasculair - Ritmestoornissen; Non-operatief Cardiovasculair - Cardiogene shock; Non-operatief Cardiovasculair - Sepsis; Non-operatief Cardiovasculair - Haemorragische shock; Non-operatief Cardiovasculair - Na cardiac arrest; Non-operatief Gastro-Intestinaal - Gastro-intestinaal; Non-operatief Gastro-Intestinaal - Gastro-intestinale bloeding; Non-operatief Hematologisch - Hematologisch; Non-operatief Renaal - Renaal; Non-operatief Metabolisme - Metabolisme; Non-operatief Metabolisme - Diabetische keto-acidose; Non-operatief Neurologisch - Neurologisch; Non-operatief Neurologisch - Hoofdtrauma; Non-operatief Neurologisch - Drug overdosis; Non-operatief Neurologisch - Intracerebr, subduraal, subarachnoidaal haematoom; Non-operatief Neurologisch - Epiletisch insult; Non-operatief Respiratoir - Respiratoir; Non-operatief Respiratoir - Respiratoire infectie; Non-operatief Respiratoir - Respiratoir neoplasma; Non-operatief Respiratoir - Pulmonaire embolus; Non-operatief Respiratoir - Niet-cardiogene long oedeem; Non-operatief Respiratoir - Na respiratoir arrest; Non-operatief Respiratoir - Asthma of allergie; Non-operatief Respiratoir - Chronisch obstructieve longziekte; Non-operatief Respiratoir - Aspiratie en vergiftiging",NICE SEC APACHEII diagnoses
